Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQR_M_R
2157,Forest,Water,Wetland,NULL,Wetland,Water
2158,Forest,Water,Wetland,NULL,Wetland,Forest
2159,Forest,Water,Wetland,Non_Water,Wetland,NULL
2160,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2161,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2162,Forest,Water,Wetland,Non_Water,Wetland,Water
2163,Forest,Water,Wetland,Non_Water,Wetland,Forest
2164,Forest,Water,Wetland,Water,Wetland,Grassland
2165,Forest,Water,Wetland,Water,Wetland,Bareland
2166,Forest,Water,Wetland,Water,Wetland,Water
2167,Forest,Water,Wetland,Water,Wetland,Forest
2168,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2169,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2170,Forest,Water,Bareland,NULL,Non_Wetland,Water
2171,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2172,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2173,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2174,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2175,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2176,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2177,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2178,Forest,Water,Bareland,Water,Non_Wetland,Water
2179,Forest,Water,Bareland,Water,Non_Wetland,Forest
2180,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2181,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2182,Forest,Water,Water,NULL,Water,Grassland
2183,Forest,Water,Water,NULL,Water,Bareland
2184,Forest,Water,Water,NULL,Water,Water
2185,Forest,Water,Water,NULL,Water,Forest
2186,Forest,Water,Water,Non_Water,Water,Grassland
2187,Forest,Water,Water,Non_Water,Water,Bareland
2188,Forest,Water,Water,Non_Water,Water,Water
2189,Forest,Water,Water,Non_Water,Water,Forest
2190,Forest,Water,Water,Water,Water,Grassland
2191,Forest,Water,Water,Water,Water,Bareland
2192,Forest,Water,Water,Water,Water,Water
2193,Forest,Water,Water,Water,Water,Forest
2194,Forest,Water,Forest,NULL,Non_Wetland,NULL
2195,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2196,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2197,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2198,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2199,Forest,Water,Forest,NULL,Non_Wetland,Water
2200,Forest,Water,Forest,NULL,Non_Wetland,Forest
2201,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2202,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2203,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2204,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2205,Forest,Water,Forest,Water,Non_Wetland,Grassland
2206,Forest,Water,Forest,Water,Non_Wetland,Bareland
2207,Forest,Water,Forest,Water,Non_Wetland,Water
2208,Forest,Water,Forest,Water,Non_Wetland,Forest
2209,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2210,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2211,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2212,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2213,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2214,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2215,Forest,Forest,NULL,Water,Non_Wetland,Forest
2216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2217,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2218,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2219,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2220,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2221,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2222,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2223,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2224,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2225,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2226,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2227,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2228,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2229,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2230,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2231,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2232,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2233,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2234,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2235,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2236,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2237,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2238,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2239,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2240,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2241,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2242,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2243,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2244,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2245,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2246,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2247,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2248,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2250,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2251,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2252,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2253,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2254,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2255,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2256,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2257,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2258,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up
2259,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2260,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2261,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2262,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2263,Forest,Forest,Cropland,Water,Non_Wetland,Water
2264,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2265,Forest,Forest,Wetland,NULL,Wetland,Grassland
2266,Forest,Forest,Wetland,NULL,Wetland,Water
2267,Forest,Forest,Wetland,NULL,Wetland,Forest
2268,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2269,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2270,Forest,Forest,Wetland,Non_Water,Wetland,Water
2271,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2272,Forest,Forest,Wetland,Water,Wetland,Grassland
2273,Forest,Forest,Wetland,Water,Wetland,Bareland
2274,Forest,Forest,Wetland,Water,Wetland,Water
2275,Forest,Forest,Wetland,Water,Wetland,Forest
2276,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2277,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2278,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2279,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2280,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2281,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2282,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2283,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2284,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2285,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2286,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2287,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2288,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2289,Forest,Forest,Bareland,Water,Non_Wetland,Water
2290,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2291,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2292,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2293,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2294,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2295,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2296,Forest,Forest,Water,NULL,Water,Grassland
2297,Forest,Forest,Water,NULL,Water,Bareland
2298,Forest,Forest,Water,NULL,Water,Built-up
2299,Forest,Forest,Water,NULL,Water,Water
2300,Forest,Forest,Water,NULL,Water,Forest
2301,Forest,Forest,Water,Non_Water,Water,Grassland
2302,Forest,Forest,Water,Non_Water,Water,Bareland
2303,Forest,Forest,Water,Non_Water,Water,Water
2304,Forest,Forest,Water,Non_Water,Water,Forest
2305,Forest,Forest,Water,Water,Water,Grassland
2306,Forest,Forest,Water,Water,Water,Bareland
2307,Forest,Forest,Water,Water,Water,Water
2308,Forest,Forest,Water,Water,Water,Forest
2309,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2310,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2311,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2312,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2313,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2314,Forest,Forest,Forest,NULL,Non_Wetland,Water
2315,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2316,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2317,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2318,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2319,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2320,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2321,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2322,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2323,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2324,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2325,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2326,Forest,Forest,Forest,Water,Non_Wetland,Water
2327,Forest,Forest,Forest,Water,Non_Wetland,Forest
