Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
1751,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1752,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1753,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1754,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1755,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1756,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1757,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1758,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1759,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1760,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1761,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1762,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1763,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1764,Water,Wetland,Water,Water,Water,NULL,NULL,Built-up
1765,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1766,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1767,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1769,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1770,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1771,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1772,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1773,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1774,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1775,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1776,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1778,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1779,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1780,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1781,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1782,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1784,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1785,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1786,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1787,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1788,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1789,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1790,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1791,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1792,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1793,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1794,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1795,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1796,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1797,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1798,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1799,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1800,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1801,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1802,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1805,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1806,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1807,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1808,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1809,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1810,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1811,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1812,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1813,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1814,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1815,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1816,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1817,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1818,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1819,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1820,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1821,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1822,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1823,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1824,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1825,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1826,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1827,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1828,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1829,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1830,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1831,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1832,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1833,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1834,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1837,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1838,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1839,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1840,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1841,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1842,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1843,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1844,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1845,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1846,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1847,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1848,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1849,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1850,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1851,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1852,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1853,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1855,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1856,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1857,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1858,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1860,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1861,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1862,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1863,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1864,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1865,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1866,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1867,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1868,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1869,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1870,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1871,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1872,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1873,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1874,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1875,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1876,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1877,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1879,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1880,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1881,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1882,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1883,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1884,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1885,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1886,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1887,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1888,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1889,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1890,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1891,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1892,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1893,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1894,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1895,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1896,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1897,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1898,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1899,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1900,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1901,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1902,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1903,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1905,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1906,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1907,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1908,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1909,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1910,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1911,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1913,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1914,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1915,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1916,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1917,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1918,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1919,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1920,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1921,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1922,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1923,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1924,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1925,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1926,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1927,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1928,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1929,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1930,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1931,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1932,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1933,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1934,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1935,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1936,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1937,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1938,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1939,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1940,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1941,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1942,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1943,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1944,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1945,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1946,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1947,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1948,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1949,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1950,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1951,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1952,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1953,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1954,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1955,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1956,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1957,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1958,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1959,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1960,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1961,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1962,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1963,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1965,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1966,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1967,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1968,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1969,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1970,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1971,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1972,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1973,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1974,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1975,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1976,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1977,Water,Water,Water,NULL,Water,NULL,NULL,Water
1978,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1979,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1980,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1981,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1982,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1983,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1984,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1985,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1986,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1987,Water,Water,Water,Water,Water,NULL,NULL,Water
1988,Water,Water,Water,Water,Water,NULL,NULL,Forest
1989,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1990,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1991,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1992,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1993,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1994,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1995,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1996,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1997,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1998,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1999,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2000,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2001,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2002,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2003,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2004,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2005,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2006,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2007,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2008,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2009,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2010,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2011,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2013,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2014,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2015,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2016,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2017,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2018,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2019,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2020,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2021,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2022,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2023,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2024,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2025,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2026,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2027,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2028,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2029,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2030,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2031,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2032,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2033,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2034,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2035,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2036,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2037,Water,Forest,Water,Water,Water,NULL,NULL,Water
2038,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2039,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2040,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2041,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2042,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2043,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2044,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2046,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2047,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2048,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2049,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2050,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2052,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2053,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2054,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2055,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2056,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2057,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2058,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2059,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2060,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2061,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2062,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2063,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2064,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2065,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2066,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2067,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2068,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2069,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2070,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2071,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2072,Permanent_ice_and_snow,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2073,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Forest
2074,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2075,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2076,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2077,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2078,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2079,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2080,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2081,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2082,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2083,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2084,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2085,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2086,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2087,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2088,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2089,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2090,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2091,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2092,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2093,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2094,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2095,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2096,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2097,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Grassland
2098,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Bareland
2099,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2100,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2101,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
