Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYA_M_R
6111,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6112,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6113,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6114,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6115,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6116,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6117,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6118,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6119,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6120,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6121,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6122,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6123,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6124,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6125,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6126,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6127,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6128,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6129,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6130,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6131,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6132,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6133,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6134,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6135,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6136,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6137,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6138,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6139,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6140,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6141,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6142,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6143,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6144,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6145,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6146,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6147,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6148,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6149,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6150,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6151,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6152,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6153,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6154,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6155,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6156,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6157,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6158,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6159,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6160,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6161,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6162,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6163,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6164,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6165,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6166,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6167,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6168,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6169,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6170,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6171,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6172,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6173,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6174,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6175,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6176,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6177,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6178,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6179,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6180,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6181,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6182,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6183,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6184,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6185,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6186,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6187,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6188,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6189,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6190,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6191,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6192,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6193,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6194,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6195,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6196,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6197,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6198,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6199,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6200,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6201,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6202,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6203,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6204,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6205,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6206,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6207,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6208,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6209,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6210,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6211,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6212,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6213,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6214,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6215,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6216,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6217,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6218,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6219,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
6220,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6221,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6222,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6223,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6224,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6225,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6226,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6227,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6228,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6229,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6230,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6231,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6232,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6233,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6234,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6235,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6236,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6237,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
6238,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6239,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6240,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6241,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6242,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6243,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6244,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6245,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6246,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6247,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6248,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6249,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6250,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6251,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6252,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6253,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6254,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6255,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
6256,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6257,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6258,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6259,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6260,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6261,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6262,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6263,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6264,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6265,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6266,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6267,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6268,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
6269,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6270,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
6271,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6272,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6273,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6274,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6275,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6276,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6277,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6278,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6279,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6280,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6281,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6282,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6283,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6284,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6285,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6286,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6287,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6288,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6289,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6290,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6291,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
6292,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6293,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6294,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6295,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6296,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6297,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6298,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6299,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6300,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6301,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6302,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6303,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6304,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6305,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6306,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6307,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6308,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6309,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6310,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6311,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6312,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6313,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6314,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6315,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6316,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6317,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6318,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6319,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6320,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6321,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6322,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6323,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6324,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6325,Cropland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
6326,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6327,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6328,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6329,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6330,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6331,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6332,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6333,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6334,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6335,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6336,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6337,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6338,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6339,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6340,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6341,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6342,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6343,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6344,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6345,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6346,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6347,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6348,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6349,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6350,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6351,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6352,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6353,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6354,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6355,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6356,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6357,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6358,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6359,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6360,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6361,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6362,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6363,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6364,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6365,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6366,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6367,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6368,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6369,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6370,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6371,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
6372,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6373,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6374,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6375,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6376,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6377,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6378,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6379,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6380,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6381,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6382,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6383,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6384,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6385,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6386,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6387,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6388,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6389,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6390,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6391,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6392,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6393,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6394,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6395,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6396,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6397,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6398,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6399,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6400,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6401,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6402,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6403,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6404,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6405,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6406,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6407,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6408,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6409,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6410,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6411,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6412,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6413,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6414,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6415,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
