Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUR_M_R
2649,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2650,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2651,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2652,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2653,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2654,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2655,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2656,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2657,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2658,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2659,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2660,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2661,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2662,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2663,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2664,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2665,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2666,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
2667,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2668,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2669,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2670,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2671,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2672,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2673,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2674,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2675,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2676,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
2677,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2678,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2679,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2680,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2681,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2682,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2683,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2684,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2685,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2686,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2687,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2688,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2689,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2690,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2691,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2692,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2693,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2694,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2695,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2696,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2697,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2698,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2699,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2700,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2701,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2702,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2703,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2704,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2705,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2706,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2707,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2708,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2709,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2710,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2711,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2712,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2713,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2714,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2715,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2716,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2717,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2718,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2719,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2720,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2721,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
2722,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2723,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2724,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2725,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2726,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
2727,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2728,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2729,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2730,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2731,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2732,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2733,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2734,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2736,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2737,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2738,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2739,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2740,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2741,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2742,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2743,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2744,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2745,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2746,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2747,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2748,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2749,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
2750,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2751,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2752,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2753,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
2754,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2755,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2756,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2757,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2758,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2759,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2760,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2761,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2762,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2763,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
2764,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2765,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
2766,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2767,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2768,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2769,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2770,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2771,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2772,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2773,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2774,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2775,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2776,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2777,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
2778,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2779,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2780,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2781,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
2782,Cropland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
2783,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2784,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2785,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2786,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
2787,Cropland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2788,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2789,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2790,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2791,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2792,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2793,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2794,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2795,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
2796,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
2797,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2798,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2799,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
2800,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2801,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2802,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2803,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
2804,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2805,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2806,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2807,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2808,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
2809,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
2810,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2811,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2812,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2813,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2814,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2815,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2816,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
2817,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
2818,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2819,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2820,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
2821,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2822,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2823,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2824,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2825,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2826,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2827,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2828,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2829,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2830,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2831,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2832,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2833,Cropland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
2834,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2835,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
2836,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
2837,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
2838,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2839,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2840,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
2841,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2842,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2843,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2844,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2845,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
2846,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2847,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2848,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2849,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2850,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
2851,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2852,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2853,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2854,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2855,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2856,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2857,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2858,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2859,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2860,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2861,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2862,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
2863,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2864,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2865,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
2866,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2867,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2868,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2869,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
2870,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2871,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2872,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
2873,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
2874,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
2875,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Forest
2876,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2877,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2878,Cropland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2879,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2880,Cropland,NULL,Water,NULL,Water,Built-up,Grassland,Built-up
2881,Cropland,NULL,Water,NULL,Water,Water,Grassland,Grassland
2882,Cropland,NULL,Water,NULL,Water,Water,Grassland,Wetland
2883,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2884,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2885,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2886,Cropland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2887,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
2888,Cropland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
2889,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
2890,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
2891,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
2892,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
2893,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
2894,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2895,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2896,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2897,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2898,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2899,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2900,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2901,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2902,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2903,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2904,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2905,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2906,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2907,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2908,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2909,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2910,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2911,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2912,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2913,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2914,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2915,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2916,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2917,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2918,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2919,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2920,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2921,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2922,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2923,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2924,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2925,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2926,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2927,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2928,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2929,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2930,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2931,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2932,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2933,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2934,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2935,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2936,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2937,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2938,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2939,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2940,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
2941,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2942,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2943,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2944,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2945,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2946,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2947,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2948,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2949,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2950,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2951,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2952,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2953,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2954,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2955,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2956,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2957,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2958,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2959,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2960,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2961,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2962,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2963,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2964,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2965,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2966,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2967,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2968,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2969,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2970,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2971,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2972,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2973,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2974,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2975,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2976,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
