Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEF_M_R
2431,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2432,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2433,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2434,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2435,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
2436,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
2437,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2438,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2439,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
2440,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
2441,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2442,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2443,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2444,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2445,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2446,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2447,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
2448,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2449,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2450,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2451,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2452,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2453,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2454,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2455,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2456,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2457,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2458,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2459,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2460,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2461,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2462,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2463,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2464,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2465,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2466,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2467,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2468,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2469,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2470,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2471,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2472,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2473,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
2474,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2475,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2476,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
2477,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2478,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2479,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2480,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2481,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2482,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
2483,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2484,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2485,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2486,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
2487,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2488,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2489,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2490,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2491,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2492,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2493,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2494,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2495,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2496,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2497,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2498,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2499,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2500,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2501,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2502,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2503,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
2504,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2505,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2506,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2507,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2508,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2509,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2510,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
2511,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2512,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2513,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2514,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2515,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2516,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2517,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2518,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2519,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2520,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2521,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2522,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2523,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2524,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2525,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2526,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2527,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2528,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2529,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2530,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
2531,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2532,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
2533,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2534,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2535,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
2536,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Wetland
2537,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2538,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2539,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2540,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2541,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2542,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2543,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2544,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
2545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2549,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2550,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2552,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2553,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2554,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2555,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2556,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2557,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2558,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2559,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2560,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
2561,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
2562,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2563,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
2564,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
2565,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
2566,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Water,Wetland
2567,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2568,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
2569,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2570,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
2571,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2572,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2573,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2574,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2575,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2576,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
2577,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2578,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2579,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2580,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2581,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2582,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2583,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2584,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2585,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2586,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2587,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2588,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2589,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2590,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2591,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2592,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2593,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2594,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2595,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2596,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2597,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2598,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
2599,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
2600,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2601,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2602,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2603,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2604,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2605,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
2606,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
2607,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2608,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
2609,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2610,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Water
2611,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2612,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
2613,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Cropland
2614,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
2615,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
2616,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
2617,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
2618,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2619,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2620,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2621,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
2622,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2623,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2624,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2625,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
2626,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2627,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2628,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2629,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2630,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2631,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2632,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2633,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2636,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
2637,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2638,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
2639,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2640,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2641,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2642,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2643,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
2644,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2645,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2646,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2647,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2648,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
2649,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2650,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
2651,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
2652,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2653,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
2654,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2655,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2656,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
2657,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2658,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2659,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2660,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2661,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2662,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2663,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2664,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2665,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2666,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2667,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2668,Grassland,NULL,Wetland,Non_Water,NULL,Grassland,Water,Grassland
2669,Grassland,NULL,Wetland,Non_Water,NULL,Wetland,Wetland,Grassland
2670,Grassland,NULL,Wetland,Non_Water,NULL,Wetland,Wetland,Water
2671,Grassland,NULL,Wetland,Non_Water,NULL,Wetland,Wetland,Forest
2672,Grassland,NULL,Wetland,Non_Water,NULL,Wetland,Water,Grassland
2673,Grassland,NULL,Wetland,Non_Water,NULL,Wetland,Water,Wetland
2674,Grassland,NULL,Wetland,Non_Water,NULL,Wetland,Water,Water
2675,Grassland,NULL,Wetland,Non_Water,NULL,Water,Water,Grassland
2676,Grassland,NULL,Wetland,Non_Water,NULL,Water,Water,Water
2677,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2678,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2679,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2680,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2681,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2682,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2683,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
2684,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2685,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2686,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2687,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2688,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2689,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2690,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
2691,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2692,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2693,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2694,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2695,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2696,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
2697,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2698,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2699,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2700,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2701,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
2702,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
2703,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
2704,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
2705,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
2706,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
2707,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
2708,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
2709,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
2710,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Forest
2711,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
2712,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
2713,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
2714,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
2715,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2716,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2717,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
2718,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2719,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2720,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2721,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2722,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2723,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2724,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
2725,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2726,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2727,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2728,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2729,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
2730,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2731,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2732,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2733,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2734,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2735,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2736,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2737,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2738,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2739,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2740,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2741,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
2742,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
2743,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2744,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2745,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2746,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2747,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2748,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2749,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2750,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
