Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKB_M_R
1506,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1507,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1508,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1509,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1510,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1511,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1512,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1513,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1514,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1515,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1516,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1517,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1518,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1519,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1520,NULL,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1521,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1522,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1523,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1524,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1525,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1526,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1527,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1528,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1529,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1530,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1531,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1532,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1533,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1534,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1535,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1536,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1537,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1538,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1539,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1540,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1541,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1542,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1543,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1544,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1545,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
1546,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1547,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1548,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1549,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1550,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1551,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1552,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1553,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1554,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1555,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1556,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1557,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1558,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1559,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1560,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1561,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1562,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1563,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1564,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1565,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1566,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1567,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1569,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1570,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1571,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1572,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1573,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1574,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1575,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1576,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1577,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1578,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1579,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1580,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1582,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1583,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1584,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1585,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1586,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1587,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1588,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1589,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1590,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1591,NULL,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1592,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1593,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1594,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1595,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1596,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
1597,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1598,NULL,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1599,NULL,Forest,Water,Water,Water,Wetland,Water,Water
1600,NULL,Forest,Water,Water,Water,Bareland,Water,Water
1601,NULL,Forest,Water,Water,Water,Water,Wetland,Grassland
1602,NULL,Forest,Water,Water,Water,Water,Water,Water
1603,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1604,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1605,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1606,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1607,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1608,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1609,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1610,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1611,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1612,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1613,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1614,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1615,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1616,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1617,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1618,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1619,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1620,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1621,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1622,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1623,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1624,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1625,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1626,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1627,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1628,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1629,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1630,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1631,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1632,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1633,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1634,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1635,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1636,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1637,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1638,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1639,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1640,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1641,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1642,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1643,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1644,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1645,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1646,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1647,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1648,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1649,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1650,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1651,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1652,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1653,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1654,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1655,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1656,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1657,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1658,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1659,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1660,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1661,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1662,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1663,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1664,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1665,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1666,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1667,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1668,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1669,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1670,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1671,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1672,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1673,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1674,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1675,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1676,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1677,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1678,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1679,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1680,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1681,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1682,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1683,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1684,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1685,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1686,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1687,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1688,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1689,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1690,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1691,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1692,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1693,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1694,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1695,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1696,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1697,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1698,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1699,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1700,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1701,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1731,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1732,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1733,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1734,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1735,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1736,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1737,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1738,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1739,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1740,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1741,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1742,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1743,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1744,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1745,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1746,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1747,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1748,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1749,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1750,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1751,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1752,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1753,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1754,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1755,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1756,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1757,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1758,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1759,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1760,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1761,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1762,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1763,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1764,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1765,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1766,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1767,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1768,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1769,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1770,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1771,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1772,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1773,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1774,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1775,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1776,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1777,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1778,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1779,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1780,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1781,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1782,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1783,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1784,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1785,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1786,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1787,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1788,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1789,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1790,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1791,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1792,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1793,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1794,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1795,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1796,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1797,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1798,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
1799,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1800,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1801,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1802,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1803,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1804,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1805,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1806,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1807,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1808,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1809,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1810,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1811,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1812,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1813,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1814,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1815,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1816,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1817,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1818,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1819,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1820,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1821,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1822,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1823,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1824,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1825,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1826,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1827,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1828,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1829,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1830,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1831,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1832,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
