Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
1125,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1126,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1127,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1128,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1129,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1130,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1131,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1132,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1133,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1134,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1135,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1136,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1137,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1138,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1139,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1140,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1141,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1142,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1143,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1144,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1145,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1146,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1147,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1148,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1149,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1150,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1151,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1152,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1153,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1154,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1155,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
1156,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1157,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1158,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1159,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1160,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1161,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1162,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1163,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1164,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1165,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1166,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1167,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1168,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1169,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1170,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1171,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1172,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1173,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1174,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
1175,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1176,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1177,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1178,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1179,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1180,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1181,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1182,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1183,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1184,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1185,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1186,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1187,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1188,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1189,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1190,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1191,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1192,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1193,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1194,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1195,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1196,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1197,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1198,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1199,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1200,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1201,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1202,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1203,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1204,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1205,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1206,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1207,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1208,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1209,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1210,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1211,Water,Water,Water,NULL,Water,NULL,Water,Forest
1212,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1213,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1214,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1215,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1216,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1217,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1218,Water,Water,Water,NULL,Water,Wetland,Water,Water
1219,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1220,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1221,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1222,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1223,Water,Water,Water,NULL,Water,Water,Wetland,Water
1224,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1225,Water,Water,Water,NULL,Water,Water,Water,Grassland
1226,Water,Water,Water,NULL,Water,Water,Water,Wetland
1227,Water,Water,Water,NULL,Water,Water,Water,Water
1228,Water,Water,Water,NULL,Water,Water,Water,Forest
1229,Water,Water,Water,NULL,Water,Water,Forest,Water
1230,Water,Water,Water,NULL,Water,Water,Forest,Forest
1231,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1232,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1233,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1234,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
1235,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1236,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1237,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1238,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1239,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1240,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1241,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1242,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1243,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1244,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1245,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1246,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1247,Water,Water,Water,Non_Water,Water,Water,Water,Water
1248,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1249,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1250,Water,Water,Water,Water,Water,NULL,Water,Water
1251,Water,Water,Water,Water,Water,NULL,Water,Forest
1252,Water,Water,Water,Water,Water,Grassland,Water,Forest
1253,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
1254,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
1255,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1256,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1257,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1258,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1259,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1260,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1261,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1262,Water,Water,Water,Water,Water,Wetland,Water,Water
1263,Water,Water,Water,Water,Water,Wetland,Water,Forest
1264,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
1265,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1266,Water,Water,Water,Water,Water,Water,NULL,Grassland
1267,Water,Water,Water,Water,Water,Water,NULL,Water
1268,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1269,Water,Water,Water,Water,Water,Water,Grassland,Wetland
1270,Water,Water,Water,Water,Water,Water,Grassland,Water
1271,Water,Water,Water,Water,Water,Water,Grassland,Forest
1272,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1273,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1274,Water,Water,Water,Water,Water,Water,Wetland,Water
1275,Water,Water,Water,Water,Water,Water,Wetland,Forest
1276,Water,Water,Water,Water,Water,Water,Water,Grassland
1277,Water,Water,Water,Water,Water,Water,Water,Wetland
1278,Water,Water,Water,Water,Water,Water,Water,Water
1279,Water,Water,Water,Water,Water,Water,Water,Forest
1280,Water,Water,Water,Water,Water,Water,Forest,Grassland
1281,Water,Water,Water,Water,Water,Water,Forest,Water
1282,Water,Water,Water,Water,Water,Water,Forest,Forest
1283,Water,Water,Water,Water,Water,Forest,Water,Forest
1284,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1285,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1286,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1287,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1288,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1289,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1290,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1291,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1292,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1293,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1294,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1295,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1296,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1297,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1298,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1299,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1300,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1301,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1302,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1303,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1304,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1305,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1306,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1307,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1308,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1309,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1310,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1311,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1312,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1313,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1314,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1315,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1316,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1317,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1318,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1319,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1320,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1321,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1322,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1323,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1324,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1325,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1326,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1327,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1328,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1329,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1330,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1331,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1332,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1333,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1334,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1335,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1336,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1337,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1338,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1339,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1340,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1341,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1342,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1343,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1344,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1345,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1346,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1347,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1348,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1349,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1350,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
1351,Water,Forest,Water,NULL,Water,Water,Water,Forest
1352,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1353,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
1354,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
1355,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1356,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
1357,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1358,Water,Forest,Water,Water,Water,Wetland,Water,Forest
1359,Water,Forest,Water,Water,Water,Water,NULL,Grassland
1360,Water,Forest,Water,Water,Water,Water,Grassland,Grassland
1361,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
1362,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
1363,Water,Forest,Water,Water,Water,Water,Water,Grassland
1364,Water,Forest,Water,Water,Water,Water,Water,Wetland
1365,Water,Forest,Water,Water,Water,Water,Water,Water
1366,Water,Forest,Water,Water,Water,Water,Water,Forest
1367,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1368,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1369,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
1370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1373,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1374,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1375,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1376,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1377,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1378,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1379,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1380,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1381,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1382,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1383,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1384,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1385,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1386,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1387,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1388,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1389,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1390,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1391,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1392,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1393,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1394,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1395,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1396,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1397,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1398,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1399,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1400,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1401,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1402,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1403,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1404,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1405,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1406,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1407,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1408,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1409,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1410,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1411,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1412,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1413,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1414,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1415,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1416,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1417,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1418,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
1419,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1420,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1421,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1422,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1423,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1424,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1425,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1426,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1427,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1428,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
1429,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1430,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
1431,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1433,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1434,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1435,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1436,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1437,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1438,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1439,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1440,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1441,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1442,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1443,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1444,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1445,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1446,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1447,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1448,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1449,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1450,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1451,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1452,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1453,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1454,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1455,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1456,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1457,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1458,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1459,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1460,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1461,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1462,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
