Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGQ_M_R
1031,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1032,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1033,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1034,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1035,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1036,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1037,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1038,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1039,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1040,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1041,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1042,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1043,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1044,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1045,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1046,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1047,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1048,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1049,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1050,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1051,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
1052,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1053,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1054,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1055,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1056,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1057,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
1058,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1059,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1060,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1061,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1062,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1063,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1064,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1065,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1066,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1067,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1068,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1069,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1070,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1071,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1072,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1073,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1074,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1075,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1076,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1077,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1078,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1079,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1080,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1081,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1082,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1083,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1084,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1085,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1086,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1087,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1088,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1089,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1090,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1091,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1092,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1093,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1094,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1095,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1096,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1097,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1098,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1099,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1100,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1101,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1102,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1103,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1104,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1105,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1106,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1107,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1108,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1109,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1110,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1111,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1112,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1113,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1114,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1115,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1116,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1117,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1118,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1119,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1120,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1121,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1122,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1123,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1124,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1125,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1126,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1127,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1128,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1129,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1130,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1131,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
1132,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
1133,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1134,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1135,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1136,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1137,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1138,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1139,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1140,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1141,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1142,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1143,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1144,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1145,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1146,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1147,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1148,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1149,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1150,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1151,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1152,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1153,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1154,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1155,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1156,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1157,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1158,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1159,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1160,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1161,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1162,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1163,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1164,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1165,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1166,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1167,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1168,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1169,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1170,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1171,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1172,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1173,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1174,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1175,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1176,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1177,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1178,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1179,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1180,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1181,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1182,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1183,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1184,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1185,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1186,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1187,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
1188,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1189,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1190,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1191,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1192,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1193,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Water
1194,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1195,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1196,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
1197,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1198,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1199,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1200,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1201,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
1202,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
1203,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1204,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1205,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
1206,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1207,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1208,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1209,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1210,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1211,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1212,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1213,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1214,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1215,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1216,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1217,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
1218,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1219,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1220,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1221,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1222,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1223,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1224,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1225,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1226,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1227,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Water
1228,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
1229,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
1230,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1231,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1232,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1233,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1234,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1235,Grassland,NULL,Water,Water,Water,Water,Water,Water
1236,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1237,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1238,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1240,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1241,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1242,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1243,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1244,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1245,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1246,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1247,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1248,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1249,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1250,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1251,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1252,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1253,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1254,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1255,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1256,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1257,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1258,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1259,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1260,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1261,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1262,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1263,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1264,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1265,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1266,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1267,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1268,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1269,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1270,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1271,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1272,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1273,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1274,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1275,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1276,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1277,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1278,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1279,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1280,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1281,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1282,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1283,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1284,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1285,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1286,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1287,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1288,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1289,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1291,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1292,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1293,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1294,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1295,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1303,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1305,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1306,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1307,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1308,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1309,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1310,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1311,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1312,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1313,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1314,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1315,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
1317,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1318,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1319,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1320,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1321,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1322,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1323,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
1324,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1325,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1326,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1327,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1328,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1329,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Wetland
1330,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1331,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1332,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1333,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1334,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1335,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1336,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1337,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1338,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1339,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1341,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
