Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
9639,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9640,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9641,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9642,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9643,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9644,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9645,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9646,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9647,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9648,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9649,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9650,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
9651,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Water
9652,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Wetland
9653,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
9654,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9655,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9656,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9657,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9658,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9659,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9660,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9661,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9662,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9663,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9664,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9665,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9666,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9667,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9668,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9669,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9670,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
9671,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9672,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9673,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9674,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9675,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9676,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9677,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9678,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9679,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9680,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9681,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9682,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9683,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9684,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9685,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9686,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9687,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9688,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9689,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9690,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9691,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9692,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
9693,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9694,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9695,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9696,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9697,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9698,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
9699,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9700,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
9701,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9702,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
9703,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9704,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9705,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9706,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9707,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9708,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9709,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9710,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9711,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
9712,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9713,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9714,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9715,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9716,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9717,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9718,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9719,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9720,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
9721,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9722,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9723,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9724,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9725,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9726,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9727,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9728,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9729,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9730,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9731,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9732,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9733,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9734,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9735,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9736,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
9737,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9738,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9739,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9740,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
9741,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9742,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9743,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9744,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9745,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9746,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9747,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
9748,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
9749,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9750,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9751,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9752,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9753,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9754,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
9755,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9756,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
9757,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9758,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
9759,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9760,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9761,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9762,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
9763,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9764,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
9765,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
9766,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
9767,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9768,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9769,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9770,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
9771,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
9772,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
9773,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9774,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
9775,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9776,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9777,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
9778,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9779,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
9780,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9781,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
9782,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9783,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
9784,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
9785,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9786,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
9787,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9788,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9789,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9790,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9791,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9792,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
9793,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9794,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
9795,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9796,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
9797,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9798,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9799,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
9800,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9801,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9802,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9803,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
9804,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9805,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
9806,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9807,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
9808,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
9809,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
9810,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9811,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
9812,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
9813,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
9814,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9815,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9816,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
9817,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9818,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
9819,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9820,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
9821,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9822,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9823,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9824,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9825,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
9826,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9827,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9828,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
9829,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9830,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9831,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9832,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9833,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9834,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9835,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
9836,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
9837,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
9838,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9839,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
9840,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9841,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9842,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
9843,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9844,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9845,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
9846,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9847,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
9848,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9849,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
9850,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9851,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9852,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
9853,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
9854,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
9855,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9856,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
9857,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9858,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9859,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9860,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9861,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
9862,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
9863,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9864,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9865,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
9866,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9867,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
9868,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
9869,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
9870,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
9871,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
9872,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
9873,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Cropland
9874,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
9875,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
9876,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
9877,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
9878,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
9879,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9880,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
9881,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
9882,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
9883,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
9884,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Cropland
9885,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
9886,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
9887,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
9888,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
9889,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9890,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9891,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
9892,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
9893,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
9894,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
9895,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
9896,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9897,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9898,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,NULL
9899,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
9900,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
9901,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
9902,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
9903,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
9904,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
9905,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9906,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
9907,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
9908,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
9909,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Cropland
9910,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
9911,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
9912,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9913,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
9914,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9915,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9916,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9917,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9918,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9919,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9920,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,NULL
9921,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
9922,Wetland,NULL,Bareland,Water,Non_Wetland,Forest,Shrubland,Wetland
9923,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9924,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9925,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
9926,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9927,Wetland,NULL,Water,NULL,Water,Water,NULL,Wetland
9928,Wetland,NULL,Water,NULL,Water,Forest,Shrubland,Forest
9929,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
9930,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
9931,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
9932,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Forest
9933,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
9934,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
9935,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
9936,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
9937,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Forest
9938,Wetland,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
9939,Wetland,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
9940,Wetland,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
9941,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
9942,Wetland,NULL,Water,Water,Water,NULL,Water,Water
9943,Wetland,NULL,Water,Water,Water,NULL,Water,Forest
9944,Wetland,NULL,Water,Water,Water,Shrubland,NULL,Grassland
9945,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Wetland
9946,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9947,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9948,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9949,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9950,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9951,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9952,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
9953,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9954,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9955,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9956,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9957,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9958,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9959,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9960,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
9961,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9962,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9963,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9964,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
9965,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9966,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9967,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9968,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
