Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
1913,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1914,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1915,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1916,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1917,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1918,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1919,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1920,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1921,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1922,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1923,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1924,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1925,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1926,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1927,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1928,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1929,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1930,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1931,Water,NULL,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
1932,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1933,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1934,Water,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1935,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1936,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1937,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1938,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1939,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1940,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1941,Water,NULL,Water,Water,Water,NULL,NULL,Water
1942,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1943,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1944,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1945,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1946,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1947,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1948,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1949,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1950,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1951,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1952,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1953,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1954,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1955,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1956,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1957,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1958,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1959,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1960,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1961,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1962,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1963,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1965,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1966,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1967,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1968,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1969,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1970,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1971,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1972,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1973,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1974,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1975,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1976,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1977,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1978,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1979,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1980,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1981,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1982,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1983,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1984,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1985,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1986,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1987,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1988,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1989,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1990,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1991,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1992,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1993,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1994,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1995,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1996,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1997,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1998,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1999,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2000,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2001,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2002,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2003,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2004,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2005,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2006,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2007,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2008,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2010,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2011,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2012,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2013,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2014,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2015,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2016,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2017,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2018,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2019,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2020,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2021,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2022,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2023,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2024,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2025,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2026,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2027,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2028,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2029,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2030,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2031,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2032,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2033,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2034,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2035,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2036,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2037,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2038,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2039,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2040,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2041,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2042,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2043,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2044,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2045,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2046,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2047,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2048,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2049,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
2050,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2051,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2052,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2053,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2054,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2055,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2056,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2057,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2058,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2059,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2060,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2061,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2062,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2063,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2064,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2065,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2066,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2067,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2068,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2069,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2070,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2071,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2072,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2073,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2074,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2075,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2076,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2077,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
2078,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
2079,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2080,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2081,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2082,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2083,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2084,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2085,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2086,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2087,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2088,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2089,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2090,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2091,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2092,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2093,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2094,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2095,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2096,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2097,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2098,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2099,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2100,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2101,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2102,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2103,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2104,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2105,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2106,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2107,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2108,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2109,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2110,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2111,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2112,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2113,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2114,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2115,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2116,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2117,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2118,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2119,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2120,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2121,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2122,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2123,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2124,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2125,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2126,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2127,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2128,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Permanent_ice_and_snow
2129,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2130,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2131,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2132,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Permanent_ice_and_snow
2133,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2134,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2135,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2136,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2137,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2138,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2139,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2140,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2141,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2142,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2143,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2144,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2145,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2146,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2147,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2148,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2149,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2150,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2151,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2152,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2153,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2154,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2155,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2156,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2157,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2158,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2159,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2160,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2161,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2162,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2163,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2164,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2165,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2166,Water,Bareland,Water,NULL,Water,NULL,NULL,Lichens_and_Mosses
2167,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2168,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2169,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2170,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2171,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2172,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
2173,Water,Bareland,Water,Water,Water,NULL,NULL,Lichens_and_Mosses
2174,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2175,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2176,Water,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2177,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2178,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2179,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2180,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2181,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2182,Water,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2183,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Grassland
2184,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2185,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Bareland
2186,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
2187,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2188,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2189,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
2190,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2191,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2192,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2193,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2194,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2195,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2196,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2197,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2198,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2199,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2200,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
2201,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2202,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2203,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2204,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2205,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2206,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2207,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2208,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2209,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2210,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2211,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2212,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2213,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2214,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2215,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2216,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2217,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2218,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2219,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2220,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2221,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2222,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2223,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2224,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2225,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2226,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2227,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2228,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2229,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
2230,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
2231,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2232,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2233,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2234,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2235,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2236,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2237,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2238,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2239,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2240,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2241,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2242,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2243,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2244,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2245,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2246,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2247,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2248,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
