Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBR_M_R
1768,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1769,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1770,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1771,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1772,Forest,Forest,Forest,Water,Non_Wetland,Water,Grassland,Forest
1773,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1774,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1775,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1776,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1777,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1778,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
