Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQS_M_R
1611,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1612,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1613,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1614,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1615,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1616,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1617,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1618,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1619,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1620,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1621,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1622,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1623,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
1624,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1625,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
1626,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1627,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1628,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1629,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1630,Water,Wetland,Water,Water,Water,Water,Water,Water
1631,Water,Wetland,Water,Water,Water,Water,Water,Forest
1632,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1633,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1634,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1635,Water,Bareland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1636,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
1637,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
1638,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1639,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1640,Water,Bareland,Water,Water,Water,Water,Water,Water
1641,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1642,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1643,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1644,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1645,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1646,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1647,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1648,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1649,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1650,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1651,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1652,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1653,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1654,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1655,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1656,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1657,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1658,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1659,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1660,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1661,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1662,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1663,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1664,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1665,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1666,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1667,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1668,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1669,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1670,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1671,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1672,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1673,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1674,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
1675,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1676,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1677,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1678,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1679,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1680,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1681,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1682,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1683,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1684,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1685,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1686,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1687,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1688,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1689,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1690,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1691,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1692,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1693,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
1694,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
1695,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1696,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1697,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1698,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1699,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1700,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1701,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1702,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1703,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
1704,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1705,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1706,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1707,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1708,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1709,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1710,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1711,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1712,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1713,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1714,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1715,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1716,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1717,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1718,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1719,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1720,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1721,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1722,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1723,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1724,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1725,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1726,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1727,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1728,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1729,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1730,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1731,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1732,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1733,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1734,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1735,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1736,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1737,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1738,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1739,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
1740,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1741,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1742,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
1743,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1744,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1745,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1746,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1747,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1748,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1749,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1750,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1751,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1752,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
1753,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1754,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1755,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1756,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1757,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1758,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1759,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1760,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1761,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1762,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1763,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1764,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1765,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1766,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1767,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1768,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1769,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1770,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1771,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1772,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1773,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1774,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1775,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1776,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1777,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1778,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1779,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1780,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
1781,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1782,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1783,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1784,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1785,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1786,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1787,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1788,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1789,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1790,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1791,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1792,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1793,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1794,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1795,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1796,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1797,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1798,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
1799,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1800,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1801,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1802,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1803,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1804,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1805,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
1806,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1807,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1808,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1809,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1810,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1811,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1812,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1813,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
1814,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
1815,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1816,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1817,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1818,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1819,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1820,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1821,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1822,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1823,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1824,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1825,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
1826,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1827,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
1828,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1829,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Bareland
1830,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1831,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1832,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Bareland
1833,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1834,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1835,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
1836,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1837,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1838,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1839,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
1840,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1841,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1842,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1843,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1844,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1845,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1846,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1847,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1848,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1849,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1850,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1851,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1852,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1853,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1854,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1855,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1856,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1857,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1858,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1859,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1860,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1861,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1862,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1863,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1864,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1865,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1866,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1867,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1868,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1869,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1870,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1871,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1872,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1873,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1874,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1875,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1876,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1877,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1878,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1879,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1880,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1881,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1882,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1883,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1884,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1885,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1886,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1887,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1888,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1889,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1890,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1891,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1892,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1893,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1894,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1895,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1896,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1897,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1898,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1899,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1900,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1901,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1902,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1903,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1904,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1905,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1906,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1907,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1908,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1909,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1910,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1911,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1912,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1913,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1914,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1915,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1916,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1917,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1918,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1919,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1920,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1921,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1922,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1923,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1924,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1925,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1926,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1927,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
1928,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1929,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1930,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1931,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
1932,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1933,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1934,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1935,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1936,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1937,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1938,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1939,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1940,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1941,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1942,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1943,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1944,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1945,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1946,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1947,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1948,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
