Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
1791,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1792,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1793,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1794,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1795,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1796,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1797,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1798,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1799,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1800,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1801,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1802,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1803,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1804,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1805,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1806,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1807,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1808,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1809,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1810,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
1811,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1812,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1813,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1814,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1815,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1816,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1817,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1818,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1819,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1820,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1821,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1822,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
1823,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1824,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1825,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1826,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1827,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1828,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1829,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1830,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1831,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1832,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
1833,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1834,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1835,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1836,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1837,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1838,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1839,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1840,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1841,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1842,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1843,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1844,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1845,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1846,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1847,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1848,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1849,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1850,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1851,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1852,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1853,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1854,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1855,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1856,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1857,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1858,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1859,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1860,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1861,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1862,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1863,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1864,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1865,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1866,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1867,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1868,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1869,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1870,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
1871,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1872,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1873,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1874,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1875,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1876,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1877,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1878,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1879,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1880,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1881,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1882,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1883,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1884,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1885,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1886,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1887,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1888,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1889,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1890,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1891,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1892,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1893,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1894,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1895,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1896,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1897,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1898,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1899,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1900,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1901,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1902,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1903,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1904,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1905,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1906,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
1907,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1908,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1909,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
1910,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
1911,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1912,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1913,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1914,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1915,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1916,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1917,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1918,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1919,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1920,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1921,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1922,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1923,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1924,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1925,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1926,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1927,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1928,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1929,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1930,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1931,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1932,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1933,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1934,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1935,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1936,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1937,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1938,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1939,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1940,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1941,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1942,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1943,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1944,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1945,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1946,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1947,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1948,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1949,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1950,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1951,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1952,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1953,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1954,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1955,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1956,Forest,Water,Water,NULL,Water,NULL,Water,Water
1957,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1958,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1959,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1960,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
1961,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1962,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1963,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1964,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1965,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1966,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1967,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1968,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1969,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1970,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1971,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1972,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1973,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1974,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1975,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1976,Forest,Water,Water,NULL,Water,Water,Water,Water
1977,Forest,Water,Water,NULL,Water,Water,Water,Forest
1978,Forest,Water,Water,NULL,Water,Water,Forest,Water
1979,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1980,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1981,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1982,Forest,Water,Water,NULL,Water,Forest,Water,Water
1983,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1984,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1985,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1986,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1987,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1988,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1989,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1990,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1991,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1992,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
1993,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
1994,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1995,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1996,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1997,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1998,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1999,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2000,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2001,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2002,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2003,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2004,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2005,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2006,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2007,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2008,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2009,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
2010,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2011,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2012,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2013,Forest,Water,Water,Water,Water,NULL,Water,Water
2014,Forest,Water,Water,Water,Water,NULL,Water,Forest
2015,Forest,Water,Water,Water,Water,NULL,Forest,Water
2016,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2017,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
2018,Forest,Water,Water,Water,Water,Shrubland,Water,Water
2019,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2020,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2021,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2022,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2023,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2024,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2025,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2026,Forest,Water,Water,Water,Water,Wetland,Water,Water
2027,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2028,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2029,Forest,Water,Water,Water,Water,Water,Wetland,Water
2030,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2031,Forest,Water,Water,Water,Water,Water,Water,Grassland
2032,Forest,Water,Water,Water,Water,Water,Water,Water
2033,Forest,Water,Water,Water,Water,Water,Water,Forest
2034,Forest,Water,Water,Water,Water,Water,Forest,Water
2035,Forest,Water,Water,Water,Water,Water,Forest,Forest
2036,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2037,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2038,Forest,Water,Water,Water,Water,Forest,Water,Water
2039,Forest,Water,Water,Water,Water,Forest,Water,Forest
2040,Forest,Water,Water,Water,Water,Forest,Forest,Water
2041,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2042,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2043,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2044,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2045,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2046,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2047,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2048,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2049,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2050,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2051,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2052,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2053,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2054,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2055,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2056,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2057,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2058,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2059,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2060,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2061,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2062,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2063,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2064,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2065,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2066,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2067,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2068,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2069,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2070,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2071,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2072,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2073,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2074,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2075,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2076,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2077,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2078,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2079,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2080,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2081,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2082,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2083,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2084,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2085,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2086,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2087,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2088,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2089,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2090,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2091,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2092,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2093,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2094,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2095,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2096,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2097,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2098,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2099,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2100,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2101,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2102,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2103,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2104,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2105,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2106,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2107,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2108,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2109,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2110,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2111,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2112,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2113,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2114,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2115,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2116,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2117,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2118,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2119,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2120,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2121,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2122,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2123,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2124,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2125,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2126,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2127,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2128,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2129,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2130,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2131,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2132,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2133,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2134,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2135,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2139,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2141,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2142,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2143,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2145,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2146,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2147,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2148,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2149,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2150,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2151,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2152,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2153,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2154,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2155,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2156,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2157,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2158,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2159,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2160,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2161,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2162,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2163,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
