Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWR_M_R
1105,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1106,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1108,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1109,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1110,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1112,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1113,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1114,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1115,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1117,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1118,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1119,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1122,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1124,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1125,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1126,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1127,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1128,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1129,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1130,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1131,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1132,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1133,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1134,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1135,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1136,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1137,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1138,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1139,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1140,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1141,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1142,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1143,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1144,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1145,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1146,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1147,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1149,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1150,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1153,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1154,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1155,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1156,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1157,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1158,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1160,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1161,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1163,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1164,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1165,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1166,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1167,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1170,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1172,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1173,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1174,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1176,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1177,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1178,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1181,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1182,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1183,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1184,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1185,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1187,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1188,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1190,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1191,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1193,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1194,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1197,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1198,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1199,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1200,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1201,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1203,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1204,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1206,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1207,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1209,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1210,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1211,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1212,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1213,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1216,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1217,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1218,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1219,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1220,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1222,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1223,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1224,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1225,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1226,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1227,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1228,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1229,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1230,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1231,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1232,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1233,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1234,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1235,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1236,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1237,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1238,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1239,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1240,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1241,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1242,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1243,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1244,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1246,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1249,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1250,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1252,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1253,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1255,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1256,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1257,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1259,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1260,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1261,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1263,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1264,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1265,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1266,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1267,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1268,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1269,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1270,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1271,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1272,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1273,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1274,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1275,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1276,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1277,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1278,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1279,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1280,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1281,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1282,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1283,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1284,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1285,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1286,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1287,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1288,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1289,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1290,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1291,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1292,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1293,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1294,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1295,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1296,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1297,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1298,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1300,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1301,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1303,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1304,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1305,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1306,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1307,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1308,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1309,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1310,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1311,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1312,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1313,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1314,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1315,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1316,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1317,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1319,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1320,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1321,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1322,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1324,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1325,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1326,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1328,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1330,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1333,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1334,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1336,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1337,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1338,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1339,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1340,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1341,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1342,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1343,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1344,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1345,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1346,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1347,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1348,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1349,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1350,Cropland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1351,Cropland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1352,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1354,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1356,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1357,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1358,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1359,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1360,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1362,Cropland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1363,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
1364,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1365,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1366,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1367,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1368,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1369,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1370,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1371,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1372,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1374,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1375,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1376,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1377,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1378,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1379,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1380,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1381,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1382,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1383,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1384,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1386,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1387,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1388,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1389,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1390,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1391,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1392,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1393,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1394,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1395,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1396,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1397,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1398,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1399,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1400,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1401,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1402,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1403,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1405,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1406,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1408,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1409,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1410,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1411,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1412,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1414,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1415,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1416,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1417,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1419,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1421,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1422,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1423,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1424,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1425,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1426,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1427,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1429,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1430,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1431,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1432,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1433,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1434,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1435,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1436,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
