Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
2829,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2830,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2831,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2832,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2833,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2834,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2835,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2836,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2837,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2838,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2839,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2840,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2841,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2842,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2843,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2844,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2845,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2846,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
2847,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2848,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2849,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2850,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2851,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
2852,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2853,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2854,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2855,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2856,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2857,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2858,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2859,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2860,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2861,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2862,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2863,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2864,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2865,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2866,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2867,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2868,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2869,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2870,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2871,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2872,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2873,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2874,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2875,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2876,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2877,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2878,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2879,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2880,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2881,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2882,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2883,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2884,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2885,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2886,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2887,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2888,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2889,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2890,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2891,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2892,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2893,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2894,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2895,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2896,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2897,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2898,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2899,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2900,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2901,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2902,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
2903,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2904,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2905,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2906,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2907,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2908,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2909,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2910,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2911,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2912,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2913,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2914,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2915,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2916,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2917,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2918,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2919,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
2920,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2921,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2922,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2923,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2924,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2925,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2926,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2927,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2928,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2929,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2930,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2931,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2932,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2933,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2934,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2935,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2936,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2937,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2938,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2939,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2940,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2941,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2942,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2943,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2944,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2945,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2946,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2947,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2948,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2949,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2950,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2951,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2952,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2953,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2954,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2955,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2956,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2957,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2958,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2959,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2960,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2961,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2962,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2963,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2964,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2965,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2966,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2967,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2968,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2969,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2970,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2971,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2972,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2973,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2974,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2975,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2976,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2977,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2978,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2979,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2980,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2981,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2982,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2983,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2984,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2985,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2986,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2987,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2988,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2989,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2990,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2991,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2992,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2993,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2994,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2995,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2996,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2997,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2998,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2999,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3000,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3001,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3002,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3003,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
3004,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3005,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3006,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3007,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3008,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3009,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3010,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3011,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3012,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3013,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3014,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3015,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3016,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3017,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
3018,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3019,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3020,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3021,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3022,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3023,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3024,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3025,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3026,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3027,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3028,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3029,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3030,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3031,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3032,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3033,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3034,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3035,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3036,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3037,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3038,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3039,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3040,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3041,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3042,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3043,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3044,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3045,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3046,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3047,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3048,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3049,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3050,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3051,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3052,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3053,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3054,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3055,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3056,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3057,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3058,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3059,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3060,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3061,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3062,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3063,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3064,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3065,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3066,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3067,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3068,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3069,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3070,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3071,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3072,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3073,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3074,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3075,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3076,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3077,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3078,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3079,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3080,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3081,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3082,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3083,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
3084,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
3085,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
3086,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3087,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3088,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3089,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3090,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3091,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3092,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3093,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3094,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3095,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3096,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3097,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3098,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3099,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3100,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3101,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3102,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3103,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3104,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3105,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3106,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3107,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3108,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3109,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3110,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3111,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3112,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3113,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3114,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3115,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3116,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3117,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3118,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
3119,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
3120,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3121,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3122,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3123,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3124,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3125,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3126,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3127,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3128,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3129,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3130,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3131,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
3132,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3133,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3134,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
3135,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
3136,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Water
3137,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3138,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3139,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3140,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3141,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
3142,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3143,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
3144,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
3145,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3146,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3147,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3148,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
3149,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3150,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
3151,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3152,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3153,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3154,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
3155,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
