Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYG_M_R
2732,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2733,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2734,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2735,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2736,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2737,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2738,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2739,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2740,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2741,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2742,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2743,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2744,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2745,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2746,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2747,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2748,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2749,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2750,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2751,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2752,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2753,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2754,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2755,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2756,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2757,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2758,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2759,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2760,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2761,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2762,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2763,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2764,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
2765,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2766,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2767,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2768,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2769,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2770,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2771,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2772,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2773,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2774,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2775,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
2776,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
2777,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2778,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2779,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Built-up
2780,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2781,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2782,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2783,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2784,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2785,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2786,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2787,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2788,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2789,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2790,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2791,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2792,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2793,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2794,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2795,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2796,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
2797,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2798,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2799,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2800,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2801,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2802,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2803,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2804,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2805,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2806,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2807,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2808,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2809,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2810,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2811,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2812,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
2813,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2814,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2815,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2816,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2817,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2818,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2819,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2820,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2821,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2822,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2823,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2824,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2825,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2826,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2827,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2828,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2830,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2834,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2835,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2836,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2837,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2838,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2839,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2840,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2841,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2842,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2843,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2844,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2845,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2846,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2847,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2848,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2849,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2850,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2851,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2852,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2853,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2854,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2855,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2856,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2857,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2858,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2859,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2865,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2866,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2871,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2872,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2873,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2874,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2875,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2876,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2877,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2878,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2879,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2880,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2881,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2882,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2883,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2884,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2885,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2886,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2887,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2888,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2889,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2890,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2891,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2892,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2893,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2894,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2895,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2896,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2897,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2898,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2899,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2900,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
2901,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2902,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2903,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2904,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2905,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2906,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2907,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2908,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2909,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2910,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2911,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2912,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2913,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2914,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2915,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2916,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2917,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
2918,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2919,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2920,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2921,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2922,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2925,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2926,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2927,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2928,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2929,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2930,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2931,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
2932,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2933,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2934,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2935,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2936,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2937,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2938,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2939,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2940,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2941,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2942,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2943,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2944,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2945,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2946,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2947,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2948,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2949,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2950,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
2951,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2952,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2953,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2954,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2955,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2956,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2957,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
2958,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2959,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
2960,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2961,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2962,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2963,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2964,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2965,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2966,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2967,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2968,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2969,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2970,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2971,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2972,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
2973,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
2974,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2975,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2976,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2977,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2978,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
2979,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2980,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2981,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2982,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2983,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2984,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2985,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2986,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2987,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2988,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2989,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2993,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2994,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2995,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2996,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2997,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2998,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2999,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3000,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3001,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3002,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3003,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3004,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3005,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3006,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3007,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3008,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3009,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3010,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3011,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3012,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3013,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3014,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3015,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3016,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3017,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3018,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3019,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3020,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3021,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3022,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3023,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3024,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3025,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3026,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3027,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
3028,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3029,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3030,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3031,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
3032,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3033,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3034,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3035,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3036,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3037,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3038,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3039,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
