Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWF_M_R
2214,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2215,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
2216,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2217,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
2218,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
2219,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
2220,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2221,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2222,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2223,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2224,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2225,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2226,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2227,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2228,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2229,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2230,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2231,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2232,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2233,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2234,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2235,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2236,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2237,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2238,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2239,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2240,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2241,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2242,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2243,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2244,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2245,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2246,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2247,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2248,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2249,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2250,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2251,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2252,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2253,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2254,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2255,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2256,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2257,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2258,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2259,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2260,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2261,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2262,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2263,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2264,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2265,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2266,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2267,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2268,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2269,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2270,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2271,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2272,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2273,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2274,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2275,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2276,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2277,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2278,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2279,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
2280,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
2281,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2282,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
2283,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
2284,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2285,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
2286,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2287,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2288,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2289,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
2290,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Cropland
2291,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Built-up
2292,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
2293,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
2294,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
2295,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
2296,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Built-up
2297,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Forest
2298,NULL,Built-up,Water,NULL,Water,Cropland,Grassland,Bareland
2299,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Grassland
2300,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Bareland
2301,NULL,Built-up,Water,NULL,Water,Cropland,Built-up,Grassland
2302,NULL,Built-up,Water,NULL,Water,Cropland,Built-up,Bareland
2303,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
2304,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
2305,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
2306,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
2307,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
2308,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2309,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2310,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
2311,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
2312,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Cropland
2313,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
2314,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
2315,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2316,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
2317,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
2318,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
2319,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2320,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2321,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2322,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2323,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2324,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2325,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2326,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2327,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2328,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2329,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2330,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2331,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2332,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2333,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2334,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2335,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2336,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2337,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2338,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2339,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2340,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2341,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2342,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2343,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2344,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2345,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2346,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2347,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2348,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2349,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2350,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2351,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2352,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2353,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2354,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2355,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2356,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
2357,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2358,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2359,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2360,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2361,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2362,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2363,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2364,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2365,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2366,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2367,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2368,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2369,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2370,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2371,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2372,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2373,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2374,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2375,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2377,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2378,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2379,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2380,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2381,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2382,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2383,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2384,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2385,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2386,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2387,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2388,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2389,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2390,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2391,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2392,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2393,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2394,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2395,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2396,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2397,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2398,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2399,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2400,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2401,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2402,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2403,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2404,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2405,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
2406,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
2407,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2408,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2409,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2410,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2411,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2412,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2413,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2414,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2415,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2416,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2417,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2418,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2419,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2420,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2421,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2422,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2423,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2424,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2425,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2426,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2427,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2428,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2429,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2430,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2431,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2432,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2433,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2434,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2435,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2436,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
2437,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2438,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
2439,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2440,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
2441,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2442,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2443,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2444,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2445,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2446,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2447,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2448,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2449,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2450,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2451,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2452,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2453,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2454,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2455,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2456,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2457,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2458,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2459,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2460,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2461,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2462,NULL,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2463,NULL,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
2464,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2465,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
2466,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2467,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2468,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2469,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2470,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2471,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2472,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2473,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2474,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
2475,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2476,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2477,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2478,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2479,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2480,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2481,NULL,Water,Water,NULL,Water,NULL,Grassland,Grassland
2482,NULL,Water,Water,NULL,Water,Shrubland,Water,Forest
2483,NULL,Water,Water,NULL,Water,Shrubland,Forest,Grassland
2484,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
2485,NULL,Water,Water,NULL,Water,Bareland,NULL,Grassland
2486,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
2487,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
2488,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2489,NULL,Water,Water,Non_Water,Water,Bareland,Forest,Forest
2490,NULL,Water,Water,Water,Water,NULL,Water,Grassland
2491,NULL,Water,Water,Water,Water,Water,NULL,Water
2492,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2493,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2494,NULL,Water,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2495,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2496,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2497,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2498,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2499,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2500,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2501,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2502,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2503,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2504,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2505,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2506,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2507,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2508,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2509,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2510,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2511,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2512,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2513,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2514,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2515,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2516,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2517,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2518,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2519,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2520,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2521,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2522,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2524,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2525,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2526,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2527,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2528,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2529,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2530,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2531,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2532,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2533,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2534,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2535,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2536,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
2537,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2538,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2539,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2540,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2541,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2542,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2543,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2544,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2545,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2546,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2547,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
