Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
2518,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2519,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2520,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2521,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2522,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
2523,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2524,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2525,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2526,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2527,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2528,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2529,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2530,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2531,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2532,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2533,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2534,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2535,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2536,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2537,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2538,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2539,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2540,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2541,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2542,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2543,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2544,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2545,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2546,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2547,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2548,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2549,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2550,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2551,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2552,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2553,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2554,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2555,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2556,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2557,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2558,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2559,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2560,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2561,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2562,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2563,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2564,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2565,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2566,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2567,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2568,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2569,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2570,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2571,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2572,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2573,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2574,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2575,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2583,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2584,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2585,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2586,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2587,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
2588,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2589,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2590,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2591,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2592,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2593,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2594,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2595,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2596,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2597,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2598,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2599,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2600,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2601,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2602,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2603,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2604,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2605,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2606,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2607,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2611,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2612,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2613,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2614,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2615,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2616,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2617,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2618,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
2619,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
2620,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2621,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2622,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2623,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2624,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2625,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2626,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2627,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2628,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2629,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2630,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2631,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2632,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2633,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2634,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2635,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2636,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2637,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2638,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2639,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2640,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2641,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2642,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2643,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2644,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2645,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2646,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2647,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2648,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2649,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2650,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2651,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2652,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2653,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2654,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2655,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2656,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2657,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
2658,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2659,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2660,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2661,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2662,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
2663,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2664,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2665,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2666,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2667,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2668,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
2669,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2670,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2671,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2672,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2673,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2674,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2675,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2676,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2677,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2678,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2679,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2680,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2681,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2682,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2683,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2684,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2685,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2686,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2687,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2688,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2689,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2690,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2691,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2692,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2693,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2694,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2695,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2696,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2697,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2698,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2699,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2700,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2701,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2702,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2703,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2704,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2705,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2706,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2707,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2708,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2709,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2710,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2711,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2712,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2713,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2714,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2715,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2716,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2717,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2718,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2719,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2720,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2721,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2722,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2723,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2724,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2725,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2726,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2727,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2728,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2729,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2730,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2731,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2732,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2733,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2734,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2735,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2736,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2737,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2738,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
2739,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2740,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2741,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2742,Grassland,Cropland,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2743,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2744,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2745,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2746,Grassland,Cropland,Water,NULL,Water,NULL,Water,Grassland
2747,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
2748,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2749,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
2750,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Cropland
2751,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Forest
2752,Grassland,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
2753,Grassland,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
2754,Grassland,Cropland,Water,Non_Water,Water,NULL,Water,Water
2755,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2756,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
2757,Grassland,Cropland,Water,Water,Water,Water,Water,Water
2758,Grassland,Cropland,Water,Water,Water,Forest,Wetland,Forest
2759,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2760,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2761,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2762,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2763,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2764,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2765,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2766,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2767,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2768,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2769,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
2770,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2771,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2772,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2773,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2774,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
2775,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
2776,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2777,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2778,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2779,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2780,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2781,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2782,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2783,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2784,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2785,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2786,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2787,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2788,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2789,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2790,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2791,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2792,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2793,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2794,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2795,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2796,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2797,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2798,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2799,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2800,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2801,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2802,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2803,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2804,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2805,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2806,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2807,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2808,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2809,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2810,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2811,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2812,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2813,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2814,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2815,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2816,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2817,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2818,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2819,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2820,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2821,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
