Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
2020,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2021,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2022,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2023,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2024,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
2025,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
2026,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2027,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2028,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
2029,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2030,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2031,NULL,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
2032,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2033,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Water
2034,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
2035,NULL,Cropland,Wetland,Water,Wetland,Built-up,Built-up,Grassland
2036,NULL,Cropland,Wetland,Water,Wetland,Built-up,Built-up,Water
2037,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
2038,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
2039,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
2040,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,Water
2041,NULL,Cropland,Wetland,Water,Wetland,Water,Built-up,Water
2042,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
2043,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
2044,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2045,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2046,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2047,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2048,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
2049,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2050,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Forest
2051,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2052,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
2053,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
2054,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2055,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
2056,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
2057,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
2058,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2059,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2060,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2061,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
2062,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2063,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2064,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2065,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2066,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2067,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2068,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2069,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2070,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2071,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2072,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2073,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2074,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2075,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2076,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2077,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2078,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2079,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2080,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
2081,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2082,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2083,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2084,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2085,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2086,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2087,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2088,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2089,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
2090,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2091,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2092,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2093,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2094,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2095,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2096,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2097,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2098,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2099,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
2100,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2101,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
2102,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2103,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Cropland
2104,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
2105,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2106,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2107,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2108,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2109,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2110,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2111,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2112,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2113,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2114,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2115,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2116,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2117,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2118,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Cropland
2119,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2120,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2121,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2122,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2123,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2124,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2125,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2126,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2127,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2128,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2129,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2130,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2131,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2132,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2133,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2134,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2135,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2136,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2137,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2138,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2139,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2140,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2141,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2142,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2143,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2144,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2145,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2146,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2147,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2148,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2149,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2150,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2151,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Forest
2152,NULL,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
2153,NULL,Cropland,Water,NULL,Water,Shrubland,Wetland,Wetland
2154,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2155,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
2156,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Water
2157,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Forest
2158,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
2159,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2160,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
2161,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Water
2162,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2163,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
2164,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
2165,NULL,Cropland,Water,NULL,Water,Grassland,Forest,Forest
2166,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
2167,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
2168,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
2169,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
2170,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
2171,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
2172,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Bareland
2173,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Forest
2174,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
2175,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
2176,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Water
2177,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
2178,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
2179,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
2180,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
2181,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Water
2182,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
2183,NULL,Cropland,Water,NULL,Water,Wetland,Water,Grassland
2184,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
2185,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
2186,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
2187,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Built-up
2188,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Forest
2189,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
2190,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2191,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
2192,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Built-up
2193,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Water
2194,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Forest
2195,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
2196,NULL,Cropland,Water,NULL,Water,Built-up,Built-up,Grassland
2197,NULL,Cropland,Water,NULL,Water,Built-up,Built-up,Cropland
2198,NULL,Cropland,Water,NULL,Water,Built-up,Built-up,Bareland
2199,NULL,Cropland,Water,NULL,Water,Water,NULL,Grassland
2200,NULL,Cropland,Water,NULL,Water,Water,NULL,Cropland
2201,NULL,Cropland,Water,NULL,Water,Water,NULL,Water
2202,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2203,NULL,Cropland,Water,NULL,Water,Water,Grassland,Wetland
2204,NULL,Cropland,Water,NULL,Water,Forest,NULL,Cropland
2205,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
2206,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2207,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Cropland
2208,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Forest
2209,NULL,Cropland,Water,Non_Water,Water,Grassland,Water,Cropland
2210,NULL,Cropland,Water,Non_Water,Water,Wetland,NULL,Bareland
2211,NULL,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
2212,NULL,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2213,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2214,NULL,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2215,NULL,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
2216,NULL,Cropland,Water,Non_Water,Water,Built-up,NULL,Forest
2217,NULL,Cropland,Water,Non_Water,Water,Built-up,Built-up,Cropland
2218,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
2219,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Cropland
2220,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
2221,NULL,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
2222,NULL,Cropland,Water,Non_Water,Water,Water,Water,Wetland
2223,NULL,Cropland,Water,Water,Water,Wetland,Water,Wetland
2224,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Bareland
2225,NULL,Cropland,Water,Water,Water,Water,Water,Wetland
2226,NULL,Cropland,Water,Water,Water,Water,Water,Water
2227,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2228,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2229,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2230,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2231,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2232,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2233,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2234,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2235,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2236,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2237,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2238,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2239,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2240,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2241,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2242,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2243,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2244,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2245,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2246,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2247,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2248,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2249,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2250,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2251,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2252,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2253,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2254,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2255,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2256,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2257,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2258,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2259,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2260,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2261,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2262,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2263,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2264,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2265,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2266,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2267,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2268,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2269,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2270,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2271,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2272,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2273,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2274,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2275,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2276,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2277,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2278,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2279,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2280,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2281,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2282,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2283,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2284,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2285,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2286,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2287,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2288,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2289,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2290,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2291,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2292,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2293,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2294,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2295,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
2296,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2297,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2298,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
2299,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
2300,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2301,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2302,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2303,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2304,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2305,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2306,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2307,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2308,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2309,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2310,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2311,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2312,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2313,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2314,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2315,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2316,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2317,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2318,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2319,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2320,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2321,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2322,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2323,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2324,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2325,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2326,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Cropland
2327,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2328,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2329,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2330,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2331,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2332,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2333,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2334,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2335,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2336,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2337,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2338,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2339,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2340,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2341,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2342,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2343,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2344,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2345,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2346,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2347,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
2348,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2349,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2350,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
