Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
10099,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10100,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10101,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10102,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10103,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10104,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10105,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10106,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10107,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
10108,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10109,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10110,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10111,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10112,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
10113,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10114,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
10115,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
10116,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
10117,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
10118,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
10119,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
10120,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
10121,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
10122,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10123,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10124,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10125,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10126,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10127,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10128,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
10129,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10130,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10131,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10132,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
10133,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
10134,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10135,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10136,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
10137,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10138,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
10139,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10140,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
10141,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10142,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10143,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10144,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
10145,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10146,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10147,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10148,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10149,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
10150,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
10151,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10152,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
10153,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10154,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10155,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Wetland,Grassland
10156,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Wetland,Wetland
10157,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10158,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10159,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10160,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
10161,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
10162,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
10163,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Shrubland,Grassland
10164,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
10165,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Wetland,Cropland
10166,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
10167,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
10168,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
10169,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Bareland
10170,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
10171,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
10172,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
10173,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
10174,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
10175,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
10176,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
10177,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
10178,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10179,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
10180,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
10181,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Cropland
10182,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
10183,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10184,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
10185,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
10186,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
10187,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10188,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10189,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
10190,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
10191,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
10192,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
10193,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
10194,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
10195,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
10196,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10197,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
10198,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10199,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
10200,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
10201,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
10202,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10203,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
10204,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10205,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
10206,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10207,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
10208,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,NULL
10209,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
10210,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Cropland
10211,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
10212,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
10213,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10214,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
10215,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
10216,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Built-up
10217,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Water
10218,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
10219,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10220,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10221,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
10222,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10223,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10224,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
10225,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10226,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
10227,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10228,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
10229,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
10230,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Cropland
10231,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10232,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Built-up
10233,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
10234,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10235,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10236,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Forest
10237,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
10238,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10239,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
10240,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
10241,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10242,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
10243,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10244,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
10245,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
10246,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
10247,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
10248,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10249,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
10250,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
10251,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10252,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10253,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
10254,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
10255,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10256,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
10257,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10258,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
10259,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10260,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
10261,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10262,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,NULL
10263,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
10264,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Cropland
10265,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
10266,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,NULL
10267,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
10268,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
10269,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
10270,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Water
10271,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
10272,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
10273,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Shrubland,Cropland
10274,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
10275,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
10276,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
10277,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
10278,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
10279,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
10280,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
10281,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
10282,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Water
10283,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
10284,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
10285,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
10286,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Grassland
10287,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Cropland
10288,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
10289,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
10290,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
10291,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
10292,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
10293,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
10294,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
10295,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
10296,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
10297,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Cropland
10298,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10299,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
10300,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10301,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
10302,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10303,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
10304,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10305,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10306,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10307,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10308,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
10309,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10310,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
10311,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
10312,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10313,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
10314,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
10315,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
10316,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
10317,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
10318,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,NULL
10319,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10320,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Cropland
10321,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
10322,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
10323,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Forest
10324,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
10325,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
10326,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Cropland
10327,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
10328,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Built-up
10329,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
10330,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
10331,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10332,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
10333,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
10334,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10335,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
10336,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
10337,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
10338,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
10339,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
10340,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Water
10341,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
10342,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10343,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
10344,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
10345,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
10346,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
10347,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Cropland
10348,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Bareland
10349,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Water
10350,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
10351,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
10352,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Cropland
10353,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
10354,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
10355,Cropland,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10356,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
10357,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10358,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
10359,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
10360,Cropland,Cropland,Wetland,NULL,Wetland,Water,Forest,Grassland
10361,Cropland,Cropland,Wetland,NULL,Wetland,Water,Forest,Cropland
10362,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
10363,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
10364,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10365,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10366,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
10367,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10368,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
10369,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
10370,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
10371,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10372,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10373,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10374,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
10375,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
10376,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10377,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
10378,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
10379,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10380,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
10381,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
10382,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
10383,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10384,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
10385,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Bareland
10386,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
10387,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10388,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10389,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
10390,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
10391,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10392,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
10393,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10394,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
10395,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10396,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10397,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
10398,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10399,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10400,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
10401,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
10402,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
