Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLG_M_R
1767,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1768,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1770,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1771,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1772,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1773,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1774,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1775,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1776,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1777,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1778,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1779,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1780,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1781,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1782,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1783,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1784,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1785,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1786,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1787,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1788,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1789,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1790,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1791,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1792,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1793,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1794,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1795,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1796,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1797,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1798,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1799,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1800,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1801,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1802,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1803,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1804,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1805,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1806,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1807,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1808,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1809,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1810,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1811,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1812,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
1813,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1814,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1815,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1816,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1817,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1818,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1819,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1820,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1821,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1822,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1823,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1824,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1825,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1826,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1827,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1828,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1829,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1830,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1831,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1832,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1833,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1834,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1835,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1836,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1837,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1838,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1839,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1840,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1841,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1842,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1843,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1844,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1845,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1846,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1847,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1848,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1849,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1850,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1851,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1852,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1853,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1854,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1855,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1856,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1857,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1858,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1859,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1860,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1861,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1862,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1863,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1864,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1865,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1866,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1867,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1868,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1869,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1870,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
1871,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
1872,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1873,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1874,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
1875,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1876,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1877,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
1878,Forest,Forest,Water,NULL,Water,Grassland,Water,Bareland
1879,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
1880,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1881,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1882,Forest,Forest,Water,NULL,Water,Grassland,Forest,Bareland
1883,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
1884,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1885,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1886,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1887,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1888,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
1889,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1890,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
1891,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1892,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1893,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
1894,Forest,Forest,Water,NULL,Water,Water,Water,Water
1895,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1896,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1897,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1898,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1899,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
1900,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1901,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
1902,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1903,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
1904,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1905,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1906,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1907,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1908,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1909,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1910,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1911,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1912,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1913,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1914,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1915,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1916,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1917,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1918,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1919,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1920,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1921,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1922,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1923,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1924,Forest,Forest,Water,Water,Water,Water,Water,Water
1925,Forest,Forest,Water,Water,Water,Water,Water,Forest
1926,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1927,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1928,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1929,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1930,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1931,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1932,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1933,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1934,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1935,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1936,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1937,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1938,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1939,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1940,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1941,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1942,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1943,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1944,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1945,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1946,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1947,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1948,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1949,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1950,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1951,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1952,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1953,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1954,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1955,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1956,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1957,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1958,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1959,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1960,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1961,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1962,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1963,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1964,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1965,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1966,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1967,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1968,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1969,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1970,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1971,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1972,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1973,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1974,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1975,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1976,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1977,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1978,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1979,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1980,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1981,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1982,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1983,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1984,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1985,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1986,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1987,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1988,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1989,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1990,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1991,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1992,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1993,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1994,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1995,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1996,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1997,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1998,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
1999,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2000,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2001,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2002,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2003,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2004,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2005,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2006,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2007,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2008,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2009,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
2010,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2011,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2012,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2013,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2014,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2015,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2016,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Bareland
2017,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2018,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2019,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2020,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2021,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2022,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2023,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2024,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2025,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2026,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2027,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2028,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2029,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2030,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2031,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2032,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2033,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2034,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2035,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2036,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2037,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2038,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
2039,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2040,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2041,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2042,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2043,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2044,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2045,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2046,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2047,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
