Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRU_M_R
2168,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2169,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2170,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2171,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2172,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2173,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2174,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2175,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2176,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2177,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2178,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2179,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2180,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2181,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2182,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2183,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2184,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2185,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2186,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2187,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2188,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2189,Forest,Wetland,Wetland,NULL,Wetland,Forest
2190,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2191,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2192,Forest,Wetland,Wetland,Water,Wetland,Grassland
2193,Forest,Wetland,Wetland,Water,Wetland,Water
2194,Forest,Wetland,Wetland,Water,Wetland,Forest
2195,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2196,Forest,Wetland,Water,NULL,Water,Grassland
2197,Forest,Wetland,Water,NULL,Water,Bareland
2198,Forest,Wetland,Water,NULL,Water,Forest
2199,Forest,Wetland,Water,Non_Water,Water,Grassland
2200,Forest,Wetland,Water,Non_Water,Water,Forest
2201,Forest,Wetland,Water,Water,Water,Grassland
2202,Forest,Wetland,Water,Water,Water,Water
2203,Forest,Wetland,Water,Water,Water,Forest
2204,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2205,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2206,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2207,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2208,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2209,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2210,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2211,Forest,Wetland,Forest,Water,Non_Wetland,Water
2212,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
2213,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2214,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
2215,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2216,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2217,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2218,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2219,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
2220,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2221,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2222,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2223,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2224,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2225,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2226,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2227,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2228,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
2229,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2230,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2231,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2232,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2233,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2234,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
2235,Forest,Bareland,Grassland,Water,Non_Wetland,Water
2236,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2237,Forest,Bareland,Cropland,NULL,Non_Wetland,Built-up
2238,Forest,Bareland,Cropland,NULL,Non_Wetland,Water
2239,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2240,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2241,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2242,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2243,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2244,Forest,Bareland,Cropland,Water,Non_Wetland,Water
2245,Forest,Bareland,Cropland,Water,Non_Wetland,Forest
2246,Forest,Bareland,Wetland,NULL,Wetland,Water
2247,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
2248,Forest,Bareland,Wetland,Non_Water,Wetland,Water
2249,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
2250,Forest,Bareland,Wetland,Water,Wetland,Grassland
2251,Forest,Bareland,Wetland,Water,Wetland,Bareland
2252,Forest,Bareland,Wetland,Water,Wetland,Water
2253,Forest,Bareland,Wetland,Water,Wetland,Forest
2254,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
2255,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2256,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2257,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
2258,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2259,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2260,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2261,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
2262,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2263,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2264,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2265,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2266,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
2267,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
2268,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2269,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
2270,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2271,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Forest
2272,Forest,Bareland,Built-up,Water,Non_Wetland,Bareland
2273,Forest,Bareland,Built-up,Water,Non_Wetland,Water
2274,Forest,Bareland,Built-up,Water,Non_Wetland,Forest
2275,Forest,Bareland,Water,NULL,Water,NULL
2276,Forest,Bareland,Water,NULL,Water,Grassland
2277,Forest,Bareland,Water,NULL,Water,Bareland
2278,Forest,Bareland,Water,NULL,Water,Water
2279,Forest,Bareland,Water,NULL,Water,Forest
2280,Forest,Bareland,Water,Non_Water,Water,Grassland
2281,Forest,Bareland,Water,Non_Water,Water,Bareland
2282,Forest,Bareland,Water,Non_Water,Water,Water
2283,Forest,Bareland,Water,Non_Water,Water,Forest
2284,Forest,Bareland,Water,Water,Water,Grassland
2285,Forest,Bareland,Water,Water,Water,Bareland
2286,Forest,Bareland,Water,Water,Water,Water
2287,Forest,Bareland,Water,Water,Water,Forest
2288,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2289,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2290,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2291,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2292,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2293,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2294,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2295,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
2296,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2297,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
2298,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2299,Forest,Bareland,Forest,Water,Non_Wetland,Water
2300,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2301,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2302,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2303,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2309,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2310,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2311,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2312,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2313,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2314,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2315,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2316,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2317,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2318,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2319,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2320,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2321,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2322,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2323,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2324,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2325,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
2326,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2327,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2328,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2329,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2330,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2331,Forest,Built-up,Wetland,NULL,Wetland,Forest
2332,Forest,Built-up,Wetland,Non_Water,Wetland,Water
2333,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2334,Forest,Built-up,Wetland,Water,Wetland,Grassland
2335,Forest,Built-up,Wetland,Water,Wetland,Bareland
2336,Forest,Built-up,Wetland,Water,Wetland,Water
2337,Forest,Built-up,Wetland,Water,Wetland,Forest
2338,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2339,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2340,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2341,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2342,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2343,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2344,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2345,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland
2346,Forest,Built-up,Bareland,Water,Non_Wetland,Forest
2347,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2348,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2349,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2350,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2351,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2352,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2353,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2354,Forest,Built-up,Built-up,Water,Non_Wetland,Water
2355,Forest,Built-up,Water,NULL,Water,Grassland
2356,Forest,Built-up,Water,NULL,Water,Water
2357,Forest,Built-up,Water,NULL,Water,Forest
2358,Forest,Built-up,Water,Non_Water,Water,Bareland
2359,Forest,Built-up,Water,Non_Water,Water,Water
2360,Forest,Built-up,Water,Non_Water,Water,Forest
2361,Forest,Built-up,Water,Water,Water,Water
2362,Forest,Built-up,Water,Water,Water,Forest
2363,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2364,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2365,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2366,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2367,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2368,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2369,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2370,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL
2371,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2372,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
2373,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2374,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2375,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2376,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2377,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2378,Forest,Water,NULL,NULL,Non_Wetland,Water
2379,Forest,Water,NULL,NULL,Non_Wetland,Forest
2380,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2381,Forest,Water,NULL,Water,Non_Wetland,Forest
2382,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2383,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2384,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2385,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2386,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2387,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2388,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2389,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
2390,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2391,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2392,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2393,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2394,Forest,Water,Shrubland,Water,Non_Wetland,NULL
2395,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2396,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2397,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2398,Forest,Water,Shrubland,Water,Non_Wetland,Water
2399,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2400,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2401,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2402,Forest,Water,Grassland,NULL,Non_Wetland,Water
2403,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2404,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2405,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2406,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2407,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2408,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2409,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2410,Forest,Water,Grassland,Water,Non_Wetland,Water
2411,Forest,Water,Grassland,Water,Non_Wetland,Forest
2412,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2413,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2414,Forest,Water,Cropland,NULL,Non_Wetland,Water
2415,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2416,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2417,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2418,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2419,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2420,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2421,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2422,Forest,Water,Cropland,Water,Non_Wetland,Water
2423,Forest,Water,Cropland,Water,Non_Wetland,Forest
2424,Forest,Water,Wetland,NULL,Wetland,Grassland
2425,Forest,Water,Wetland,NULL,Wetland,Bareland
2426,Forest,Water,Wetland,NULL,Wetland,Water
2427,Forest,Water,Wetland,NULL,Wetland,Forest
2428,Forest,Water,Wetland,Non_Water,Wetland,NULL
2429,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2430,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2431,Forest,Water,Wetland,Non_Water,Wetland,Water
2432,Forest,Water,Wetland,Non_Water,Wetland,Forest
2433,Forest,Water,Wetland,Water,Wetland,NULL
2434,Forest,Water,Wetland,Water,Wetland,Grassland
2435,Forest,Water,Wetland,Water,Wetland,Bareland
2436,Forest,Water,Wetland,Water,Wetland,Water
2437,Forest,Water,Wetland,Water,Wetland,Forest
2438,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2439,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2440,Forest,Water,Bareland,NULL,Non_Wetland,Water
2441,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2442,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2443,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2444,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2445,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2446,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2447,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2448,Forest,Water,Bareland,Water,Non_Wetland,Water
2449,Forest,Water,Bareland,Water,Non_Wetland,Forest
2450,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2451,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2452,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2453,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2454,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
2455,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
2456,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
2457,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2458,Forest,Water,Built-up,Water,Non_Wetland,Grassland
2459,Forest,Water,Built-up,Water,Non_Wetland,Bareland
2460,Forest,Water,Built-up,Water,Non_Wetland,Forest
2461,Forest,Water,Water,NULL,Water,NULL
2462,Forest,Water,Water,NULL,Water,Grassland
2463,Forest,Water,Water,NULL,Water,Cropland
2464,Forest,Water,Water,NULL,Water,Bareland
2465,Forest,Water,Water,NULL,Water,Water
2466,Forest,Water,Water,NULL,Water,Forest
2467,Forest,Water,Water,Non_Water,Water,NULL
2468,Forest,Water,Water,Non_Water,Water,Grassland
2469,Forest,Water,Water,Non_Water,Water,Bareland
2470,Forest,Water,Water,Non_Water,Water,Water
2471,Forest,Water,Water,Non_Water,Water,Forest
2472,Forest,Water,Water,Water,Water,Grassland
2473,Forest,Water,Water,Water,Water,Bareland
2474,Forest,Water,Water,Water,Water,Water
2475,Forest,Water,Water,Water,Water,Forest
2476,Forest,Water,Forest,NULL,Non_Wetland,NULL
2477,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2478,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2479,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2480,Forest,Water,Forest,NULL,Non_Wetland,Water
2481,Forest,Water,Forest,NULL,Non_Wetland,Forest
2482,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
2483,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2484,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2485,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2486,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2487,Forest,Water,Forest,Water,Non_Wetland,NULL
2488,Forest,Water,Forest,Water,Non_Wetland,Grassland
2489,Forest,Water,Forest,Water,Non_Wetland,Bareland
2490,Forest,Water,Forest,Water,Non_Wetland,Water
2491,Forest,Water,Forest,Water,Non_Wetland,Forest
2492,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2493,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2494,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2495,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2496,Forest,Forest,NULL,NULL,Non_Wetland,Water
2497,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2498,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2499,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2500,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2501,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2502,Forest,Forest,NULL,Water,Non_Wetland,Forest
2503,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2504,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2505,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2506,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2507,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2508,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2509,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2516,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2517,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2518,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2519,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2520,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2521,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2522,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2523,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2524,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2525,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2526,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2527,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2528,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2529,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2530,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2531,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2532,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2533,Forest,Forest,Grassland,Water,Non_Wetland,Water
2534,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2535,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2536,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2537,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2538,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2539,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2540,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2541,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2542,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2543,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2544,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2545,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2546,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2547,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2548,Forest,Forest,Cropland,Water,Non_Wetland,Water
2549,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2550,Forest,Forest,Wetland,NULL,Wetland,NULL
2551,Forest,Forest,Wetland,NULL,Wetland,Grassland
2552,Forest,Forest,Wetland,NULL,Wetland,Bareland
2553,Forest,Forest,Wetland,NULL,Wetland,Water
2554,Forest,Forest,Wetland,NULL,Wetland,Forest
2555,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2556,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2557,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2558,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2559,Forest,Forest,Wetland,Non_Water,Wetland,Water
2560,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2561,Forest,Forest,Wetland,Water,Wetland,Grassland
2562,Forest,Forest,Wetland,Water,Wetland,Bareland
2563,Forest,Forest,Wetland,Water,Wetland,Water
2564,Forest,Forest,Wetland,Water,Wetland,Forest
2565,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2566,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2567,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2568,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2569,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2570,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2571,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2572,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2573,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up
2574,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2575,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2576,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2577,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2578,Forest,Forest,Bareland,Water,Non_Wetland,Water
2579,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2580,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2581,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2582,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2583,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2584,Forest,Forest,Built-up,NULL,Non_Wetland,Water
2585,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2586,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2587,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2588,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
2589,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2590,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2591,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2592,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2593,Forest,Forest,Built-up,Water,Non_Wetland,Water
2594,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2595,Forest,Forest,Water,NULL,Water,NULL
2596,Forest,Forest,Water,NULL,Water,Grassland
2597,Forest,Forest,Water,NULL,Water,Bareland
2598,Forest,Forest,Water,NULL,Water,Water
2599,Forest,Forest,Water,NULL,Water,Forest
2600,Forest,Forest,Water,Non_Water,Water,NULL
2601,Forest,Forest,Water,Non_Water,Water,Grassland
2602,Forest,Forest,Water,Non_Water,Water,Bareland
