Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R
9940,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
9941,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
9942,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
9943,Water,Built-up,Water,NULL,Water,Water,NULL,Water
9944,Water,Built-up,Water,NULL,Water,Water,Water,Built-up
9945,Water,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
9946,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
9947,Water,Built-up,Water,Water,Water,Water,Water,Water
9948,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9949,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
9950,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9951,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
9952,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9953,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9954,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9955,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9956,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9957,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9958,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9959,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
9960,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9961,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
9962,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9963,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
9964,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9965,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9966,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9967,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9968,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9969,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9970,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9971,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9972,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9973,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
9974,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9975,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9976,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9977,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9978,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
9979,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9980,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9981,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9982,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
9983,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9984,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9985,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9986,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9987,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9988,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9989,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9990,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9991,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9992,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9993,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9994,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9995,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9996,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9997,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9998,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9999,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10000,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
10001,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10002,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10003,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10004,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
10005,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10006,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10007,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
10008,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10009,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10010,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10011,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
10012,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10013,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
10014,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
10015,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Water
10016,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10017,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10018,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
10019,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
10020,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
10021,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10022,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10023,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10024,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10025,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10026,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10027,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
10028,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10029,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10030,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
10031,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10032,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10033,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
10034,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
10035,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10036,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10037,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
10038,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10039,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10040,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10041,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10042,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10043,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
10044,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10045,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10046,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
10047,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10048,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
10049,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10050,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
10051,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10052,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
10053,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10054,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10055,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10056,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10057,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10058,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10059,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10060,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
10061,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10062,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10063,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10064,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
10065,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10066,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
10067,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10068,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10069,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10070,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10071,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
10072,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
10073,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10074,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
10075,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
10076,Water,Water,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
10077,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10078,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10079,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Bareland
10080,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
10081,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
10082,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
10083,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
10084,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
10085,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
10086,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
10087,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
10088,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10089,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10090,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
10091,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10092,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10093,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
10094,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
10095,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
10096,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10097,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
10098,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
10099,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10100,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
10101,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
10102,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10103,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10104,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
10105,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
10106,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
10107,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
10108,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
10109,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
10110,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
10111,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
10112,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
10113,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
10114,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
10115,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
10116,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
10117,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
10118,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
10119,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10120,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
10121,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
10122,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
10123,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
10124,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
10125,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
10126,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
10127,Water,Water,NULL,Water,Non_Wetland,Built-up,Water,Water
10128,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
10129,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
10130,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
10131,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
10132,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10133,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10134,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
10135,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
10136,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10137,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
10138,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
10139,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
10140,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
10141,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
10142,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10143,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
10144,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10145,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10146,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10147,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10148,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10149,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
10150,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10151,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10152,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10153,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10154,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10155,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10156,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10157,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10158,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
10159,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10160,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10161,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10162,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10163,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10164,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10165,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10166,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
10167,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10168,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10169,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10170,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10171,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10172,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10173,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10174,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10175,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
10176,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10177,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10178,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
10179,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10180,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10181,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10182,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10183,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10184,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10185,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10186,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10187,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10188,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10189,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10190,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10191,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10192,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10193,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10194,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10195,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10196,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10197,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10198,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10199,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
10200,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10201,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10202,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10203,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10204,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
10205,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
10206,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10207,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10208,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10209,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10210,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10211,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10212,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10213,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10214,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10215,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10216,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10217,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
10218,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10219,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10220,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10221,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10222,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
10223,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10224,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10225,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10226,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10227,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10228,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
10229,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
10230,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10231,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10232,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
10233,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10234,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10235,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
10236,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10237,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10238,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
10239,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
10240,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
10241,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
10242,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10243,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10244,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10245,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10246,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10247,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
10248,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10249,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10250,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10251,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10252,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10253,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10254,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10255,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
10256,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10257,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
10258,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10259,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Water
10260,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10261,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10262,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
10263,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10264,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
10265,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10266,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10267,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10268,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
10269,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10270,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10271,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10272,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
