Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
2023,Grassland,Water,Water,Water,Water,Wetland,NULL,Water
2024,Grassland,Water,Water,Water,Water,Wetland,Water,Water
2025,Grassland,Water,Water,Water,Water,Water,NULL,Water
2026,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2027,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2028,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2029,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2030,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2031,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2032,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2033,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2034,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
2035,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2036,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2037,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2038,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2039,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2040,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2041,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2042,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2043,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2044,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2045,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2046,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2047,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2048,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2049,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2050,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2051,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2052,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2053,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2054,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2055,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2056,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2057,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2058,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2059,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2060,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2061,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2062,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2063,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2064,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2065,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2066,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2067,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2068,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2069,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2070,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2071,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2072,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2073,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2074,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2075,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2076,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2077,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2078,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2079,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2080,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2081,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2082,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
2083,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2084,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2085,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2086,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2087,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2088,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2089,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2090,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2091,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2092,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2093,Grassland,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
2094,Grassland,Forest,Wetland,Water,Wetland,Wetland,NULL,Cropland
2095,Grassland,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
2096,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2097,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2098,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2099,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2100,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2101,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2102,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2103,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
2104,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
2105,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2106,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2107,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2108,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2109,Grassland,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
2110,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
2111,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
2112,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
2113,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
2114,Grassland,Forest,Water,Water,Water,Wetland,NULL,Cropland
2115,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2116,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2117,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2118,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2119,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2120,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2121,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2122,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2123,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2124,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2125,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2126,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2127,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2128,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2129,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2130,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2131,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2132,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2133,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2134,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2135,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2136,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2137,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2138,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2139,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2140,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2141,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2142,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2145,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2146,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2147,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2148,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2149,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2150,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2151,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2152,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2153,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2154,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2155,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2156,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2157,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2158,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2159,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2163,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2165,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2166,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2167,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2168,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2169,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2170,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2171,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2172,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2173,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2174,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2175,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2176,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2177,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2178,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2179,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2180,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2181,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2182,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2183,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2184,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2185,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2186,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2187,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2188,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2189,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2190,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2191,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2192,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2193,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2194,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2195,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2196,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2197,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2198,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2199,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2200,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2201,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2202,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2203,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2204,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2205,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2206,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2207,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2208,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2209,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2210,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2211,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2212,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2213,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2214,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2215,Cropland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2216,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2217,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2218,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2219,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2220,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2221,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2222,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2223,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2224,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2225,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2226,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2227,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2228,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2229,Cropland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
2230,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
2231,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
2232,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2233,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2234,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2235,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2236,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2237,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2238,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2239,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2240,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
2241,Cropland,NULL,Water,NULL,Water,Wetland,NULL,Forest
2242,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2243,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2244,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2245,Cropland,NULL,Water,Non_Water,Water,Wetland,NULL,Water
2246,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Water
2247,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Forest
2248,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
2249,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
2250,Cropland,NULL,Water,Water,Water,Wetland,NULL,Water
2251,Cropland,NULL,Water,Water,Water,Wetland,NULL,Forest
2252,Cropland,NULL,Water,Water,Water,Water,NULL,Water
2253,Cropland,NULL,Water,Water,Water,Water,NULL,Forest
2254,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2255,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2256,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2257,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2258,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2259,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2260,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2261,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2262,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2263,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2264,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2265,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2266,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2267,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2268,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2269,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2270,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2271,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2272,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2273,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2274,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2275,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2276,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2277,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2278,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2279,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2280,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2281,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2282,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2283,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2284,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2285,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2286,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2287,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2288,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2289,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2290,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2291,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2292,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2293,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2294,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2295,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2296,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2297,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2298,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2299,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2300,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2301,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2302,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2303,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2304,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2305,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2306,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2307,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2308,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2309,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2310,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2311,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2312,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2313,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2314,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2315,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2316,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2317,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2318,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2319,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2320,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2321,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2322,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2323,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2324,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2325,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2326,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2327,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2328,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2329,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2330,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2331,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2332,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2333,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2334,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2335,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2336,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2337,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2338,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2339,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2340,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2341,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2342,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2343,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2344,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2345,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2346,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2347,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2348,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2349,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
