Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
6022,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
6023,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6024,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6025,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6026,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
6027,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6028,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6029,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6030,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6031,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
6032,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6033,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6034,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6035,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6036,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
6037,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6038,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6039,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6040,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6041,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6042,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
6043,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6044,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6045,Cropland,Cropland,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
6046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6049,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6050,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6056,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6059,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6066,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6067,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6068,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6069,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6070,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6071,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
6072,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
6073,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6074,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6075,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6076,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6077,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
6078,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6079,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6080,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6081,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6082,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6083,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6084,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6085,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6086,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6087,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6088,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6089,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6090,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6091,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6092,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6093,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6094,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6095,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6096,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6097,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6098,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6099,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6100,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6101,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6102,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6103,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6104,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6105,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6106,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6107,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
6108,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6109,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6110,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6111,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6112,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6113,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6114,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6115,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6116,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6117,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6118,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6119,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6120,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6121,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6122,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6123,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6124,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6125,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6126,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6127,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6128,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6129,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6130,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6131,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6132,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6133,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6134,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6135,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6136,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6137,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6138,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6139,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6140,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6141,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6142,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6143,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6144,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6145,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
6146,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6147,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6148,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6149,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6150,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6151,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6152,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6153,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6154,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6155,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6156,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6157,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6158,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
6159,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6160,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6161,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6162,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6163,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
6164,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6165,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6166,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
6167,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6168,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6169,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6170,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6171,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6172,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6173,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6174,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6175,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6176,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6177,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6178,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6179,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6180,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6181,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6182,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6183,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6184,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6185,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6186,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6187,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6188,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6189,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6190,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6191,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6192,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6193,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6194,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6195,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6196,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6197,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6198,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6199,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6200,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6201,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6202,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6203,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6204,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6205,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6206,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6207,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6208,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6209,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6210,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6211,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
6212,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
6213,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6214,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6215,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6216,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6217,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6218,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6219,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6222,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6223,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6224,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6225,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6226,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6227,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6228,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6229,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6230,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6231,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6232,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
6233,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Bareland,Cropland
6234,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6235,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6236,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6237,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6238,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6239,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6240,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6241,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6242,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6243,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6244,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6245,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
6246,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6247,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6248,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
6249,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6250,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6251,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6252,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
6253,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6254,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6255,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6256,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6257,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6258,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6259,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6260,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6261,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6262,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6263,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6264,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6265,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6266,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6267,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6268,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6269,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6270,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6271,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6272,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6273,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6274,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6275,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6276,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6277,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
6278,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
6279,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6280,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6281,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6282,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6283,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6284,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6285,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6286,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6287,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6288,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6289,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6290,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
6291,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6292,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6293,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6294,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6295,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6296,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6297,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6298,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6299,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
6300,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6301,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6302,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6303,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6304,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
6305,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6306,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6307,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6308,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6309,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
6310,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6311,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6312,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6313,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6314,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
6315,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6316,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6317,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
6318,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6319,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
6320,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6321,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
6322,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6323,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
6324,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6325,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6326,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
