Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
1836,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1837,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1838,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1839,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1840,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1841,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1842,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1843,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1844,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1845,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1846,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1847,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1848,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1849,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1850,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1851,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1852,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1853,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1854,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1855,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1856,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1857,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1858,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1859,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1860,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1861,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1862,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1863,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1865,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1866,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1867,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1868,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1869,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1870,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1871,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1872,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1873,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1874,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1875,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1876,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1877,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1879,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1880,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1881,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1882,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1883,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1884,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1885,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1886,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1887,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1888,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1889,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1890,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1891,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1892,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1893,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1894,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1895,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1896,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1897,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1898,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1901,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1902,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1903,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1905,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1906,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1907,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1908,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1909,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1910,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1911,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1912,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1913,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1914,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1915,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1916,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1917,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1918,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1919,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1920,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1921,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1922,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1923,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1925,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1926,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1927,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1928,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1929,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1930,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1931,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1932,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1933,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1934,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1935,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1936,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1937,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1938,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1939,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1940,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1941,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1942,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1943,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1944,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1945,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1946,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1947,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1949,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1950,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1951,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1952,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1953,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1954,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1955,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1956,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1957,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1958,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1959,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1960,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1961,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1963,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1964,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1965,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1966,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1967,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1968,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1969,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1970,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1971,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1972,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1973,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1974,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1975,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1976,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1977,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1978,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1979,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1980,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1982,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1983,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1984,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1985,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1986,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1987,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1988,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1989,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1990,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1991,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1992,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1993,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1994,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1995,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1996,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1997,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
1998,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1999,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2000,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2001,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2002,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2003,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2004,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Built-up
2005,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2006,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2007,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2008,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2009,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2010,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2011,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2012,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2013,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2015,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2016,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2017,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2018,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2019,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2020,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2021,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2022,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2023,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2024,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2025,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2026,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2027,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2029,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2030,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2031,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2032,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2033,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2034,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2035,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2036,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2037,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2038,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2039,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2040,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2041,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2042,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2044,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2045,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2046,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2047,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2048,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2049,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2050,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2051,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2052,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2053,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2054,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2055,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2056,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2057,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2058,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2059,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2060,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2061,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2062,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2063,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2064,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2065,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2066,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2067,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2068,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2069,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2070,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2071,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2072,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2073,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2074,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2075,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2076,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2077,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
2078,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2079,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2082,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2083,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2084,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2085,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2086,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2087,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2088,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2089,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2090,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2091,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2092,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2093,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2094,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2095,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2096,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2097,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2098,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2099,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2100,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2101,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2102,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2103,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2104,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2105,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2106,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2107,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2108,Water,Water,Water,NULL,Water,NULL,NULL,Water
2109,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2110,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2111,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2112,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2113,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2114,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2115,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2116,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2117,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2118,Water,Water,Water,Water,Water,NULL,NULL,Water
2119,Water,Water,Water,Water,Water,NULL,NULL,Forest
2120,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2121,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2122,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2123,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2124,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2125,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2126,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2127,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2128,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2129,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2130,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2131,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2132,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
2133,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2134,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2135,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2136,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2137,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2138,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2139,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2140,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2141,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2142,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2143,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2144,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2145,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2146,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2147,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2148,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2149,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2150,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2151,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2152,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2153,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2154,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2155,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2156,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2157,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2158,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2159,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2160,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2161,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2162,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2163,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2164,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2165,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2166,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2167,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2168,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2169,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2170,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2171,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2172,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2173,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2174,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2175,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2176,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2177,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2178,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2179,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2180,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2181,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2182,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2183,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2184,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2185,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2186,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
