Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
1218,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1219,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1220,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1221,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1222,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1223,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1224,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1225,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1226,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1227,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1228,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1229,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1230,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1231,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1232,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1233,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1234,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1235,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1236,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1237,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1238,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1239,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1241,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1242,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1243,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1244,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1245,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1246,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1247,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1248,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1249,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1250,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1251,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1252,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1253,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1254,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1255,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
1256,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1257,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1258,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1259,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1260,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1261,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1262,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1263,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1264,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1265,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1266,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1267,NULL,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
1268,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1269,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1270,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1271,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1272,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1273,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1274,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1275,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1276,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1277,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1278,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1279,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1280,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1281,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1282,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1283,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1284,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1285,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1286,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1287,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1288,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1289,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1290,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1291,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
1292,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1293,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1294,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1295,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1296,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1297,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1298,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1299,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1300,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1301,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1302,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1303,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1304,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1305,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1306,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1307,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1308,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1309,NULL,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
1310,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1311,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1312,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1313,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1314,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1315,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1316,NULL,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
1317,NULL,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
1318,NULL,Forest,Water,NULL,Water,Wetland,Grassland,Forest
1319,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1320,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1321,NULL,Forest,Water,NULL,Water,Water,Water,Wetland
1322,NULL,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
1323,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
1324,NULL,Forest,Water,Non_Water,Water,Water,Grassland,Wetland
1325,NULL,Forest,Water,Non_Water,Water,Water,Water,Wetland
1326,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1327,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1328,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1329,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1330,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1331,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1332,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1333,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1334,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1335,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1336,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1337,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1338,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1339,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1340,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1341,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1342,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1343,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1344,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1345,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1346,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1347,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1348,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1349,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1350,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1351,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1352,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1353,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1354,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1355,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1356,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1357,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1358,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1359,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
1360,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1361,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1362,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1363,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1364,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1365,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1366,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1367,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1368,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1369,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1370,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1371,NULL,Forest,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1372,NULL,Forest,Forest,Water,Non_Wetland,Water,Forest,Wetland
1373,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
1374,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1375,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1376,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1377,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1378,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1379,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1380,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1381,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1382,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1383,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
1384,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1385,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1386,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1387,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1388,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1389,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1390,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1391,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1392,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1394,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1395,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1396,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1397,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1398,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1399,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1400,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1401,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
1402,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1403,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1404,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1405,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1406,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1407,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1408,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1409,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1410,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1411,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1412,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1413,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1414,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1415,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1416,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1417,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1418,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1419,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1420,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1421,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1422,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
1423,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1424,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
1425,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1426,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1427,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1428,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1429,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1430,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1431,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1432,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1433,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1434,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1435,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1436,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1438,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1439,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1440,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1441,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1442,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1443,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1444,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1445,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1446,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
1447,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1448,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1449,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1450,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1451,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
1452,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1453,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1454,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1455,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1456,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
1457,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1458,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1459,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1460,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1461,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1462,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1463,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1464,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
1499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
1530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
