Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMS_M_R
12716,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12717,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12718,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
12719,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12720,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
12721,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12722,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
12723,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
12724,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
12725,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12726,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
12727,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
12728,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
12729,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12730,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
12731,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12732,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12733,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12734,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
12735,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
12736,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12737,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
12738,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12739,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
12740,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
12741,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12742,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
12743,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12744,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
12745,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12746,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
12747,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12748,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
12749,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
12750,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
12751,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
12752,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
12753,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
12754,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
12755,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12756,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
12757,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
12758,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
12759,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
12760,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12761,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
12762,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
12763,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
12764,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
12765,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
12766,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
12767,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
12768,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
12769,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
12770,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
12771,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12772,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
12773,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
12774,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
12775,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
12776,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
12777,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
12778,Water,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
12779,Water,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
12780,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
12781,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
12782,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
12783,Water,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
12784,Water,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
12785,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
12786,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12787,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
12788,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
12789,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
12790,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
12791,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
12792,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
12793,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
12794,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12795,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
12796,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
12797,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
12798,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
12799,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
12800,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
12801,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
12802,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
12803,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
12804,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
12805,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
12806,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12807,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
12808,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
12809,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
12810,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Cropland
12811,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
12812,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
12813,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
12814,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12815,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12816,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
12817,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
12818,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
12819,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
12820,Water,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
12821,Water,NULL,Wetland,Water,Wetland,Built-up,Bareland,Grassland
12822,Water,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
12823,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
12824,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
12825,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
12826,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
12827,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
12828,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
12829,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
12830,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
12831,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
12832,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
12833,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
12834,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
12835,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
12836,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
12837,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Cropland
12838,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
12839,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
12840,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
12841,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
12842,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
12843,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
12844,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
12845,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
12846,Water,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
12847,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
12848,Water,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
12849,Water,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
12850,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
12851,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
12852,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
12853,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
12854,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
12855,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
12856,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
12857,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
12858,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12859,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12860,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12861,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12862,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12863,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12864,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12865,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12866,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
12867,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
12868,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12869,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12870,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12871,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12872,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12873,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12874,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12875,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
12876,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
12877,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12878,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
12879,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
12880,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
12881,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12882,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12883,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12884,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
12885,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12886,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12887,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
12888,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12889,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
12890,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12891,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
12892,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
12893,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
12894,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12895,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
12896,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
12897,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
12898,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
12899,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
12900,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12901,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
12902,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
12903,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
12904,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
12905,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
12906,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
12907,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
12908,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12909,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12910,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12911,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12912,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12913,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12914,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12915,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12916,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12917,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12918,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12919,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12920,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12921,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
12922,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12923,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12924,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
12925,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
12926,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12927,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
12928,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
12929,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
12930,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
12931,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
12932,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
12933,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
12934,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
12935,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
12936,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
12937,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
12938,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
12939,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
12940,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
12941,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
12942,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
12943,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
12944,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
12945,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
12946,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
12947,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
12948,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
12949,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
12950,Water,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
12951,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12952,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12953,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12954,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12955,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12956,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12957,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12958,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
12959,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
12960,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
12961,Water,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
12962,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
12963,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Forest,Grassland
12964,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
12965,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
12966,Water,NULL,Water,NULL,Water,NULL,Wetland,Wetland
12967,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
12968,Water,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
12969,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
12970,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
12971,Water,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
12972,Water,NULL,Water,NULL,Water,Grassland,Wetland,Forest
12973,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
12974,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
12975,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
12976,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
12977,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
12978,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
12979,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
12980,Water,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
12981,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
12982,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12983,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
12984,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
12985,Water,NULL,Water,NULL,Water,Wetland,Water,Water
12986,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
12987,Water,NULL,Water,NULL,Water,Wetland,Forest,Grassland
12988,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12989,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
12990,Water,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
12991,Water,NULL,Water,NULL,Water,Bareland,Wetland,Water
12992,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
12993,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
12994,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
12995,Water,NULL,Water,NULL,Water,Water,Grassland,Water
12996,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
12997,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
12998,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
12999,Water,NULL,Water,NULL,Water,Water,Wetland,Water
13000,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
13001,Water,NULL,Water,NULL,Water,Water,Bareland,Bareland
13002,Water,NULL,Water,NULL,Water,Water,Water,Grassland
13003,Water,NULL,Water,NULL,Water,Water,Water,Wetland
13004,Water,NULL,Water,NULL,Water,Water,Water,Water
13005,Water,NULL,Water,NULL,Water,Water,Water,Forest
13006,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
13007,Water,NULL,Water,NULL,Water,Water,Forest,Wetland
13008,Water,NULL,Water,NULL,Water,Water,Forest,Bareland
13009,Water,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
13010,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
13011,Water,NULL,Water,Non_Water,Water,NULL,Water,Wetland
13012,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
13013,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
13014,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
13015,Water,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
13016,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
13017,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
13018,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
13019,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Cropland
13020,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
13021,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
13022,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
13023,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
13024,Water,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
13025,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
13026,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
13027,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
13028,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
13029,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
13030,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
13031,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
13032,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
13033,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
13034,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
13035,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
13036,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
13037,Water,NULL,Water,Non_Water,Water,Water,Water,Water
13038,Water,NULL,Water,Water,Water,NULL,Grassland,Wetland
13039,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
13040,Water,NULL,Water,Water,Water,NULL,Water,Wetland
13041,Water,NULL,Water,Water,Water,NULL,Water,Water
13042,Water,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
13043,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
13044,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
13045,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
13046,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
13047,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
13048,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
13049,Water,NULL,Water,Water,Water,Grassland,Water,Water
13050,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
13051,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
13052,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
13053,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
13054,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
13055,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
13056,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
