Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
5021,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5022,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5023,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5024,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5025,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5026,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5027,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5028,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5029,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5030,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5031,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5032,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5033,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5034,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5035,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5036,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
5037,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5038,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5039,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5040,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5041,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5042,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5043,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5044,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5045,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5046,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5047,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5048,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5049,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5050,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5051,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5052,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5053,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5054,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5055,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5056,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5057,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5058,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5059,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5060,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5061,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5062,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5063,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5064,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5065,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5066,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5067,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5068,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5069,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5070,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5071,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5072,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5073,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5074,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5075,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5076,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5077,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5078,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5079,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5080,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5081,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5082,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5083,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5084,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5085,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5086,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5087,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5088,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5089,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5090,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5091,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5092,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5093,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5094,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5095,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5096,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5097,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5098,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5099,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5100,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5101,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5102,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5103,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5104,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5105,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5106,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5107,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5108,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5109,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5110,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5111,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5112,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5113,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5114,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5115,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5116,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5117,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5118,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5119,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5120,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5121,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5122,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5123,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5124,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5125,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5126,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5127,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5128,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5129,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5130,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5131,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5132,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5133,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5134,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5135,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5136,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5137,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5138,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5139,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5140,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5141,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5142,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5143,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5144,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5145,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5146,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5147,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5148,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5149,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5150,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5151,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5152,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5153,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5154,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5155,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5156,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5157,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5158,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5159,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5160,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5161,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5162,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5163,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5164,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
5165,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5166,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5167,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5168,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5169,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5170,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5171,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5172,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5173,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5174,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5175,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5176,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5177,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5178,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5179,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5180,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5181,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
5182,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5183,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5184,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5185,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5186,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
5187,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5188,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5189,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5190,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5191,Bareland,NULL,Water,NULL,Water,Cropland,NULL,Bareland
5192,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5193,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5194,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5195,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5196,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5197,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5198,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5199,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5200,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5201,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5202,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5203,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5204,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5205,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5206,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5207,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5208,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5209,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5210,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5211,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5212,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5213,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5214,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5215,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5216,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
5217,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5218,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5219,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5220,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5221,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5222,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5223,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5224,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5225,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5226,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5227,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5228,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5229,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5230,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5231,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5232,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5233,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5234,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5235,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5236,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5237,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5238,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5239,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5240,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5241,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5242,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5243,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5244,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5245,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5246,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5247,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5248,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5249,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5250,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5251,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5252,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5253,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5254,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5255,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5256,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5257,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5258,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5259,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5260,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5261,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5262,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5263,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5264,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5265,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5266,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5267,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
5268,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5269,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5270,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5271,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5272,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5273,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5274,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5275,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5276,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5277,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5278,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5279,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5280,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5281,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5282,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5283,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5284,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5285,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5286,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5287,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5288,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5289,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5290,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5291,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5292,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5293,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5294,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5295,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5296,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5297,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5298,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5299,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5300,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5301,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5302,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5303,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5304,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5305,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5306,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5307,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5308,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5309,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5310,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5311,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5312,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5313,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5314,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5315,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5316,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5317,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5318,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5319,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5320,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5321,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5322,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5323,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5324,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5325,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5326,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5327,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5328,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5329,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
5330,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5331,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5332,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5333,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
