Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEL_M_R
1305,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
1306,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1307,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1308,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1309,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1310,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1311,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1312,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1313,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1314,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1315,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1316,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1317,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1318,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1319,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1320,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1321,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1322,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1323,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1324,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1325,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1326,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1327,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1328,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1329,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1330,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
1331,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1332,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1333,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1334,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1335,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1336,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1337,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1338,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1339,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
1340,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1341,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1342,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1343,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1344,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1345,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1346,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1347,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1348,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
1349,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1350,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1351,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1352,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1353,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1354,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1355,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1356,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1357,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1358,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
1359,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
1360,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1361,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1362,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1363,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
1364,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1365,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1366,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
1367,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1368,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1369,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1370,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1371,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1372,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
1373,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1374,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1375,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1376,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1377,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1378,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1379,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Water,Grassland
1380,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1381,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1382,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1383,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1384,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1385,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1386,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1387,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1388,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1389,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1390,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1391,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1392,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1393,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1394,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1395,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1396,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1397,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1398,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1399,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1400,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1401,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1402,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1403,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1404,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1405,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1406,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1407,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1408,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1409,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1410,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1411,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1412,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1413,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1414,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1415,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1416,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1417,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1418,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1419,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1420,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1421,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1422,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1423,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1424,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1425,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
1426,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1427,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1428,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1429,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1430,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1431,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1432,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1433,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1434,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1435,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1436,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1437,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1438,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1439,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1440,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1441,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1442,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1443,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1444,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1445,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1446,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1447,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1448,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1449,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1450,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1451,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1452,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1453,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1454,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1455,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1456,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1457,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1458,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1459,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1460,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
1461,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1462,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1463,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1464,Grassland,NULL,Water,NULL,Water,Grassland,Water,Water
1465,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
1466,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1467,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1468,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1469,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1470,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Water
1471,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1472,Grassland,NULL,Water,NULL,Water,Bareland,Water,Water
1473,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1474,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1475,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1476,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
1477,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
1478,Grassland,NULL,Water,NULL,Water,Water,Water,Water
1479,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Water
1480,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1481,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1482,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1483,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1484,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1485,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1486,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1487,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1488,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1489,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1490,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1491,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1492,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1493,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
1494,Grassland,NULL,Water,Water,Water,NULL,Water,Water
1495,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1496,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1497,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
1498,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1499,Grassland,NULL,Water,Water,Water,Grassland,Forest,Water
1500,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
1501,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1502,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1503,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1504,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1505,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1506,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
1507,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1508,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1509,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1510,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1511,Grassland,NULL,Water,Water,Water,Water,Water,Water
1512,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1514,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1515,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1516,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1517,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1518,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1519,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1520,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1521,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1522,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1523,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1524,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1525,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1526,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1527,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1528,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1529,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1530,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1531,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1532,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1533,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1534,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1535,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1536,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1537,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1538,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1539,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1540,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1541,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1542,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1543,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1544,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1545,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1546,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1547,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1548,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1549,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1550,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1551,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1552,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1553,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1554,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1555,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1556,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1557,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1558,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1559,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1560,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1561,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1562,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1563,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1564,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1565,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1566,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1567,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1568,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1569,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1570,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1571,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1572,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1573,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1574,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1575,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1576,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1577,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1578,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1579,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1580,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1581,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1582,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1583,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1584,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1585,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1586,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1587,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1588,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1589,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1590,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1591,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1592,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1593,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1594,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1595,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
1596,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1597,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1598,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1599,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1600,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1601,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1602,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1603,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1604,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1605,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1606,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1607,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1608,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
1609,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1610,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1611,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1612,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1613,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1614,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1615,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1616,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1617,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1618,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1619,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1622,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1623,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1624,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1625,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
