Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R
2133,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2134,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2135,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2136,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2137,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2138,Forest,Forest,Forest,NULL,Non_Wetland,Water
2139,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2140,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2141,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2142,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2143,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2144,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2145,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2146,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2147,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2148,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2149,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2150,Forest,Forest,Forest,Water,Non_Wetland,Built-up
2151,Forest,Forest,Forest,Water,Non_Wetland,Water
2152,Forest,Forest,Forest,Water,Non_Wetland,Forest
