Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUJ_M_R
1586,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1587,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1588,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1589,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1590,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1591,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1592,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1593,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1594,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1595,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1596,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1597,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1598,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1599,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1600,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1601,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1602,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1603,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1604,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1605,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1606,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1607,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1608,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1609,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1610,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1611,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1612,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1613,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1614,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1615,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1616,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1639,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1640,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1641,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1642,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1643,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1644,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1645,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1646,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1647,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1648,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1649,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1650,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1651,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1652,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1653,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1654,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1655,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1656,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1657,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1658,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1659,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1660,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1661,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1662,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1663,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1664,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1665,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1666,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1667,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1668,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1669,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1670,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1671,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1672,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1673,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1674,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1675,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1676,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1677,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1678,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1679,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1680,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1681,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1682,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1683,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1684,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1685,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1686,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1687,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1688,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1689,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1690,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1691,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1692,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1693,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1694,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1695,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1696,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1697,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1698,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1699,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1700,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1701,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1702,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1703,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1704,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1705,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1706,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1707,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1708,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1709,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1710,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1711,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1712,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1713,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1714,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1715,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1716,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1717,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1718,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1719,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1720,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1721,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1722,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1723,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1725,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1726,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1727,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1728,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1729,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1730,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1731,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1732,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1733,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1734,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1735,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1736,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1737,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1738,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1739,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1740,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1741,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1742,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1743,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1744,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1745,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1746,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1747,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1748,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1749,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1751,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1754,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1755,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1756,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1757,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1758,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1759,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1760,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1761,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1762,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1763,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1764,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1765,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1766,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1767,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1768,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1779,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1780,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1781,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1783,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1784,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1785,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1786,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1787,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1788,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1789,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1790,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1791,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1792,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1793,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1794,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1795,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1796,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1797,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1798,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1799,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1800,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1807,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1808,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1830,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1831,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1832,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1833,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1834,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1835,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1836,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
1837,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1838,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1839,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1840,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1841,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1842,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1843,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1844,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1845,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1846,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1847,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1848,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1849,Cropland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
1850,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1851,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1852,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1853,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1854,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1855,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1856,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1857,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1858,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1859,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1860,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1861,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1862,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1863,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1864,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1865,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1866,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1867,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1868,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1869,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1870,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1871,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1872,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1873,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1874,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1875,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1876,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
