Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
1118,Wetland,Cropland,Water,Non_Water,Water,Water,Wetland,Grassland
1119,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1120,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1121,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1122,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1123,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1124,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1125,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1126,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1127,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1128,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
1129,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1130,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1131,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1132,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1133,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1134,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1135,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1136,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1137,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1138,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1139,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1140,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1141,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1142,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1143,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1144,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
1145,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1146,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1147,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1148,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1149,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1150,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1151,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1152,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1153,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1154,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
1155,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1156,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1157,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
1158,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
1159,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
1160,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1161,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1162,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1163,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1164,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1165,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1166,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
1167,Wetland,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
1168,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Water
1169,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
1170,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
1171,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
1172,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
1173,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
1174,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
1175,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1176,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1177,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1178,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1179,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1180,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1181,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1182,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1183,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1184,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1185,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1186,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1187,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1188,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
1189,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1190,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1191,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Water
1192,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1193,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1194,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1195,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1196,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1197,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1198,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1199,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1200,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1201,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1202,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1203,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1204,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1205,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1206,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
1207,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
1208,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
1209,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1210,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1211,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1212,Wetland,Water,Water,Water,Water,Water,Water,Water
1213,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1214,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1215,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1216,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1217,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1218,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1219,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1220,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1221,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1222,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1223,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1224,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1225,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1226,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1227,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1228,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1229,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1230,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1231,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1232,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1233,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1234,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1235,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1236,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1237,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1238,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1240,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1242,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1243,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1244,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1245,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1246,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1247,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1248,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1249,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1250,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1251,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1252,Bareland,Wetland,Water,Water,Water,Water,Water,Water
1253,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1256,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
1257,Bareland,Water,Water,Water,Water,Water,Water,Water
1258,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1259,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1260,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1261,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1262,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1263,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1264,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1265,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1266,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1268,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1269,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1271,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1272,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1273,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1274,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1275,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1276,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1277,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1278,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1279,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1280,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1281,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1283,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1284,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1285,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1286,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1287,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1288,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1289,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1290,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1291,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1292,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1293,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1294,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1295,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1296,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1297,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1298,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1299,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1300,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1301,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1302,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1303,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1304,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1305,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1306,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
1307,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1308,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1309,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1310,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1311,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1312,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1313,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1314,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
1315,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1316,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1317,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1318,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1319,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1320,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1321,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1322,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1323,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1324,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1325,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1326,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1327,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1328,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1329,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1330,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1331,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1332,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1333,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1334,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1335,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1336,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1337,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1338,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1339,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1340,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1341,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1342,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1343,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1344,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1345,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1346,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1347,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1348,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1349,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1350,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1351,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1352,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1353,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1354,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1355,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1356,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
1357,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1358,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1359,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1360,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1361,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1362,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1363,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1364,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1365,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1366,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1367,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1368,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1369,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1370,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
1371,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1372,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1373,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
1374,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1375,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1376,Water,NULL,Water,NULL,Water,Wetland,Water,Water
1377,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
1378,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1379,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
1380,Water,NULL,Water,NULL,Water,Water,Grassland,Water
1381,Water,NULL,Water,NULL,Water,Water,Wetland,Water
1382,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1383,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1384,Water,NULL,Water,NULL,Water,Water,Water,Bareland
1385,Water,NULL,Water,NULL,Water,Water,Water,Water
1386,Water,NULL,Water,NULL,Water,Water,Water,Forest
1387,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
1388,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1389,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1390,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1391,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
1392,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1393,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
1394,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1395,Water,NULL,Water,Water,Water,NULL,Wetland,Water
1396,Water,NULL,Water,Water,Water,NULL,Water,Grassland
1397,Water,NULL,Water,Water,Water,NULL,Water,Water
1398,Water,NULL,Water,Water,Water,NULL,Water,Forest
1399,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
1400,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1401,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1402,Water,NULL,Water,Water,Water,Wetland,Bareland,Grassland
1403,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1404,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1405,Water,NULL,Water,Water,Water,Wetland,Water,Water
1406,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1407,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
1408,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
1409,Water,NULL,Water,Water,Water,Bareland,Water,Water
1410,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1411,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1412,Water,NULL,Water,Water,Water,Water,Wetland,Water
1413,Water,NULL,Water,Water,Water,Water,Water,Grassland
1414,Water,NULL,Water,Water,Water,Water,Water,Wetland
1415,Water,NULL,Water,Water,Water,Water,Water,Bareland
1416,Water,NULL,Water,Water,Water,Water,Water,Water
1417,Water,NULL,Water,Water,Water,Water,Water,Forest
1418,Water,NULL,Water,Water,Water,Water,Forest,Water
1419,Water,NULL,Water,Water,Water,Forest,Water,Forest
1420,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1421,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1422,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1423,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1424,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1425,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1426,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1427,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1428,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1429,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1430,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1431,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1432,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1433,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1434,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1435,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1436,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1437,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1438,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1439,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1440,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1441,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1442,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1443,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1444,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1445,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1446,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1447,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1448,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1449,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1450,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1451,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1452,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1453,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1454,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
