Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCS_M_R
1122,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1123,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1124,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1125,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1126,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1127,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1128,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1129,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1130,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1131,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1132,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1133,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1134,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1135,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1136,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1137,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1138,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1139,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1140,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1141,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1142,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1143,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1144,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1145,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1146,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1147,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1148,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1149,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1150,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1151,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1152,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1153,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1154,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1155,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1156,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1157,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1158,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1159,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1160,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1161,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1162,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1163,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1164,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1165,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1166,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1167,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1168,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1169,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1170,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1171,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1172,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1173,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1174,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1175,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1176,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1177,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1178,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
1179,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1180,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1181,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1182,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1183,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1184,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1185,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1186,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1187,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1188,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1189,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1190,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1191,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1192,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1193,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1194,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1195,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1196,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1197,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1198,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1199,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1200,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1201,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1202,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1203,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1204,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1205,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1206,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1207,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1208,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1209,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1210,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1211,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1212,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1213,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1214,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1215,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1216,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1217,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1218,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1219,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1220,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1221,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1222,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1223,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1224,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1225,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1226,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1227,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1228,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1229,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1230,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1231,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1232,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1233,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1234,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1235,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1236,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1237,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1238,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1239,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1240,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1241,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1242,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1243,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1244,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1245,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1246,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1247,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1248,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1249,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1250,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1251,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1252,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1253,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1254,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1255,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Water
1256,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1257,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1258,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1259,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1260,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1261,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1262,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1263,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1264,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1265,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1266,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1267,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1268,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1269,Water,Water,Water,NULL,Water,NULL,Water,Water
1270,Water,Water,Water,NULL,Water,NULL,Water,Forest
1271,Water,Water,Water,NULL,Water,NULL,Forest,Water
1272,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1273,Water,Water,Water,NULL,Water,Grassland,Forest,Water
1274,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1275,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1276,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1277,Water,Water,Water,NULL,Water,Wetland,Water,Water
1278,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1279,Water,Water,Water,NULL,Water,Bareland,Water,Water
1280,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
1281,Water,Water,Water,NULL,Water,Water,Grassland,Water
1282,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1283,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1284,Water,Water,Water,NULL,Water,Water,Wetland,Water
1285,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1286,Water,Water,Water,NULL,Water,Water,Water,Grassland
1287,Water,Water,Water,NULL,Water,Water,Water,Bareland
1288,Water,Water,Water,NULL,Water,Water,Water,Water
1289,Water,Water,Water,NULL,Water,Water,Water,Forest
1290,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1291,Water,Water,Water,NULL,Water,Water,Forest,Water
1292,Water,Water,Water,NULL,Water,Water,Forest,Forest
1293,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1294,Water,Water,Water,NULL,Water,Forest,Water,Water
1295,Water,Water,Water,NULL,Water,Forest,Water,Forest
1296,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1297,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1298,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1299,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1300,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1301,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1302,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1303,Water,Water,Water,Non_Water,Water,Water,Water,Water
1304,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1305,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1306,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
1307,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1308,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1309,Water,Water,Water,Water,Water,NULL,Wetland,Water
1310,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1311,Water,Water,Water,Water,Water,NULL,Water,Wetland
1312,Water,Water,Water,Water,Water,NULL,Water,Water
1313,Water,Water,Water,Water,Water,NULL,Water,Forest
1314,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1315,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1316,Water,Water,Water,Water,Water,Grassland,Water,Water
1317,Water,Water,Water,Water,Water,Grassland,Water,Forest
1318,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1319,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1320,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1321,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1322,Water,Water,Water,Water,Water,Wetland,Water,Water
1323,Water,Water,Water,Water,Water,Wetland,Water,Forest
1324,Water,Water,Water,Water,Water,Water,Grassland,Water
1325,Water,Water,Water,Water,Water,Water,Grassland,Forest
1326,Water,Water,Water,Water,Water,Water,Wetland,Water
1327,Water,Water,Water,Water,Water,Water,Wetland,Forest
1328,Water,Water,Water,Water,Water,Water,Water,Grassland
1329,Water,Water,Water,Water,Water,Water,Water,Wetland
1330,Water,Water,Water,Water,Water,Water,Water,Bareland
1331,Water,Water,Water,Water,Water,Water,Water,Water
1332,Water,Water,Water,Water,Water,Water,Water,Forest
1333,Water,Water,Water,Water,Water,Water,Forest,Water
1334,Water,Water,Water,Water,Water,Water,Forest,Forest
1335,Water,Water,Water,Water,Water,Forest,Wetland,Water
1336,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1337,Water,Water,Water,Water,Water,Forest,Water,Wetland
1338,Water,Water,Water,Water,Water,Forest,Water,Water
1339,Water,Water,Water,Water,Water,Forest,Water,Forest
1340,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1341,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1342,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1343,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1344,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1345,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1346,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1347,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1348,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1349,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1350,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1351,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1352,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1353,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1354,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1355,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1356,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1357,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1358,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1359,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1360,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1361,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1362,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1363,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1364,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1365,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1366,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1367,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1368,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1369,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1370,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1371,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1372,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1373,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1374,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1375,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1376,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1377,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1378,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1379,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1380,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1381,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1382,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1383,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1384,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1385,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1386,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1387,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1388,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1389,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1390,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1391,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1392,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1393,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1394,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1395,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1396,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1397,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1398,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1399,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1400,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1401,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1402,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1403,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1404,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1405,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1406,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1407,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1408,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1409,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1410,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1411,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1412,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1413,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1414,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1415,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1416,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1417,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1418,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1419,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1420,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1421,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1422,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1423,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1424,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1425,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1426,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1427,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1428,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1429,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1430,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1431,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1432,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1433,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1434,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1435,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1436,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1437,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1438,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1439,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1440,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1441,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1442,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1443,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1444,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1445,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1446,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1447,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1448,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1449,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1450,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1451,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1452,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1453,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1454,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1455,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1456,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1457,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1458,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1459,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1460,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1461,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1462,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1463,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1464,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1465,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1466,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1467,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1468,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
