Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKV_M_R
14568,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14569,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14570,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
14571,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14572,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14573,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14574,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14575,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
14576,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
14577,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14578,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14579,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14580,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14581,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14582,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14583,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
14584,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
14585,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14586,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14587,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
14588,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14589,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14590,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
14591,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
14592,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
14593,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14594,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14595,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14596,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14597,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
14598,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
14599,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
14600,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14601,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14602,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
14603,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14604,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14605,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
14606,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14607,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14608,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
14609,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14610,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14611,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
14612,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14613,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14614,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14615,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14616,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
14617,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
14618,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14619,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
14620,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
14621,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14622,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
14623,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14624,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14625,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14626,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
14627,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14628,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
14629,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
14630,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14631,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
14632,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
14633,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14634,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14635,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14636,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
14637,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14638,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
14639,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14640,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14641,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14642,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14643,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
14644,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14645,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14646,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14647,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14648,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14649,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14650,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14651,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14652,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14653,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14654,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14655,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14656,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
14657,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
14658,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14659,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14660,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14661,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14662,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
14663,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
14664,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14665,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14666,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14667,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14668,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
14669,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14670,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
14671,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14672,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14673,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
14674,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Water
14675,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
14676,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
14677,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
14678,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
14679,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
14680,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
14681,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
14682,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
14683,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14684,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
14685,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
14686,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14687,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
14688,Water,Cropland,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
14689,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14690,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14691,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14692,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14693,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
14694,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14695,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14696,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14697,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14698,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14699,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14700,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14701,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
14702,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14703,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14704,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14705,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
14706,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
14707,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14708,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14709,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
14710,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14711,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14712,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14713,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14714,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14715,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14716,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14717,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14718,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14719,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14720,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14721,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14722,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
14723,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14724,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
14725,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
14726,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14727,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
14728,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
14729,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
14730,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
14731,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14732,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14733,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14734,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14735,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14736,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14737,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14738,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14739,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14740,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
14741,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14742,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
14743,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14744,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14745,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14746,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14747,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14748,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
14749,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14750,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
14751,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
14752,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
14753,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14754,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
14755,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
14756,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
14757,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
14758,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
14759,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14760,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
14761,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
14762,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14763,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
14764,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
14765,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
14766,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
14767,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14768,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14769,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
14770,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
14771,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14772,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14773,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14774,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14775,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
14776,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14777,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14778,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
14779,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14780,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14781,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14782,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
14783,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14784,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
14785,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14786,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14787,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14788,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14789,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
14790,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14791,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14792,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14793,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
14794,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
14795,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14796,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,NULL
14797,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14798,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
14799,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14800,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
14801,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14802,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
14803,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14804,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
14805,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
14806,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14807,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
14808,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
14809,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14810,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
14811,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14812,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14813,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14814,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14815,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14816,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14817,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14818,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
14819,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14820,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
14821,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
14822,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14823,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
14824,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14825,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14826,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14827,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14828,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14829,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14830,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
14831,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
14832,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14833,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14834,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14835,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
14836,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14837,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14838,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14839,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
14840,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14841,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14842,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
14843,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14844,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
14845,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14846,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14847,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14848,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14849,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
14850,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14851,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
14852,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
14853,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
14854,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14855,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
14856,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14857,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Water
14858,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
14859,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
14860,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
14861,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
14862,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
14863,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14864,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14865,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
14866,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
14867,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
14868,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
14869,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
14870,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
14871,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14872,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
14873,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
14874,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14875,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14876,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
14877,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
