Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCG_M_R
4087,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4088,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4089,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4090,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4091,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4092,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4093,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4094,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
4095,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4096,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4097,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4098,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4099,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4100,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4101,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4102,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4103,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4104,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4105,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4106,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4107,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4108,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4109,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4110,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4111,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4112,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4113,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4114,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4115,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4116,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4117,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4118,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4119,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4120,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4121,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4122,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4123,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4124,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4125,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4126,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4127,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4128,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4129,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4130,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4131,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4132,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4133,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4134,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4135,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4136,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4137,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4138,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4139,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4140,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4141,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4142,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4143,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4144,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4145,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4146,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4147,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4148,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4149,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4150,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4151,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4152,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4153,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4154,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4155,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4156,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4157,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4158,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4159,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4160,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4161,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4162,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4163,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4164,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4165,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4166,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4167,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4168,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4169,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4170,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4171,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4172,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4173,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4174,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4175,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4176,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4177,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4178,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4179,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4180,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4181,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4182,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4183,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4184,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4185,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4186,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4187,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4188,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4189,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4190,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4191,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4192,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4193,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4194,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4195,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4196,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4197,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4198,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4199,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4200,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4201,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4202,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4203,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4204,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4205,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4206,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4207,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4208,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4209,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4210,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4211,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
4212,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4213,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4214,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4215,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4216,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4217,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4218,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4219,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4220,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4221,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4222,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4223,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4224,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4225,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4226,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4227,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4228,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4229,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4230,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4231,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4232,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4233,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4234,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4235,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4236,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4237,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4238,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4239,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4240,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4241,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4242,Grassland,Forest,Water,NULL,Water,Bareland,NULL,Water
4243,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
4244,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4245,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4246,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4247,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4248,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4249,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4250,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4251,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4252,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4253,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4254,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4255,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4256,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4257,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4258,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4259,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4260,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4261,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4262,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4263,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4264,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
4265,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4266,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4267,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4268,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4269,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4270,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4271,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4272,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4273,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4274,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4275,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4276,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4277,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4278,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4279,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4280,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4281,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4282,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4283,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4284,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4285,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4286,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4287,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4288,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4289,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4290,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4291,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4292,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
4293,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4294,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4295,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4296,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4297,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4298,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4299,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4300,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4301,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4302,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4303,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4304,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4305,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4306,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4307,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4308,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4309,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4310,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4311,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4312,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4313,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4314,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4315,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4316,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4317,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4318,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4319,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4320,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4321,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4322,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4323,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4324,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4325,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4326,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4327,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4328,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4329,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4330,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4331,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4332,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4333,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4334,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4335,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4336,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4337,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4338,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4339,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4340,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4341,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4342,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4343,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4344,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4345,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4346,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
4347,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4348,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4349,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4350,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4351,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4352,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4353,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4354,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4355,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4356,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4357,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4358,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4359,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4360,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4361,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4362,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4363,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4364,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4365,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4366,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4367,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4368,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4369,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4370,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4371,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4372,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4373,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4374,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4375,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4376,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4377,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4378,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4379,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4380,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4381,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4382,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4383,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4384,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4385,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4386,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4387,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4388,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4389,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4390,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4391,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4392,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4393,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4394,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4395,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4396,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4397,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4398,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4399,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
