Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
8909,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8910,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8911,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8912,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8913,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8914,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8915,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8916,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8917,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8918,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8919,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8920,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8921,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8922,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8923,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8924,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8925,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8926,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
8927,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8928,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8929,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
8930,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
8931,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8932,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8933,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8934,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
8935,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Water
8936,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8937,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8938,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8939,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8940,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8941,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8942,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
8943,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8944,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
8945,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8946,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Cropland
8947,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Water
8948,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8949,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8950,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8951,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8952,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
8953,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Water
8954,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8955,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
8956,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
8957,Water,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Forest
8958,Water,Cropland,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8959,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8960,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8961,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8962,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8963,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8964,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8965,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8966,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8967,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8968,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8969,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8970,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8971,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8972,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8973,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8974,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8975,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8976,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8977,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8978,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8979,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8980,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
8981,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8982,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8983,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8984,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8985,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8986,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8987,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8988,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8989,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8990,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8991,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8992,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8993,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8994,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8995,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8996,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8997,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
8998,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8999,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9000,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9001,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9002,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
9003,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9004,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9005,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9006,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9007,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9008,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9009,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9010,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9011,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9012,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9013,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9014,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9015,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9016,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9017,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9018,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9019,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9020,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9021,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9022,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9023,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9024,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9025,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9026,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9027,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9028,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9029,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9030,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9031,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9032,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9033,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9034,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9035,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
9036,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9037,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9038,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
9039,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
9040,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9041,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9042,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9043,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9044,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
9045,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
9046,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
9047,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9048,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9049,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
9050,Water,Cropland,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
9051,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9052,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9053,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9054,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9055,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9056,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9057,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9058,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9059,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9060,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9061,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9062,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9063,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
9064,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9065,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9066,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9067,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9068,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9069,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9070,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9071,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
9072,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9073,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9074,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
9075,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9076,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9077,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9078,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
9079,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9080,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9081,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9082,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9083,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9084,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9085,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9086,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9087,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9088,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9089,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9090,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9091,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9092,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9093,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9094,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
9095,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9096,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9097,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9098,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9099,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9100,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9101,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9102,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9103,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9104,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
9105,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9106,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9107,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9108,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9109,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9110,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9111,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9112,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9113,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9114,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9115,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9116,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9117,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9118,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
9119,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9120,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9121,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9122,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9123,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9124,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9125,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
9126,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9127,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9128,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9129,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9130,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
9131,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9132,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9133,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9134,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9135,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
9136,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9137,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9138,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
9139,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
9140,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9141,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
9142,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9143,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
9144,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
9145,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9146,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9147,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9148,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9149,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9150,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
9151,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9152,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
9153,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9154,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9155,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
9156,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9157,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9158,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9159,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9160,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9161,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
9162,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
9163,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9164,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9165,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
9166,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
9167,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
9168,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
9169,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
9170,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
9171,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
9172,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9173,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
9174,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
9175,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
9176,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
9177,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9178,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9179,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9180,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
9181,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9182,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
9183,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9184,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
9185,Water,Cropland,Cropland,Water,Non_Wetland,Forest,Wetland,Grassland
9186,Water,Cropland,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
9187,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9188,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Cropland
9189,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9190,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
9191,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9192,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
9193,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
9194,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Water
9195,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9196,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9197,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9198,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9199,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9200,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9201,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
9202,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
9203,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
9204,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
9205,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Bareland
9206,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
9207,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
9208,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
9209,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
9210,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9211,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
9212,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
9213,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
9214,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
9215,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Forest
9216,Water,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Forest
9217,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
9218,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
9219,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Forest
9220,Water,Cropland,Wetland,Water,Wetland,Bareland,Forest,Water
9221,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
9222,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
9223,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Water
9224,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9225,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9226,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
9227,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
9228,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9229,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
9230,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
9231,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9232,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9233,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
9234,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
9235,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
9236,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
