Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R
4967,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
4968,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
4969,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Wetland
4970,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Water
4971,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
4972,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4973,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
4974,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4975,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4976,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4977,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
4978,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4979,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
4980,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
4981,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Water
4982,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
4983,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
4984,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4985,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
4986,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
4987,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
4988,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Water
4989,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4990,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4991,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Water
4992,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4993,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4994,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4995,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4996,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4997,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
4998,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4999,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5000,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5001,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5002,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5003,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5004,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5005,Grassland,Wetland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
5006,Grassland,Wetland,Built-up,Water,Non_Wetland,Bareland,Grassland,Built-up
5007,Grassland,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
5008,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
5009,Grassland,Wetland,Water,NULL,Water,Grassland,Water,Grassland
5010,Grassland,Wetland,Water,NULL,Water,Grassland,Forest,Water
5011,Grassland,Wetland,Water,NULL,Water,Grassland,Forest,Forest
5012,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Water
5013,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
5014,Grassland,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
5015,Grassland,Wetland,Water,NULL,Water,Wetland,Forest,Water
5016,Grassland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
5017,Grassland,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
5018,Grassland,Wetland,Water,NULL,Water,Bareland,Forest,Water
5019,Grassland,Wetland,Water,NULL,Water,Bareland,Forest,Forest
5020,Grassland,Wetland,Water,NULL,Water,Water,Forest,Forest
5021,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
5022,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
5023,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
5024,Grassland,Wetland,Water,Non_Water,Water,Grassland,Forest,Grassland
5025,Grassland,Wetland,Water,Non_Water,Water,Grassland,Forest,Water
5026,Grassland,Wetland,Water,Non_Water,Water,Grassland,Forest,Forest
5027,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
5028,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
5029,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
5030,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5031,Grassland,Wetland,Water,Non_Water,Water,Wetland,Forest,Grassland
5032,Grassland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
5033,Grassland,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
5034,Grassland,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
5035,Grassland,Wetland,Water,Non_Water,Water,Bareland,Grassland,Grassland
5036,Grassland,Wetland,Water,Non_Water,Water,Bareland,Grassland,Forest
5037,Grassland,Wetland,Water,Non_Water,Water,Bareland,Water,NULL
5038,Grassland,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
5039,Grassland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
5040,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
5041,Grassland,Wetland,Water,Non_Water,Water,Water,Water,NULL
5042,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5043,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Water
5044,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Forest
5045,Grassland,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
5046,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
5047,Grassland,Wetland,Water,Water,Water,Grassland,Grassland,Water
5048,Grassland,Wetland,Water,Water,Water,Grassland,Water,Forest
5049,Grassland,Wetland,Water,Water,Water,Grassland,Forest,Grassland
5050,Grassland,Wetland,Water,Water,Water,Grassland,Forest,Water
5051,Grassland,Wetland,Water,Water,Water,Grassland,Forest,Forest
5052,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
5053,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Water
5054,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
5055,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
5056,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5057,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
5058,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
5059,Grassland,Wetland,Water,Water,Water,Wetland,Forest,Grassland
5060,Grassland,Wetland,Water,Water,Water,Wetland,Forest,Water
5061,Grassland,Wetland,Water,Water,Water,Wetland,Forest,Forest
5062,Grassland,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
5063,Grassland,Wetland,Water,Water,Water,Bareland,Water,Grassland
5064,Grassland,Wetland,Water,Water,Water,Water,Grassland,Grassland
5065,Grassland,Wetland,Water,Water,Water,Water,Grassland,Water
5066,Grassland,Wetland,Water,Water,Water,Water,Grassland,Forest
5067,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
5068,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
5069,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
5070,Grassland,Wetland,Water,Water,Water,Water,Water,Water
5071,Grassland,Wetland,Water,Water,Water,Water,Forest,Grassland
5072,Grassland,Wetland,Water,Water,Water,Water,Forest,Water
5073,Grassland,Wetland,Water,Water,Water,Water,Forest,Forest
5074,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5075,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5076,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5077,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5078,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5079,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5080,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5081,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5082,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5083,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5084,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5085,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5086,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5087,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5088,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5089,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5090,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5091,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5092,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5093,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5094,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5095,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5096,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5097,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5098,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5099,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5100,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5101,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5102,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5103,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5104,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5105,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5106,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5107,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5108,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5109,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5110,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5111,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5112,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5113,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5114,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5115,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5116,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5117,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5118,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5119,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5120,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
5121,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5122,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5123,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5124,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5125,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5126,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5127,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5128,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5129,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5130,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5131,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5132,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5133,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
5134,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Water
5135,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5136,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5137,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5138,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
5139,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Water
5140,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5141,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
5142,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
5143,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5144,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Forest,Grassland
5145,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
5146,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5147,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5148,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5149,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5150,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5151,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5152,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5153,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5154,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5155,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5156,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5157,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5158,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5159,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5160,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5161,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5162,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5163,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5164,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5165,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5166,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5167,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5168,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5169,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5170,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5171,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5172,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5173,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5174,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5175,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5176,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5177,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5178,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5179,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5180,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5181,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5182,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5183,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5184,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5185,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5186,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5187,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5188,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5189,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5190,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
5191,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
5192,Grassland,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
5193,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5194,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5195,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5196,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5197,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5198,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5199,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5200,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5201,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5202,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5203,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
5204,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5205,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5206,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5207,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
5208,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5209,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
5210,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
5211,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
5212,Grassland,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5213,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5214,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5215,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5216,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5217,Grassland,Water,Water,Water,Water,Wetland,Grassland,Grassland
5218,Grassland,Water,Water,Water,Water,Wetland,Forest,Grassland
5219,Grassland,Water,Water,Water,Water,Water,Grassland,Grassland
5220,Grassland,Water,Water,Water,Water,Water,Water,Wetland
5221,Grassland,Water,Water,Water,Water,Water,Water,Water
5222,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5223,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5224,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5225,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5226,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5227,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5228,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5229,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5230,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5231,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5232,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5233,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5234,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5235,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5236,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5237,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5238,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5239,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5240,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5241,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5242,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5243,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5244,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5245,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5246,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5247,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5248,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5249,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5250,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5251,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5252,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5253,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5254,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5255,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5256,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5257,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5258,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5259,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5260,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5261,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5262,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
