Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
1515,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1516,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1517,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1518,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1519,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1520,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1521,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1522,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1523,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
1524,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1525,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Water,Forest
1526,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1527,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1528,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1532,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1533,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1534,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1535,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1536,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
1570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1571,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1572,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1573,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1574,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
1575,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1576,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1577,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1578,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1580,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1581,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1582,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1583,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1584,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1585,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1586,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1587,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1588,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1589,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1590,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1591,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1592,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1593,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1594,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1595,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
1596,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1597,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1598,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1599,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1600,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1601,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1602,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1603,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1604,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1605,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1606,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1607,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1608,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1609,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1610,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1611,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1612,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1613,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1614,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1615,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1616,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1617,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1618,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1619,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1620,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1621,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1622,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1623,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1624,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1625,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1626,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1627,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1628,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1629,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1630,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1631,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1632,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1633,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1634,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1635,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1636,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1637,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1638,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1639,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1640,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1641,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1642,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1643,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1644,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1645,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1646,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1647,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1648,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1649,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1650,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1651,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1652,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1653,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
1654,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1655,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1656,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1657,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1658,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1659,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1660,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1661,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1662,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1663,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1664,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1665,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1666,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1667,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Water,Wetland
1668,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
1669,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1670,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
1671,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1672,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1673,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
1674,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Wetland
1675,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
1676,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
1677,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
1678,NULL,Built-up,Wetland,Water,Wetland,Water,Grassland,Wetland
1679,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1680,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
1681,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1682,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1683,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1684,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1685,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1686,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1687,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1688,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1689,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
1690,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1691,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1692,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1693,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1694,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1695,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1696,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1697,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1698,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1699,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1700,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1701,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1702,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1703,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1704,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1705,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1706,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
1707,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1708,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1709,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1710,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1711,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1712,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1713,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1714,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1715,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1716,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1717,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1718,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1719,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1720,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1721,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1722,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1723,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1724,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1725,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1726,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1727,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1728,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Wetland
1729,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1730,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1731,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Forest
1732,NULL,Built-up,Water,NULL,Water,Shrubland,Grassland,Forest
1733,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
1734,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Wetland
1735,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1736,NULL,Built-up,Water,NULL,Water,Grassland,Forest,Grassland
1737,NULL,Built-up,Water,NULL,Water,Wetland,Bareland,Built-up
1738,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
1739,NULL,Built-up,Water,NULL,Water,Water,Wetland,Wetland
1740,NULL,Built-up,Water,NULL,Water,Forest,Grassland,Wetland
1741,NULL,Built-up,Water,NULL,Water,Forest,Grassland,Forest
1742,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Forest
1743,NULL,Built-up,Water,Non_Water,Water,Water,Water,Forest
1744,NULL,Built-up,Water,Non_Water,Water,Forest,Grassland,Forest
1745,NULL,Built-up,Water,Water,Water,Grassland,Water,Forest
1746,NULL,Built-up,Water,Water,Water,Water,Grassland,Wetland
1747,NULL,Built-up,Water,Water,Water,Water,Grassland,Water
1748,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1749,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1750,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1751,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1752,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1753,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1754,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1755,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1756,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1757,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1758,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1759,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1760,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1761,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1762,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1763,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1764,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1765,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1766,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1767,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1768,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1769,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1770,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1771,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1772,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1773,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1774,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1775,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1776,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1777,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1778,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1779,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1780,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1781,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
1782,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1783,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1784,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
1785,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1786,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1787,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
1788,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
1789,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1790,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1791,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1792,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1794,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1795,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1796,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1797,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1798,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1799,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1800,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1801,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1802,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1803,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1804,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1805,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
1806,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1807,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1808,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1809,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1810,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1811,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1812,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1813,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1814,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1815,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1816,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1817,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1818,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1819,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1820,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1821,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1822,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1823,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1824,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1825,NULL,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
1826,NULL,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1827,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
1828,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
1829,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1830,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1831,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1832,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1833,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1834,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1835,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1836,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1837,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
