Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVF_M_R
9633,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9634,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9635,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9636,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9637,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9638,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9639,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
9640,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9641,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9642,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
9643,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9644,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9645,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9646,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9647,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9648,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9649,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9650,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9651,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9652,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9653,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9654,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9655,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9656,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9657,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9658,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9659,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9660,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9661,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9662,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9663,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9664,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9665,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9666,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9667,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9668,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9669,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9670,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9671,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9672,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9673,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9674,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
9675,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
9676,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9680,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9681,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9682,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9683,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9684,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9685,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9686,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9687,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9688,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9689,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9690,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9691,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9692,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9693,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9694,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9695,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9696,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9697,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9698,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9699,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9700,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9701,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
9702,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9703,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9704,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9705,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9706,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9707,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9708,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9709,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9710,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9711,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9712,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9713,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9714,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9715,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9716,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9717,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9718,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9719,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9720,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9721,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9722,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9723,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
9724,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9725,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9726,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9727,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9728,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9729,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9730,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9731,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9732,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9733,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9734,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9735,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9736,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9737,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9738,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9739,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9740,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9741,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9742,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9743,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9744,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9745,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9746,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9747,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9748,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9749,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9750,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9751,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9752,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9753,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9754,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9755,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9756,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9757,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9758,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9759,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9760,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9761,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9762,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9763,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9764,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9765,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9766,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9767,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9768,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9769,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9770,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9771,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9772,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9773,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9774,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9776,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9777,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9778,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9779,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9780,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9781,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9782,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9783,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
9784,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9785,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9786,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9787,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
9788,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9789,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9790,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9791,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Bareland
9792,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
9793,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Grassland
9794,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Wetland
9795,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9796,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9797,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
9798,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
9799,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
9800,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9801,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9802,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9803,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
9804,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9805,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9806,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
9807,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9808,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9809,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9810,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
9811,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9812,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9813,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9814,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9815,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Built-up,Wetland
9816,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
9817,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Bareland
9818,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
9819,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9820,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9821,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9822,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9823,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9824,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9825,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9826,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9827,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9828,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9829,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9830,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9831,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9832,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9833,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9834,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9835,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9836,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9837,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9838,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9839,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9840,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9841,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9842,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9843,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9844,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9845,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9846,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9847,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9848,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
9849,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
9850,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9851,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9852,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
9853,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9854,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9855,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9856,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9857,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
9858,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9859,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9860,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Water,Bareland,Wetland
9861,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
9862,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
9863,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9864,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
9865,Bareland,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Wetland
9866,Bareland,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Water
9867,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9868,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9869,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9870,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9871,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9872,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
9873,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9874,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9875,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
9876,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
9877,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
9878,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9879,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
9880,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
9881,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
9882,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
9883,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
9884,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
9885,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
9886,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Bareland
9887,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9888,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9889,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
9890,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9891,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9892,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9893,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9894,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9895,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9896,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9897,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9898,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
9899,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9900,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
9901,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9902,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
9903,Bareland,Wetland,Cropland,Water,Non_Wetland,Water,Bareland,Wetland
9904,Bareland,Wetland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
9905,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9906,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9907,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
9908,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
9909,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Bareland
9910,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9911,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9912,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water,Bareland
9913,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9914,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9915,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9916,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9917,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9918,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
9919,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9920,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
9921,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9922,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
9923,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9924,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
9925,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9926,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9927,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
9928,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
9929,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Bareland
9930,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
9931,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9932,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9933,Bareland,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Grassland
9934,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9935,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
9936,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9937,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9938,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9939,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9940,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
9941,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
9942,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9943,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9944,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9945,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Water
9946,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
9947,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
9948,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland,Wetland
9949,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland,Water
9950,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
