Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZN_M_R
1054,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1055,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1056,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1057,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1058,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1059,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1060,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1061,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1062,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1063,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1064,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1065,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1066,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1067,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1068,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1069,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1070,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1071,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
1072,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1073,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1074,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1075,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1076,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1077,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1078,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1079,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1080,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1081,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1082,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1083,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
1084,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1085,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1086,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1087,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1088,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1089,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1090,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1091,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1092,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1093,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1094,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1095,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1096,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1097,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1098,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1099,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1100,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1101,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1102,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1103,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1104,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
1105,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1106,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1107,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
1108,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
1109,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1110,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
1111,Water,NULL,Water,NULL,Water,Bareland,Water,Water
1112,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
1113,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
1114,Water,NULL,Water,NULL,Water,Water,Water,Forest
1115,Water,NULL,Water,NULL,Water,Water,Forest,Forest
1116,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
1117,Water,NULL,Water,Water,Water,Grassland,Forest,Forest
1118,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1119,Water,NULL,Water,Water,Water,Bareland,Water,Forest
1120,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1121,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1122,Water,NULL,Water,Water,Water,Water,Wetland,Water
1123,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1124,Water,NULL,Water,Water,Water,Water,Water,Water
1125,Water,NULL,Water,Water,Water,Water,Water,Forest
1126,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1129,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1130,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1131,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1132,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1133,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1134,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1135,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1136,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1137,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1138,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1139,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1140,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1141,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1142,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1143,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1144,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1145,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1146,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1147,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1148,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1149,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1150,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
1151,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1152,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1153,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1154,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1155,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1156,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1157,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1158,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1159,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1160,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1161,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
1162,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
1163,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
1164,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1165,Water,Cropland,Water,NULL,Water,Water,Water,Water
1166,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1167,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1168,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1169,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1170,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1171,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1172,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1173,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1174,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1175,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1176,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1177,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1178,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1179,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1180,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1181,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1182,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1183,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1184,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1185,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
1186,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
1187,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1188,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1189,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1190,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1191,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1192,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1193,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1194,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1195,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1196,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1197,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1198,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1199,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1200,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1201,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1202,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1203,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1204,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1205,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1206,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1207,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1208,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1209,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1210,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1211,Water,Wetland,Water,NULL,Water,Water,Water,Water
1212,Water,Wetland,Water,Water,Water,NULL,Water,Water
1213,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1214,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1215,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1216,Water,Wetland,Water,Water,Water,Water,Water,Water
1217,Water,Wetland,Water,Water,Water,Water,Water,Forest
1218,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1220,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1221,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1222,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1223,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1224,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1225,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1226,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1227,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1228,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1229,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1230,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1231,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1232,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1233,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1234,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1235,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1236,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1237,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1238,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1239,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1242,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1243,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1244,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1245,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1246,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1247,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1248,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1249,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1250,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1251,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1252,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1253,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1254,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1255,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1256,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1257,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1258,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1259,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1260,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1261,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1262,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1263,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1264,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1265,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1266,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1267,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1268,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1269,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1270,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1271,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1272,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1273,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1274,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1275,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1276,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1277,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1278,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1279,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1280,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1282,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1283,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1284,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1285,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1286,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1287,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1288,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1289,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1290,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1291,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1292,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1293,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1294,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1295,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1296,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1297,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1298,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1299,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1300,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1301,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1302,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1303,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1304,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1305,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1306,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1307,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1308,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1309,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1310,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1311,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1312,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1313,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1314,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1315,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1316,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1317,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1318,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1319,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1320,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1321,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1322,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1323,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1324,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1325,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1326,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1327,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1328,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1329,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1330,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1331,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1332,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1333,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1334,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1335,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1336,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1337,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1338,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1339,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1340,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1341,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1342,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1343,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1344,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1345,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1346,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1347,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1348,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1349,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1350,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1351,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1352,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1353,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1354,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1355,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1356,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1357,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1358,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1359,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1360,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1361,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1362,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1363,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1364,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1365,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1366,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1367,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1368,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1369,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1370,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1371,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
1372,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1373,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1374,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1375,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1376,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1377,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1378,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1379,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1380,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1381,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
1382,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1383,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1384,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1385,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1386,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1387,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1388,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1389,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1390,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1391,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1392,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
