Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFB_M_R
1787,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1788,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1789,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1790,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1791,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1792,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1793,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1794,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1795,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1796,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1797,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1798,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1799,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1800,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1801,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1802,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1803,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1804,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1805,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1806,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1807,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1808,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1809,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1810,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1811,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1812,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1813,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1814,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1815,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1816,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1817,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1818,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1819,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1820,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1821,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1822,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1823,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1824,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1825,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1826,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1827,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1828,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1829,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1830,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1831,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1832,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1833,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1834,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1835,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1836,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1837,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1838,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1839,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1840,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1841,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1842,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1843,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1844,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1845,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1846,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1847,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1848,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1849,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1850,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1851,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1852,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1853,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1854,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1855,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1856,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1857,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1858,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1859,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1860,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1861,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1862,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1863,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1864,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1865,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1866,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1867,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1868,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1869,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1870,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1871,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1872,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1873,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1874,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1875,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1876,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1877,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1878,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1879,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1880,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1881,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1882,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1883,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1884,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1885,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1886,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1887,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1888,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1889,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1890,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1891,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1892,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1893,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1894,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1895,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1896,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1897,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1898,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1899,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1900,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1901,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
1902,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1903,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1904,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1905,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1906,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1907,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
1908,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1909,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1910,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1911,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1912,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
1913,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1914,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1915,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1916,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1917,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1918,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
1919,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1920,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1921,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1922,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1923,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1924,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1925,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1926,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1927,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1928,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1929,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1930,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
1931,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1932,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1933,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1934,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1935,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1936,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1937,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1938,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1939,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1940,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1941,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1942,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1943,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1944,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1945,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1946,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1947,Forest,Forest,Water,Water,Water,Water,Water,Forest
1948,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1949,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1950,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1951,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1952,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1953,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1954,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1955,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1956,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1957,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1958,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1959,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1960,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1961,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1962,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1963,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1964,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1965,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1966,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1967,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1968,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1969,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1970,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1971,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1972,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1973,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1974,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1975,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1976,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1977,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1978,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1979,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1980,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1981,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1982,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1983,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1984,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1985,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1986,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1987,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1988,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1989,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1990,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1991,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1992,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1993,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1994,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1995,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1996,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1997,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1998,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1999,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2000,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2001,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2002,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2003,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2004,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2005,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2006,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2007,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2008,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2009,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2010,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2011,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2012,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2013,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2014,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2015,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2016,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2017,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2018,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2019,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2020,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2021,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2022,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2023,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2024,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2025,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2026,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2027,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2028,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2029,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2030,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2031,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2032,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2033,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2034,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2035,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2036,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2037,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2038,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2039,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2040,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
2041,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2042,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2043,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
2044,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2045,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2046,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2047,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2048,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2049,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
