Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R
7698,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7699,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
7700,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7701,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
7702,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7703,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
7704,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7705,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7706,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7707,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7708,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7709,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7710,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7711,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7712,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7713,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7714,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7715,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7716,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7717,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7718,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7719,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
7720,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7721,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7722,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7723,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7724,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7725,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
7726,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7727,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
7728,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
7729,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
7730,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7731,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7732,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7733,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7734,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7735,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7736,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7737,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
7738,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
7739,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7740,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7741,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
7742,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7743,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7744,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7745,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7746,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7747,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7748,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
7749,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7750,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
7751,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7752,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
7753,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
7754,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
7755,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
7756,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
7757,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7758,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7759,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7760,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
7761,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Cropland
7762,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
7763,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
7764,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
7765,Bareland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
7766,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
7767,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7768,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7769,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7770,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7771,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7772,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7773,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7775,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7776,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7777,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7778,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7779,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7780,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7781,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7782,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
7783,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7784,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
7785,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7786,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7787,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7788,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
7789,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7790,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
7791,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
7792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7793,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7797,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7799,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7808,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
7809,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7810,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7811,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7812,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
7813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
7815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
7816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
7817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7825,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7828,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7829,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7830,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7831,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
7832,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7833,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7841,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7842,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7843,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7844,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7845,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7846,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
7856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
7858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
7862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7863,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7864,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
7865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
7866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
7867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
7868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7870,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7871,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7872,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7873,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7874,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
7875,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
7876,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7877,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
7878,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7879,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7880,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7881,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
7882,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7883,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
7884,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7885,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7886,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7887,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7888,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7889,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7890,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7891,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7892,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
7893,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7894,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
7895,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7896,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7897,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
7898,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
7899,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7900,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7901,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
7902,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7903,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7904,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
7905,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7906,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7907,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7908,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7909,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7910,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7911,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7912,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7913,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7914,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
7915,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7916,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7917,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7918,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7919,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7920,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7921,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7922,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7923,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7924,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7925,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7926,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7927,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7928,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7929,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7930,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7931,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7932,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7933,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7934,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7935,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7936,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
7937,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7938,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7939,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7940,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7941,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7942,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7943,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7944,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7945,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7946,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7947,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7948,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7949,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7950,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7951,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7952,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7953,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7954,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7955,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7956,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7957,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7958,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7959,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7960,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7961,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7962,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7963,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
7964,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7965,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7966,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7967,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
7968,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
7969,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7970,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7971,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7972,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7973,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
7974,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
7975,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
7976,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7977,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
7978,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7979,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7980,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7981,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7982,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7983,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7984,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7985,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7986,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7987,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7988,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7989,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7990,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7991,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7992,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7993,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7994,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7995,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7996,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7997,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7998,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7999,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8000,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8001,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8002,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8003,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8004,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
8005,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8006,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
8007,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
8008,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8009,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8010,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8011,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
