Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
1114,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1115,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1116,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1117,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1118,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1119,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1120,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1121,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1122,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1123,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1124,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
1125,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1126,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
1127,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1128,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1129,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1130,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1131,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1132,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1133,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1134,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1135,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1136,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1137,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1138,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1139,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1140,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
1141,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1142,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1143,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1144,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1145,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1146,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1147,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1148,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1149,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
1150,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1151,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1152,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1153,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1154,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1155,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1156,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1157,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1158,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1159,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1160,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1161,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1162,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1163,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1164,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1165,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
1166,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1167,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1168,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1169,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1170,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1171,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1172,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
1173,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1174,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1175,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1176,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1177,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1178,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1179,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1180,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
1181,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1182,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1183,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
1184,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
1185,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1186,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1187,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
1188,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1189,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
1190,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1191,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1192,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1193,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1194,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1195,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
1196,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1197,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
1198,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1199,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1200,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1201,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
1202,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
1203,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1204,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1205,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1206,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1207,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1208,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1209,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1210,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1211,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1212,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Bareland
1213,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1214,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1215,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1216,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1217,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1218,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1219,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1220,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
1221,NULL,NULL,Wetland,Water,Wetland,NULL,Water,NULL
1222,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1223,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1224,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
1225,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1226,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1227,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1228,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1229,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1230,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1231,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1232,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1233,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1234,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1235,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1236,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,NULL
1237,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1238,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1239,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1240,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1241,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1242,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1243,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
1244,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
1245,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1246,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1247,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1248,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1249,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,NULL
1250,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
1251,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1252,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1253,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1254,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1255,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
1256,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1257,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1258,NULL,NULL,Wetland,Water,Wetland,Water,Water,NULL
1259,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1260,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1261,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1262,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1263,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1264,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
1265,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1266,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Bareland
1267,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
1268,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
1269,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1270,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1271,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
1272,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1273,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1274,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1275,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1276,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1277,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1278,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1279,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1280,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1282,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1283,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1284,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1285,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1286,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1287,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1288,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1289,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1290,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1291,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1292,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1293,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1294,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1295,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1296,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1297,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1298,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,NULL
1299,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
1300,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1301,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
1302,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1303,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1304,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
1305,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1306,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1307,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1308,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1309,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1310,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1311,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1312,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1313,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1314,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1315,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1316,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1317,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1318,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1319,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1320,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1321,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1322,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1323,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1324,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1325,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1326,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1327,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1328,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1329,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1330,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1331,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1332,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1333,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1334,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1335,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1336,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1337,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1338,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1339,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1340,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1341,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1342,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1343,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1344,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1345,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1346,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1347,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1348,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
1349,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
1350,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
1351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1379,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1380,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1381,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1382,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1383,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1399,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1400,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1401,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1402,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1403,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1404,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1405,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1406,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1407,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1408,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1409,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1410,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1411,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1412,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1413,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1414,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1415,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1416,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1417,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1418,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1419,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1420,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1421,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1422,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1423,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1424,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1425,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1426,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1427,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
1428,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
1429,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
1430,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Forest
1431,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1432,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1433,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
1434,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
1435,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1436,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
1437,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1438,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
1439,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
1440,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
1441,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1442,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1443,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
1444,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
1445,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1446,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1447,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1448,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
