Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHC_M_R
14100,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
14101,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14102,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14103,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14104,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
14105,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
14106,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14107,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
14108,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
14109,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
14110,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
14111,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
14112,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
14113,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
14114,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14115,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14116,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
14117,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
14118,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
14119,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Water
14120,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
14121,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
14122,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14123,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
14124,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
14125,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Built-up
14126,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
14127,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
14128,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
14129,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14130,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Wetland,Water
14131,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14132,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
14133,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
14134,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
14135,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
14136,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
14137,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
14138,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
14139,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
14140,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14141,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
14142,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
14143,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
14144,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
14145,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
14146,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
14147,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
14148,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
14149,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
14150,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
14151,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
14152,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
14153,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
14154,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
14155,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
14156,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Cropland
14157,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
14158,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
14159,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
14160,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
14161,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
14162,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
14163,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
14164,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
14165,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
14166,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
14167,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14168,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
14169,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Cropland
14170,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
14171,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
14172,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
14173,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
14174,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
14175,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
14176,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
14177,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
14178,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
14179,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
14180,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
14181,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
14182,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14183,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
14184,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14185,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
14186,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
14187,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
14188,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
14189,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
14190,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Cropland
14191,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
14192,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14193,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
14194,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
14195,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
14196,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14197,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
14198,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14199,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
14200,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
14201,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
14202,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
14203,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
14204,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
14205,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
14206,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
14207,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
14208,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
14209,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
14210,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
14211,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
14212,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
14213,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
14214,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
14215,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
14216,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
14217,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
14218,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
14219,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
14220,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
14221,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
14222,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
14223,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Cropland
14224,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
14225,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
14226,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
14227,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
14228,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
14229,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14230,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
14231,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
14232,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
14233,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
14234,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
14235,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
14236,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
14237,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
14238,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
14239,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
14240,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
14241,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
14242,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
14243,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
14244,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
14245,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
14246,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
14247,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
14248,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
14249,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14250,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
14251,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
14252,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
14253,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14254,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14255,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
14256,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
14257,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14258,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
14259,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
14260,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
14261,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
14262,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
14263,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14264,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
14265,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14266,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
14267,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
14268,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
14269,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
14270,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
14271,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
14272,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
14273,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
14274,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14275,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14276,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
14277,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
14278,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14279,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14280,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
14281,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
14282,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
14283,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
14284,Water,Water,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
14285,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
14286,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
14287,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
14288,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
14289,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
14290,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
14291,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
14292,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
14293,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
14294,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14295,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
14296,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
14297,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Built-up
14298,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
14299,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
14300,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
14301,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
14302,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
14303,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
14304,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
14305,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
14306,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
14307,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
14308,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
14309,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
14310,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
14311,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
14312,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
14313,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
14314,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14315,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14316,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
14317,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
14318,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14319,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
14320,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
14321,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
14322,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14323,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14324,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
14325,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
14326,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14327,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14328,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14329,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
14330,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,NULL
14331,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
14332,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
14333,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
14334,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
14335,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
14336,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
14337,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
14338,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
14339,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
14340,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
14341,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
14342,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
14343,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
14344,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
14345,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
14346,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
14347,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14348,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
14349,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
14350,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
14351,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
14352,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
14353,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
14354,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
14355,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14356,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
14357,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14358,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
14359,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
14360,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
14361,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
14362,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14363,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
14364,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
14365,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
14366,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
14367,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
14368,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
14369,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
14370,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
14371,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
14372,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
14373,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
14374,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
14375,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
14376,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
14377,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
14378,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
14379,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
14380,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14381,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
14382,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
14383,Water,Water,Wetland,Water,Wetland,Cropland,Water,Forest
14384,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
14385,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
14386,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
14387,Water,Water,Wetland,Water,Wetland,Wetland,Water,NULL
14388,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
14389,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
14390,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
14391,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
14392,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
14393,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
14394,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
14395,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
14396,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
14397,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
14398,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
14399,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
14400,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
14401,Water,Water,Wetland,Water,Wetland,Bareland,Water,NULL
14402,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
14403,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
14404,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
14405,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
14406,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
14407,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
14408,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
14409,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
14410,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
14411,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
14412,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
14413,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
14414,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
14415,Water,Water,Wetland,Water,Wetland,Water,Wetland,Cropland
14416,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
14417,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
14418,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
14419,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
14420,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
14421,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
14422,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
14423,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
14424,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
14425,Water,Water,Wetland,Water,Wetland,Water,Water,Water
14426,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
14427,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
14428,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
14429,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
14430,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
14431,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
14432,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
14433,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
14434,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
14435,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
14436,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
14437,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
