Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
9264,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
9265,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
9266,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9267,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9268,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
9269,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9270,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
9271,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9272,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
9273,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
9274,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9275,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
9276,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9277,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
9278,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9279,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9280,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9281,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
9282,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9283,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9284,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9285,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
9286,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9287,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9288,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
9289,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9290,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9291,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9292,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9293,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9294,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Water
9295,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9296,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
9297,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9298,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9299,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
9300,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
9301,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
9302,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9303,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9304,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
9305,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9306,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
9307,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9308,Water,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
9309,Water,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Bareland
9310,Water,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Water
9311,Water,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
9312,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9313,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
9314,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
9315,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
9316,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
9317,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
9318,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
9319,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
9320,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
9321,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
9322,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9323,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
9324,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9325,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9326,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
9327,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
9328,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
9329,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
9330,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
9331,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Cropland
9332,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
9333,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
9334,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
9335,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
9336,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
9337,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
9338,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9339,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9340,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
9341,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
9342,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
9343,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
9344,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9345,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
9346,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
9347,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
9348,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
9349,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
9350,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
9351,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
9352,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
9353,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
9354,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
9355,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9356,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9357,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9358,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
9359,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9360,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9361,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9362,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9363,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
9364,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
9365,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9366,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9367,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
9368,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9369,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9370,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9371,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
9372,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9373,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9374,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9375,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9376,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9377,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9378,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
9379,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9380,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9381,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
9382,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9383,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
9384,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
9385,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9386,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9387,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
9388,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9389,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9390,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
9391,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
9392,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9393,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9394,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9395,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9396,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9397,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
9398,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9399,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9400,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9401,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9402,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9403,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9404,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9405,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9406,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9407,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9408,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9409,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9410,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9411,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9412,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9413,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
9414,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9415,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9416,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9417,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9418,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
9419,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9420,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9421,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
9422,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9423,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9424,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9425,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
9426,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9427,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9428,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9429,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9430,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
9431,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
9432,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9433,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9434,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9435,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9436,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9437,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9438,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
9439,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
9440,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9441,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9442,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
9443,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9444,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
9445,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9446,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9447,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9448,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
9449,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9450,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9451,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
9452,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9453,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9454,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9455,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
9456,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9457,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9458,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9459,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9460,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9461,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
9462,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9463,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9464,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
9465,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9466,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9467,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9468,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
9469,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9470,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9471,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9472,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
9473,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9474,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9475,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9476,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
9477,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9478,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
9479,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9480,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9481,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9482,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
9483,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9484,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
9485,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9486,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
9487,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9488,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
9489,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9490,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
9491,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
9492,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
9493,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
9494,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
9495,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9496,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
9497,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
9498,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
9499,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9500,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9501,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9502,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
9503,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9504,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
9505,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
9506,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9507,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9508,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9509,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
9510,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
9511,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
9512,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
9513,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
9514,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
9515,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9516,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9517,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
9518,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
9519,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
9520,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
9521,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
9522,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
9523,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9524,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9525,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
9526,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9527,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9528,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
9529,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
9530,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9531,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9532,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9533,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
9534,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9535,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9536,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9537,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9538,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9539,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9540,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9541,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
9542,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9543,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9544,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9545,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9546,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9547,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9548,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9549,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9550,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9551,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9552,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9553,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9554,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9555,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9556,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
9557,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9558,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9559,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9560,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9561,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9562,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9563,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9564,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9565,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9566,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9567,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9568,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9569,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9570,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9571,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9572,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9573,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9574,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9575,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9576,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9577,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9578,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9579,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9580,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
9581,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9582,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9583,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
9584,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9585,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9586,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9587,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9588,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9589,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
9590,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9591,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
9592,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9593,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9594,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9595,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9596,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9597,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9598,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
9599,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
