Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
1256,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1257,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1258,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1259,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1260,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1261,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1262,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1263,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1264,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1265,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1266,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
1267,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1268,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1269,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
1270,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1271,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1272,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1273,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1275,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1276,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1277,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1278,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1279,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1280,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1281,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1282,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1284,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1285,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1286,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1287,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1289,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1290,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1291,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1292,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1293,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1294,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1295,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1296,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1297,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1298,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1299,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1300,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1301,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1302,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1303,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1304,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1305,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1306,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1307,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1308,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1309,Wetland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1310,Wetland,NULL,Water,NULL,Water,Water,Grassland,Water
1311,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1312,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1313,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
1314,Wetland,NULL,Water,NULL,Water,Water,Water,Water
1315,Wetland,NULL,Water,NULL,Water,Water,Forest,Wetland
1316,Wetland,NULL,Water,NULL,Water,Water,Forest,Water
1317,Wetland,NULL,Water,Non_Water,Water,Water,Forest,Wetland
1318,Wetland,NULL,Water,Water,Water,Water,Water,Water
1319,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1320,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1321,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1322,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1323,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1324,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1325,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1327,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1328,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1330,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1331,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1332,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1333,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1334,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1335,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1336,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1337,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1338,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1339,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1340,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1341,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1342,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1343,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1344,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1345,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1346,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1347,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1348,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1349,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1350,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1351,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1352,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1353,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1354,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1355,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1356,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1357,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1358,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1359,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1360,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1361,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1362,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1363,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1364,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1365,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1366,Wetland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1367,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1368,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1369,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1370,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1371,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1372,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1373,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1374,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1375,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1376,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1377,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1378,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1379,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1380,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1381,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1382,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1383,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1384,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1385,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1386,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1387,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1388,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1389,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1391,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1392,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1393,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1394,Wetland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1395,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1396,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1397,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1398,Wetland,Water,Water,NULL,Water,NULL,Forest,Forest
1399,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Forest
1400,Wetland,Water,Water,NULL,Water,Bareland,Water,Grassland
1401,Wetland,Water,Water,NULL,Water,Water,Grassland,Water
1402,Wetland,Water,Water,NULL,Water,Water,Water,Water
1403,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
1404,Wetland,Water,Water,Water,Water,Water,Water,Water
1405,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1406,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1407,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1408,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1409,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1410,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1411,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1412,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1414,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1415,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1416,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1417,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1418,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1419,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1420,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1421,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1422,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1423,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1424,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1425,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1426,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1427,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1428,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1430,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1431,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1432,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1433,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1434,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1435,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1436,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1437,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1438,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1439,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1440,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1441,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1442,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1443,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1444,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1445,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1446,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1447,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1448,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1449,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1450,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1452,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1453,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1454,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1455,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1456,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1457,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1459,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1460,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1461,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1462,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1463,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1464,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1465,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1466,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1467,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1468,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1469,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1470,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1471,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1472,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1473,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1474,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1475,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1476,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1477,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1478,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1479,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1480,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1481,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1482,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1483,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1484,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1485,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1486,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1487,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1488,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1489,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1490,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1491,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1492,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1493,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1494,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1495,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1496,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1497,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1498,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1499,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1500,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1501,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1502,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1503,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1504,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1505,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1506,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1507,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1508,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1509,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1510,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1511,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1512,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1513,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1514,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1515,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1516,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1517,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1518,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1519,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1520,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1521,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1522,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1523,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1524,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1526,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1527,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1528,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1529,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1530,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1531,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1532,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1533,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1534,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1535,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1536,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1537,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1538,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1539,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1540,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1541,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1542,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1543,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1544,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1545,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1546,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1547,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1548,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1549,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1550,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1551,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1552,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1553,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1554,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1555,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1556,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1557,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1558,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1559,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1560,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
1561,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1562,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1563,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1564,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1565,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
1566,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1567,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1568,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1569,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1570,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1571,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1572,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1573,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1574,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
