Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXA_M_R
1742,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1743,Water,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
1744,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1745,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1746,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1747,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1748,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1749,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1750,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1752,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1753,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1754,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1755,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1756,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1757,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1758,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1759,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1760,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1763,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1764,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1765,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1766,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1767,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1768,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1769,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1770,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1771,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1772,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1773,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1774,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1775,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1776,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1777,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1778,Water,Water,Water,NULL,Water,NULL,NULL,Water
1779,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1780,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1781,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1782,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1783,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1784,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1785,Water,Water,Water,Water,Water,NULL,NULL,NULL
1786,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1787,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1788,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1789,Water,Water,Water,Water,Water,NULL,NULL,Built-up
1790,Water,Water,Water,Water,Water,NULL,NULL,Water
1791,Water,Water,Water,Water,Water,NULL,NULL,Forest
1792,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1795,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1796,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1797,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1798,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1799,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1801,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1802,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1803,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1804,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1805,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1806,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1807,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1808,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1809,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1811,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1812,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1813,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1814,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1815,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1816,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1817,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1818,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1819,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1820,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1821,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1822,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1824,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1825,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1826,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1827,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1828,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1829,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1830,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1831,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1832,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1833,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1834,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1835,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1836,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1837,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1838,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1839,Water,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1840,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1841,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1842,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1843,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1844,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1845,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1846,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1847,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1848,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1849,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1850,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1851,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1852,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1854,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1856,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1857,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1858,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1859,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1860,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1861,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1862,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1863,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1864,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1865,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1866,Water,Forest,Water,Water,Water,NULL,NULL,Water
1867,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1868,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1870,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1871,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1872,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1873,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1874,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1875,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1876,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1877,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1878,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1879,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1880,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1882,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1883,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1884,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1885,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1886,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1887,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1888,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1889,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1890,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1891,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1892,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1893,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1894,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1895,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1896,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1897,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1899,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1900,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1901,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1902,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1903,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1904,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1905,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1906,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1908,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1909,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1910,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1912,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1913,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1914,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1915,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1916,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1917,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1918,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1919,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1920,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1922,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1923,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1924,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1925,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1926,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1927,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1928,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1929,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1930,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1931,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1932,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1933,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1934,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1935,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1936,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1937,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1938,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1939,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1940,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1941,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1942,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1944,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1945,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1946,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1947,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1948,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1949,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1950,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1951,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1952,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1953,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1955,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1956,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1957,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1958,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1959,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1960,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1961,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1962,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1963,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1964,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1965,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1966,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1967,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1968,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1969,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1970,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1971,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1972,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1973,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1974,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1975,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1976,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1977,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1978,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1979,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1980,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1981,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1982,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1983,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1984,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1985,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1986,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1988,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1989,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1990,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1991,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1992,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1993,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1994,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1995,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1996,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1997,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1998,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1999,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2000,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2001,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2002,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2003,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2004,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2005,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2006,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2007,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2008,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2009,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2010,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2011,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2012,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2013,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2014,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2015,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2016,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2017,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2018,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2019,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2020,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2021,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2022,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2023,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2024,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2025,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2026,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2027,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2028,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2029,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2030,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2031,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2032,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2033,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2034,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2035,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2036,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2037,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2038,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2039,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2040,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2041,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
2042,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2043,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2044,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2045,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2046,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2047,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2048,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2049,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2050,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2051,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2052,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2053,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2054,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2055,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2056,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2057,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2058,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2059,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2060,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2061,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2062,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2063,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2064,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2065,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2066,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2067,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2068,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2069,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2070,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2071,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2072,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2073,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2074,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2075,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2076,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2077,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2078,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2079,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2080,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2081,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2082,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2083,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2084,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2085,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2086,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2087,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2088,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2089,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2090,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2091,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2092,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
