Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRS_M_R
29451,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
29452,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
29453,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
29454,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
29455,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
29456,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
29457,Water,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
29458,Water,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Wetland
29459,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
29460,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
29461,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
29462,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
29463,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
29464,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
29465,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
29466,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Cropland
29467,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
29468,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
29469,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
29470,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
29471,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
29472,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
29473,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
29474,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Cropland
29475,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
29476,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Bareland
29477,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
29478,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
29479,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
29480,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
29481,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
29482,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
29483,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
29484,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
29485,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
29486,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
29487,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
29488,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
29489,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
29490,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
29491,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Cropland
29492,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
29493,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
29494,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Wetland
29495,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Bareland
29496,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
29497,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Cropland
29498,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
29499,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
29500,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
29501,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
29502,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29503,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
29504,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29505,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
29506,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
29507,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
29508,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
29509,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
29510,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
29511,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
29512,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Cropland
29513,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
29514,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
29515,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
29516,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
29517,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
29518,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
29519,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
29520,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
29521,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
29522,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
29523,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
29524,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Cropland
29525,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Cropland
29526,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Cropland
29527,Water,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Cropland
29528,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
29529,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Cropland
29530,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
29531,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
29532,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
29533,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29534,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
29535,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
29536,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
29537,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
29538,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
29539,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
29540,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
29541,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
29542,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
29543,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
29544,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
29545,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Cropland
29546,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
29547,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
29548,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
29549,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
29550,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Cropland
29551,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
29552,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
29553,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
29554,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29555,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
29556,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
29557,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
29558,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
29559,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
29560,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
29561,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
29562,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
29563,Water,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
29564,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
29565,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
29566,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Cropland
29567,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
29568,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
29569,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
29570,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
29571,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Cropland
29572,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Wetland
29573,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
29574,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
29575,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
29576,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
29577,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
29578,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
29579,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
29580,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
29581,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
29582,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
29583,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
29584,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
29585,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
29586,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
29587,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
29588,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
29589,Water,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
29590,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
29591,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
29592,Water,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
29593,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
29594,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
29595,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
29596,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
29597,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
29598,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
29599,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
29600,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
29601,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
29602,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
29603,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
29604,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
29605,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
29606,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
29607,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
29608,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
29609,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
29610,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
29611,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
29612,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
29613,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
29614,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
29615,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
29616,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
29617,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
29618,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Water
29619,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
29620,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
29621,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
29622,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
29623,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
29624,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
29625,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
29626,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
29627,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
29628,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
29629,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
29630,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
29631,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
29632,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
29633,Water,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
29634,Water,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
29635,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
29636,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
29637,Water,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
29638,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
29639,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
29640,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
29641,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
29642,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
29643,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
29644,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Cropland
29645,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
29646,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
29647,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
29648,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
29649,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
29650,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
29651,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Cropland
29652,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
29653,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
29654,Water,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
29655,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
29656,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
29657,Water,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
29658,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
29659,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
29660,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Wetland
29661,Water,Cropland,Water,NULL,Water,Water,Grassland,Cropland
29662,Water,Cropland,Water,NULL,Water,Water,Water,Cropland
29663,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Cropland
29664,Water,Cropland,Water,Non_Water,Water,Water,Water,Cropland
29665,Water,Cropland,Water,Water,Water,Grassland,Water,Water
29666,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
29667,Water,Cropland,Water,Water,Water,Wetland,Water,Cropland
29668,Water,Cropland,Water,Water,Water,Wetland,Water,Water
29669,Water,Cropland,Water,Water,Water,Bareland,Water,Water
29670,Water,Cropland,Water,Water,Water,Water,Grassland,Cropland
29671,Water,Cropland,Water,Water,Water,Water,Wetland,Cropland
29672,Water,Cropland,Water,Water,Water,Water,Water,Cropland
29673,Water,Cropland,Water,Water,Water,Water,Water,Wetland
29674,Water,Cropland,Water,Water,Water,Water,Water,Water
29675,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
29676,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
29677,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29678,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29679,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
29680,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
29681,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
29682,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
29683,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
29684,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
29685,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
29686,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
29687,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
29688,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
29689,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
29690,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
29691,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
29692,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
29693,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
29694,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
29695,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
29696,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
29697,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
29698,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
29699,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
29700,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Cropland
29701,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
29702,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
29703,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
29704,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
29705,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
29706,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
29707,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
29708,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
29709,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
29710,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
29711,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
29712,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
29713,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Cropland
29714,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Cropland
29715,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
29716,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
29717,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
29718,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
29719,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Cropland
29720,Water,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
29721,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
29722,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
29723,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
29724,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
29725,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
29726,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29727,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
29728,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29729,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
29730,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
29731,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
29732,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
29733,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
29734,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
29735,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
29736,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
29737,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
29738,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
29739,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
29740,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
29741,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
29742,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
29743,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
29744,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
29745,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
29746,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
29747,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
29748,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
29749,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
29750,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
29751,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
29752,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
29753,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
29754,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
29755,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
29756,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
29757,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
29758,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
29759,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
29760,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
29761,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
29762,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
29763,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
29764,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
29765,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
29766,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
29767,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
29768,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
