Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFM_M_R
1052,Cropland,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
1053,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1054,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1055,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1056,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1057,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1058,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1059,Cropland,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1060,Cropland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1061,Cropland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1062,Cropland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1063,Cropland,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1064,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1065,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1066,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
1067,Cropland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1068,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1069,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1070,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1071,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1072,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1073,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1074,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1075,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1076,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1077,Cropland,Water,Wetland,Water,Wetland,Water,Water,Forest
1078,Cropland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1079,Cropland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1080,Cropland,Water,Water,NULL,Water,Water,Wetland,Grassland
1081,Cropland,Water,Water,NULL,Water,Water,Wetland,Water
1082,Cropland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1083,Cropland,Water,Water,Water,Water,Wetland,Bareland,Grassland
1084,Cropland,Water,Water,Water,Water,Water,Wetland,Forest
1085,Cropland,Water,Water,Water,Water,Water,Water,Water
1086,Cropland,Water,Water,Water,Water,Water,Water,Forest
1087,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1088,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1089,Cropland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1090,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1091,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1092,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1093,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1094,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1095,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1096,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1097,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1098,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1099,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1100,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1101,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1102,Cropland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1103,Cropland,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1104,Cropland,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1105,Cropland,Forest,Water,Water,Water,Water,Water,Water
1106,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1107,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1108,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1109,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1110,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1111,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1112,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1113,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1114,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1115,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1116,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1117,Wetland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1118,Wetland,NULL,Water,Water,Water,NULL,Wetland,Water
1119,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1120,Wetland,NULL,Water,Water,Water,Water,Water,Water
1121,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1122,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1123,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1124,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1125,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
1126,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1127,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1128,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1129,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1130,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Grassland
1131,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1132,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1133,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1134,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1135,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1136,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1137,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1138,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1139,Wetland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1140,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1141,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1142,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1143,Wetland,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1144,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1145,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1146,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1147,Wetland,Water,Water,NULL,Water,NULL,Wetland,Water
1148,Wetland,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1149,Wetland,Water,Water,Non_Water,Water,Bareland,Grassland,Forest
1150,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1151,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
1152,Wetland,Water,Water,Water,Water,NULL,Wetland,Grassland
1153,Wetland,Water,Water,Water,Water,NULL,Wetland,Water
1154,Wetland,Water,Water,Water,Water,NULL,Water,Water
1155,Wetland,Water,Water,Water,Water,Grassland,Wetland,Grassland
1156,Wetland,Water,Water,Water,Water,Grassland,Wetland,Water
1157,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
1158,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1159,Wetland,Water,Water,Water,Water,Water,Water,Water
1160,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1161,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1162,Wetland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
1163,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Forest
1164,Wetland,Forest,Water,Non_Water,Water,Water,Grassland,Forest
1165,Wetland,Forest,Water,Water,Water,NULL,Wetland,Grassland
1166,Wetland,Forest,Water,Water,Water,NULL,Wetland,Water
1167,Wetland,Forest,Water,Water,Water,NULL,Wetland,Forest
1168,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
1169,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
1170,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1171,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1172,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1173,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1174,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1175,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1176,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1177,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1178,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1179,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1180,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1181,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1182,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1183,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1184,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1185,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1186,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1187,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1188,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1189,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1190,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1191,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1192,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1193,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1194,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1195,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1196,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1197,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1198,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
1199,Bareland,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
1200,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
1201,Bareland,NULL,Water,Water,Water,Wetland,Water,Water
1202,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
1203,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1204,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
1205,Bareland,NULL,Water,Water,Water,Water,Water,Water
1206,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1207,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
1208,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1209,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1210,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1211,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1212,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1213,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1214,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Forest
1215,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1216,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1217,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1218,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1219,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1220,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1221,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1222,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1223,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1224,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1225,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1226,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1227,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1228,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1229,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1230,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1231,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1232,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1233,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1234,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1235,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1236,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1237,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1238,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1239,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1240,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Forest
1241,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1242,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1243,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
1244,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1245,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1246,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1247,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1248,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1249,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1250,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1251,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1252,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1253,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
1254,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1255,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
1256,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1257,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Forest
1258,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Forest
1259,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Forest
1260,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
1261,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
1262,Bareland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Forest
1263,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Forest
1264,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1265,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1266,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1267,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1268,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1269,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1270,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1271,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
1272,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1273,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1274,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1275,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1276,Bareland,Built-up,Wetland,Water,Wetland,Grassland,Water,Water
1277,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1278,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Water
1279,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1280,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1281,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1282,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1283,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1284,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1285,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1286,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1287,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1288,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1289,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1290,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1291,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1292,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
1293,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1294,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
1295,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1296,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1297,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1298,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1299,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1300,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1301,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1302,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1303,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1304,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1305,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1306,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1307,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1308,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1309,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1310,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1311,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1312,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1313,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1314,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1315,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1316,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1317,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1318,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1319,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1320,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1321,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1322,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1323,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1324,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1325,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1326,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1327,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1328,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
1329,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1330,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1331,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
1332,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1333,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1334,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1335,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Forest
1336,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1337,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1338,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1339,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1340,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1341,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
1342,Bareland,Water,Water,NULL,Water,Water,Water,Water
1343,Bareland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1344,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1345,Bareland,Water,Water,Water,Water,Grassland,Water,Water
1346,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
1347,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1348,Bareland,Water,Water,Water,Water,Water,Grassland,Grassland
1349,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1350,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1351,Bareland,Water,Water,Water,Water,Water,Water,Water
1352,Bareland,Water,Water,Water,Water,Water,Water,Forest
1353,Bareland,Water,Water,Water,Water,Water,Forest,Water
1354,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1355,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1356,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1357,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1358,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1359,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1360,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1361,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1362,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1363,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1364,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1365,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1366,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1367,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1368,Bareland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1369,Bareland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1370,Bareland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1371,Bareland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1372,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1373,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1374,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1375,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
