Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
2178,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2179,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2180,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2181,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2182,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2183,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2184,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2185,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2186,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2187,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2188,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2189,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2190,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2191,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2192,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2193,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2194,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2195,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2196,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2197,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2198,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2199,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2200,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2201,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2202,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2203,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2204,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2205,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
2206,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2207,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2208,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2209,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2210,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2211,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2212,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2213,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2214,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2215,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2216,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2217,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2218,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2219,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2220,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2221,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
2222,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2223,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2224,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2225,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2226,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2227,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2228,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2229,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2230,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2231,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2232,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2233,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2234,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2235,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2236,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2237,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2238,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2239,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2240,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2241,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2242,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2243,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2244,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2245,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2246,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2247,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2248,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2249,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2250,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2251,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2252,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2253,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2254,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2255,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2256,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2257,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2258,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2259,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2260,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2261,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2262,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2263,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2264,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2265,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2266,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2267,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2268,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2269,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2270,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2271,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2272,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2273,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2274,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2275,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2276,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2277,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2278,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2279,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2280,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2281,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2282,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
2283,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
2284,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2285,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2286,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
2287,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2288,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2289,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2290,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2291,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2292,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2293,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2294,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2295,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2296,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2297,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2298,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2299,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2300,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2301,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2302,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2303,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2304,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2305,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2306,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2307,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2308,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2309,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2310,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2311,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2312,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2313,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2314,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2315,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2316,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2317,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2318,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2319,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2320,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2321,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2322,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2323,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2324,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2325,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2326,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2327,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2328,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2329,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2330,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2331,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2332,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2333,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2334,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2335,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2336,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2337,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2338,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2339,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2340,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2341,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
2342,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2343,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2344,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2345,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2346,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2347,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2348,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2349,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2350,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2351,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2352,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2353,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2354,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2355,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2356,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2357,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2358,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2359,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2360,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2361,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2362,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2363,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2364,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2365,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2366,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2367,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2368,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2369,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2370,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2371,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2372,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2373,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2374,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2375,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2376,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2377,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2378,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2379,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2380,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2381,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2382,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2383,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2384,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2385,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2386,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2387,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2388,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
2389,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2390,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2391,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
2392,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2393,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2394,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2395,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2396,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2397,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2398,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2399,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2400,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2401,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2402,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2403,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2404,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2405,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
2406,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2407,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
2408,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2409,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2410,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2411,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2412,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2413,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2414,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
2415,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
2416,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
2417,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
2418,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2419,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2420,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2421,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2422,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2423,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2424,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2425,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2426,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2427,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2428,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
2429,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2430,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
2431,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2432,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2433,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2434,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2435,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
2436,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2437,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2438,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Water
2439,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
2440,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
2441,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Forest
2442,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2443,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2444,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2445,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2446,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2447,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2448,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2449,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2450,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2451,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2452,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2453,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2454,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2455,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2456,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2457,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
2458,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
2459,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2460,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2461,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2462,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2463,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2464,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2465,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2466,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2467,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2468,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2469,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2470,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2471,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2472,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
2473,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2474,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2475,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2476,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2477,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2478,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2479,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2480,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2481,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2482,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2483,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2484,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2485,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2486,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2487,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
2488,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
2489,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
2490,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2491,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2492,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
2493,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
