Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
1496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1505,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1506,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1507,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1508,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1509,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1510,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1511,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1512,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1513,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1514,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1515,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1516,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1517,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1518,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1519,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1520,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1521,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1522,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1523,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1524,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1525,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1526,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1527,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1528,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1529,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1530,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1531,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1532,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1533,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1534,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1535,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1536,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1537,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1538,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1539,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1540,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1541,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1542,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1543,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1544,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1545,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1546,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1547,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Bareland
1548,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1549,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1550,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1551,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1552,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1553,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1554,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1555,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1556,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1557,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1558,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1559,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1560,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1561,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1562,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1563,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1564,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1565,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1566,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1567,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1568,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1569,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1570,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1571,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1572,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1573,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1574,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1575,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1576,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1577,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1578,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1579,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1580,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1581,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1582,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1583,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1584,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1585,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1586,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1587,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1588,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1589,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1592,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1593,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1594,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1595,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1596,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1597,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1598,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1599,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1600,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
1601,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1602,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
1603,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
1604,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1605,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1606,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1607,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1608,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1609,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1610,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1611,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1612,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1613,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1614,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1615,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1616,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1617,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1618,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1619,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
1620,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1621,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1622,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1623,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1624,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1625,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1626,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1627,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1628,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1629,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1630,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1631,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1632,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1633,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1634,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1635,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1636,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1637,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1638,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1639,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1640,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1641,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1642,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1643,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1644,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1645,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1646,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1647,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1648,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1649,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1650,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1651,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1652,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1653,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1654,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1655,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1656,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1657,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1658,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1659,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1660,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1661,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1662,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1663,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1664,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1665,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1666,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1667,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1668,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1669,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1670,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1671,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1672,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1673,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1674,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1675,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
1676,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1677,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1678,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1679,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1680,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1681,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1682,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1683,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1684,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1685,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1686,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1687,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1688,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1689,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1690,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1691,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1692,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1693,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1694,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1695,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1696,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1697,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1698,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1699,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1700,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1701,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1702,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Bareland
1703,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1704,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
1705,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1706,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1707,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1708,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1709,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1710,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
1711,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1712,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1713,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1714,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1715,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1716,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1717,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1718,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1719,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1720,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1721,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1722,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1723,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1724,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1725,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1726,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1727,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1728,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1729,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1730,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1731,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1732,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1733,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1734,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1735,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1736,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1737,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1738,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1739,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1740,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1741,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1742,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1743,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1744,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1745,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1746,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1747,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1748,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1749,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1750,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1751,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1752,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1753,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1754,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1755,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1756,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1757,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1758,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1759,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1760,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1761,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1762,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1763,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1764,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1765,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1766,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1767,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1768,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1769,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1770,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1771,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1772,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1773,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1774,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1775,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1776,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1777,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1778,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1779,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1780,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1781,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1782,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1783,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1784,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1785,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1786,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1787,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1788,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1789,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1790,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1791,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1792,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1793,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1794,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1795,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1796,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1797,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1798,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1799,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1800,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1801,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1802,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1803,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1804,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1805,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1806,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1807,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1808,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
