Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
8694,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
8695,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8696,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
8697,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8698,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8699,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
8700,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8701,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
8702,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8703,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
8704,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8705,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
8706,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
8707,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
8708,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
8709,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8710,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
8711,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8712,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Wetland
8713,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
8714,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
8715,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
8716,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
8717,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
8718,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
8719,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
8720,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
8721,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
8722,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
8723,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8724,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8725,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
8726,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
8727,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
8728,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
8729,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
8730,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
8731,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
8732,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
8733,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
8734,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8735,Water,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
8736,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
8737,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8738,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
8739,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
8740,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
8741,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8742,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8743,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
8744,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
8745,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8746,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8747,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
8748,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
8749,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8750,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
8751,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8752,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8753,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8754,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
8755,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8756,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
8757,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
8758,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
8759,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
8760,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
8761,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8762,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
8763,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8764,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8765,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
8766,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
8767,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
8768,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
8769,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
8770,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
8771,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
8772,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8773,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
8774,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
8775,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
8776,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
8777,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
8778,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
8779,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
8780,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
8781,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
8782,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
8783,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
8784,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
8785,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
8786,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
8787,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
8788,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
8789,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8790,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
8791,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8792,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
8793,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8794,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
8795,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
8796,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
8797,Water,NULL,Wetland,Water,Wetland,Forest,Water,NULL
8798,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
8799,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
8800,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8801,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8802,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Water
8803,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
8804,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
8805,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8806,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8807,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8808,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8809,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
8810,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
8811,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
8812,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
8813,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
8814,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8815,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
8816,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
8817,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8818,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8819,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8820,Water,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
8821,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8822,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8823,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8824,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
8825,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8826,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8827,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
8828,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8829,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
8830,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
8831,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
8832,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
8833,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
8834,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
8835,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
8836,Water,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
8837,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
8838,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
8839,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8840,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8841,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8842,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8843,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8844,Water,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
8845,Water,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
8846,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
8847,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
8848,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
8849,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
8850,Water,NULL,Built-up,Water,Non_Wetland,Forest,NULL,Built-up
8851,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
8852,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8853,Water,NULL,Water,NULL,Water,Wetland,Water,Water
8854,Water,NULL,Water,NULL,Water,Bareland,NULL,Water
8855,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
8856,Water,NULL,Water,NULL,Water,Water,NULL,Water
8857,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
8858,Water,NULL,Water,NULL,Water,Water,Water,Water
8859,Water,NULL,Water,NULL,Water,Forest,Shrubland,Forest
8860,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
8861,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
8862,Water,NULL,Water,Non_Water,Water,Bareland,NULL,Water
8863,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
8864,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
8865,Water,NULL,Water,Water,Water,NULL,Shrubland,Water
8866,Water,NULL,Water,Water,Water,NULL,Water,Water
8867,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
8868,Water,NULL,Water,Water,Water,Shrubland,Water,Water
8869,Water,NULL,Water,Water,Water,Grassland,NULL,Water
8870,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
8871,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
8872,Water,NULL,Water,Water,Water,Bareland,Water,Water
8873,Water,NULL,Water,Water,Water,Water,Water,Water
8874,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8875,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8876,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8877,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8878,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8879,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8880,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8881,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8882,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8883,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8884,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8885,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8886,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
8887,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8888,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8889,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8890,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
8891,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
8892,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8893,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8894,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8895,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8896,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8897,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8898,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8899,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8900,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8901,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8902,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8903,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8904,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8905,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8906,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8907,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8908,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8909,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8910,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8911,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8912,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8913,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8914,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8915,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8916,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8917,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8918,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8919,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8920,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8921,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8922,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8923,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8924,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8925,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8926,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8927,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
8928,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
8929,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8930,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
8931,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
8932,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
8933,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8934,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8935,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
8936,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8937,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
8938,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
8939,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Cropland
8940,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
8941,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8942,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
8943,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8944,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8945,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8946,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8947,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8948,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8949,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
8950,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8951,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8952,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8953,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8954,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8955,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8956,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8957,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8958,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8959,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8960,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8961,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8962,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8963,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8964,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8965,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8966,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8967,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8968,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8969,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8970,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
8971,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8972,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
8973,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
8974,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8975,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
8976,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8977,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8978,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
8979,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8980,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
8981,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
8982,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8983,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8984,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8985,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8986,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Cropland
8987,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8988,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Bareland
8989,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
8990,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
8991,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Cropland
8992,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
8993,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
8994,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
8995,Water,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
8996,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
8997,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
8998,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
8999,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
9000,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
9001,Water,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
9002,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
9003,Water,NULL,Forest,Water,Non_Wetland,Forest,Water,Water
9004,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9005,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9006,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
9007,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9008,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9009,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9010,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9011,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9012,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
9013,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9014,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9015,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9016,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
9017,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Cropland
9018,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
9019,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9020,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9021,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9022,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9023,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9024,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9025,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9026,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9027,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9028,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9029,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9030,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9031,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9032,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9033,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9034,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
9035,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9036,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
9037,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
9038,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9039,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
9040,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9041,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9042,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
