Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCQ_M_R
1801,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1802,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1803,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1804,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1805,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1806,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1807,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1808,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1809,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1810,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1811,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1812,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1813,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1814,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1815,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1816,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1817,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1818,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1819,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1820,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1821,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1822,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1823,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1824,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1825,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1826,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1827,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1828,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1829,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1830,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1831,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1832,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1833,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1834,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1835,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1836,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1837,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1838,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1839,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1840,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1841,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1842,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1843,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1844,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1845,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1846,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1847,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1848,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1849,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1850,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1851,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1852,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1853,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1854,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1855,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
1856,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1857,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
1858,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1859,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
1860,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1861,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1862,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1863,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1864,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1865,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1866,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1867,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1868,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1869,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1870,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1871,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1872,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1873,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1874,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1875,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1876,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1877,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1878,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1879,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1880,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1881,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1882,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1883,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1884,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1885,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1886,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1887,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1888,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1889,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1890,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1891,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1892,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1893,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1894,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1895,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1896,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1897,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1898,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1899,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1900,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1901,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1902,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1903,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1904,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1905,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1906,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1907,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1908,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1909,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1910,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1911,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1912,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1913,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
1914,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1915,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1916,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1917,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1918,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1919,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1920,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1921,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1922,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1923,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1924,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1925,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1926,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1927,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1928,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1929,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1930,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1931,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1932,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1933,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1934,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1935,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1936,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1937,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1938,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1939,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1940,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1941,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1942,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1943,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1944,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1945,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1946,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1947,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
1948,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
1949,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1950,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
1951,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Bareland
1952,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1953,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1954,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1955,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1956,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1957,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1958,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1959,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1960,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1961,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1962,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1963,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1964,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1965,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1966,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1967,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1968,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1969,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1970,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
1971,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1972,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1973,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1974,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1975,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1976,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1977,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1978,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
1979,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
1980,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
1981,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1982,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1983,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1984,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1985,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1986,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1987,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1988,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1989,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1990,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1991,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1992,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1993,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
1994,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1995,Grassland,NULL,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1996,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1997,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1998,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
1999,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2000,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2001,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2002,Grassland,NULL,Water,NULL,Water,Grassland,Water,Water
2003,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Wetland
2004,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
2005,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2006,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
2007,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
2008,Grassland,NULL,Water,Water,Water,NULL,Water,Forest
2009,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2010,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2011,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
2012,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
2013,Grassland,NULL,Water,Water,Water,Grassland,Water,Forest
2014,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2015,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2016,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2017,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
2018,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
2019,Grassland,NULL,Water,Water,Water,Water,Water,Water
2020,Grassland,NULL,Water,Water,Water,Forest,Wetland,Water
2021,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2022,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2023,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2024,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2025,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2026,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2027,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2028,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2029,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2030,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2031,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2032,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2033,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2034,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2035,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2036,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2037,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2038,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2039,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2040,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2041,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2042,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2043,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2044,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2045,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2046,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2047,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2048,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2049,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2050,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2051,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2052,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2053,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2054,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2055,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2056,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2057,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2058,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2059,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2060,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2061,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2062,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2063,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2064,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2065,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2066,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2067,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2068,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2069,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2070,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2071,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2072,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2073,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2074,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2075,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2076,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2077,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
2078,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2079,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2080,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2081,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2082,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2083,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2084,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2085,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2086,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2087,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2088,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2089,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2090,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2091,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2092,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2093,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2094,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2095,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2096,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2097,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2098,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2099,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2100,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2101,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2102,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2103,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2104,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2105,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2106,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2107,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2108,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2109,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2110,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2111,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2112,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2113,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2114,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2115,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2116,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2117,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
2118,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2119,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2120,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2121,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2122,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2123,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2124,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2125,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2126,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2127,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2128,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2129,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
