Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
1377,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1378,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1379,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1380,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1381,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1382,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1383,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1384,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1385,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1386,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1387,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1388,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1389,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1390,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1391,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1392,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1393,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1394,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1395,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1396,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1397,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1398,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1399,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1400,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1401,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1402,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1403,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1404,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1405,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1406,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1407,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1408,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1409,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1410,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1411,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1412,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1413,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1414,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1415,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1416,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1417,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1418,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1419,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1420,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1421,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1422,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1423,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1424,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1425,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1426,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1427,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1428,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1429,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1430,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1431,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1432,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1433,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1434,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1435,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1436,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1437,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1438,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1439,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1440,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1441,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1442,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1443,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1444,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1445,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1446,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1447,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1448,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1449,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1450,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1451,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1452,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1453,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1454,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1455,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1456,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
1457,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1458,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1459,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1460,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1461,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1462,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1463,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1464,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1465,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1466,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1467,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1468,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1469,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1470,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1471,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1472,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1473,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1474,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1475,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1476,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1477,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1478,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1479,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1480,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1481,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1482,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1483,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
1484,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1485,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1486,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1487,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1488,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1489,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1490,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
1491,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1492,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
1493,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1494,Forest,NULL,Water,NULL,Water,Water,Bareland,Forest
1495,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
1496,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
1497,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1498,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1499,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
1500,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1501,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1502,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
1503,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
1504,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1505,Forest,NULL,Water,Water,Water,Forest,Wetland,Grassland
1506,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1507,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1508,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1509,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1510,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1511,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1512,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1513,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1514,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1515,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1516,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1517,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1518,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1519,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1520,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1521,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1522,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1523,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1524,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1525,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1526,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1527,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1528,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1529,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1530,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1531,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1532,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1533,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1534,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1535,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1536,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1537,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1538,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1539,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1540,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1541,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1542,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1543,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1544,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1545,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1546,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1547,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1548,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1549,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1550,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1551,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1552,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1553,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1554,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1555,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
1556,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1557,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1558,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1559,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1560,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1561,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1562,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1563,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1564,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1565,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1566,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1567,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1568,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1569,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1570,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1571,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1572,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1573,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1574,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1575,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1576,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1577,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1578,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1579,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1580,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1581,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1582,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1583,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1584,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1585,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1586,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1587,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1588,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1589,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1590,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1591,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1592,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1593,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1594,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1595,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1596,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1597,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1598,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1599,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1600,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1601,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1602,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1603,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1604,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1605,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1606,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1607,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1608,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1609,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1610,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1611,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1612,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1613,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1614,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1615,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1616,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1617,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1618,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1619,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1620,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1621,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1622,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1623,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1624,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1625,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
