Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVN_M_R
11466,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
11467,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
11468,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11469,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11470,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11471,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11472,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11473,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11474,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11475,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11476,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
11477,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11478,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11479,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11480,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11481,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11482,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11483,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11484,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11485,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
11486,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11487,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11488,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11489,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
11490,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11491,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11492,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11493,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11494,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11495,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11496,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11497,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11498,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11499,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
11500,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11501,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
11502,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
11503,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11504,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11505,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11506,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11507,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
11508,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11509,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11510,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11511,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11512,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11513,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
11514,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
11515,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
11516,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
11517,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
11518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
11525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11526,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11527,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11528,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11529,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11530,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11531,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11532,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11533,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
11536,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11537,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11538,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11539,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
11540,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11541,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11542,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11548,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11549,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11550,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11551,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11552,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
11553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11560,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
11561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
11562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11563,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11564,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11565,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
11566,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11567,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11568,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11569,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11570,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11571,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11572,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11573,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11574,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11575,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11576,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11577,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11578,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11579,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11580,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11581,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11582,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11583,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11584,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11585,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11586,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11587,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11588,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11589,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11590,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11591,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11592,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11593,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11594,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11595,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11596,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11597,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11598,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11599,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11600,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11601,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11602,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11603,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11604,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11605,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11606,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11607,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11608,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11609,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11610,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11611,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11612,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11613,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11614,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
11615,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11616,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
11617,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
11618,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
11619,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11620,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11621,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11622,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11623,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11624,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11625,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11626,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11627,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11628,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11629,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11630,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11631,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11632,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11633,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11634,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11635,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11636,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11637,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11638,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11639,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11640,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11641,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11642,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11643,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11644,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11645,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11646,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11647,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11648,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11649,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11650,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11651,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11652,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11653,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
11654,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
11655,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11656,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11657,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
11658,Bareland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11659,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
11660,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11661,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11662,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11663,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
11664,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11665,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
11666,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11667,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11668,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11669,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11670,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11671,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11672,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11673,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11674,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11675,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
11676,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11677,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
11678,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
11679,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11680,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11681,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11682,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
11683,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11684,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11685,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11686,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11687,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11688,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11689,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11690,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11691,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11692,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11693,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11694,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11695,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11696,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11697,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11698,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11699,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11700,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11701,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11702,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11703,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11704,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
11705,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11706,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11707,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
11708,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11709,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
11710,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
11711,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
11712,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11713,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
11714,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11715,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
11716,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11717,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11718,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
11719,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
11720,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Water,Forest
11721,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
11722,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
11723,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
11724,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
11725,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11726,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
11727,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
11728,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
11729,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11730,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
11731,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11732,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11733,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11734,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
11735,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11736,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11737,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11738,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11739,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11740,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11741,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11742,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11743,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11744,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11745,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11746,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11747,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11748,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11749,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
11750,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11751,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11752,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
11753,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11754,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11755,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11756,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11757,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11758,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11759,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11760,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
11761,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
11762,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
11763,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
