Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
5842,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5843,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5844,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5845,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5846,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5847,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5848,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5849,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5850,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5851,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5852,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5853,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5854,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5855,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5856,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5857,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5858,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5859,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5860,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5861,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5862,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5863,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5864,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5865,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5866,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5867,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5868,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5869,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5870,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5871,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5872,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5873,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5874,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5875,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5876,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5877,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5878,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5879,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5880,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5881,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5882,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5883,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5884,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5885,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5886,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5887,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5888,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5889,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5890,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5891,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5892,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5895,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5896,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5897,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5898,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5899,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5900,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5901,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5902,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5903,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5904,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5905,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5906,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5907,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5908,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5909,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5910,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5911,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5912,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5913,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5914,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5916,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5917,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5918,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5919,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5920,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5921,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5922,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5923,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5924,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5925,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5926,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5927,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5928,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5929,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5930,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5931,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5932,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5933,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5934,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5935,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5936,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5937,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5938,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5939,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5940,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5941,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5942,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5943,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5944,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5945,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5946,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5947,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5948,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5949,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5950,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5951,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5952,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5953,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5954,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5955,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5956,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5957,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5958,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5959,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5960,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5961,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5962,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5963,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5964,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5965,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5966,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5967,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5968,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5969,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5970,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5971,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5972,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5973,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5974,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5975,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5976,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5977,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5978,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5979,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5980,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5981,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5982,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5983,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5984,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5985,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5986,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5987,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5988,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5989,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5990,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5991,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5992,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5993,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5994,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5995,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5996,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5997,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5998,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5999,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6000,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6001,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6002,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6003,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6004,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6005,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6006,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6007,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6008,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6009,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6010,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6011,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6012,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6013,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6014,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6015,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6016,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6017,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6018,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6019,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6020,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6021,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6022,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6023,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6024,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6025,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6026,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
6027,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6028,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6029,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6030,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6031,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
6032,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
6033,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6034,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6035,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6036,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6037,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6038,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6039,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6040,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6041,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6042,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6043,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6044,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6045,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6046,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6047,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6048,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6049,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6050,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6051,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6052,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6053,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6054,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6055,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6056,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6057,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6058,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6059,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6060,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6061,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6062,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6063,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6064,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6065,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6066,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6067,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6068,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6069,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6070,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6071,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6072,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6073,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6074,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6075,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6076,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6077,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6078,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6079,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6080,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6081,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6082,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6083,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6084,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6085,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
6086,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6087,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6088,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6089,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6090,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6091,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6092,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6093,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6094,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6095,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6096,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6097,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6098,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6099,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6100,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6101,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6102,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6103,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6104,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6105,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6106,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
6107,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6108,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6109,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6110,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6111,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6112,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6113,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6114,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
6115,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
6116,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6117,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6118,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Water
6119,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6120,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
6121,Wetland,NULL,Water,Non_Water,Water,Water,Water,NULL
6122,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
6123,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
6124,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
6125,Wetland,NULL,Water,Water,Water,Water,Water,Water
6126,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6127,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6128,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6129,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6130,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6131,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6132,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6133,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6134,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6135,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6136,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6137,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
6138,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6139,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6140,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6141,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6142,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6143,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
6144,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6145,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6146,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6147,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6148,Wetland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
6149,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Water
6150,Wetland,Cropland,Water,Water,Water,Wetland,Water,Water
6151,Wetland,Cropland,Water,Water,Water,Water,Grassland,Forest
6152,Wetland,Cropland,Water,Water,Water,Water,Water,Water
6153,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6154,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6155,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6156,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6157,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6158,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
6159,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6160,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6161,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
