Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGD_M_R
2082,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2083,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2084,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2085,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2086,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2087,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2088,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2089,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2090,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2091,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2092,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2093,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2094,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2095,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2096,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2097,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2098,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2099,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2100,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2101,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2102,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2103,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2104,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2105,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2106,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2107,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2108,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2109,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2110,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2111,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2112,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2113,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2114,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2115,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2116,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2117,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2118,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2119,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2120,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2121,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2122,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2123,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2124,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2125,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2126,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2127,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2128,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2129,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2130,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2131,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2132,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2133,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2134,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2135,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2136,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2137,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2138,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2139,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2140,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2141,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2142,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2143,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2144,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2145,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2146,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2147,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2148,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2149,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2150,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2151,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2152,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2153,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2154,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2155,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2156,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2157,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2158,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2159,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2160,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2161,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2162,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2163,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2164,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2165,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2166,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2167,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2168,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2169,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2170,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2171,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2172,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2173,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2174,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2175,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2176,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2177,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2178,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2179,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2180,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2181,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2182,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2183,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2184,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2185,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2186,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2187,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2188,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2190,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2191,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2192,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2193,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2194,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2195,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2196,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2197,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2198,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2199,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2200,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2201,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2202,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2203,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2204,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2205,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2206,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2207,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2208,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2209,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2210,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2211,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2212,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2213,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2214,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2215,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2216,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2217,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2218,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2219,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2220,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2221,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2222,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2223,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2224,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2225,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2226,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2227,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2228,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2229,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2230,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2231,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2232,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2233,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2234,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2235,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2236,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2237,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2238,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2239,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2240,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2241,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2242,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2243,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2244,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2245,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2246,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2247,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2248,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2249,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2250,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2251,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2252,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2253,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2254,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2255,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2256,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2257,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2258,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2259,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2260,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2261,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2262,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2263,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2264,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2265,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2266,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2267,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2268,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2269,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2271,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2272,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2273,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2274,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2275,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2276,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2277,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2278,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2279,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2280,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2281,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2282,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2283,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2284,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2285,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2286,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2287,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2288,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2289,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2290,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2291,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2292,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2293,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2294,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2295,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2296,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2297,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2298,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2299,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2300,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2301,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2302,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2303,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2304,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2305,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2306,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2307,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2308,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2309,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2310,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2311,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2312,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2313,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2314,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2315,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2316,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2317,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2318,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2319,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2320,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2321,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2322,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2323,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2324,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2325,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2326,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2327,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2328,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2329,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2330,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2331,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2332,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2333,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2334,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2335,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2336,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2337,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2338,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2339,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2340,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2341,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2342,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2343,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2344,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2345,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2346,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2347,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2348,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2349,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2350,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2351,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2352,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2353,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2354,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2355,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2356,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2357,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2358,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2359,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2360,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2362,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2363,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2364,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2365,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2366,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2367,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2368,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2369,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2370,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2371,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2372,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2373,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2374,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2375,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2376,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2377,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2378,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2379,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2380,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2381,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2382,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2383,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2384,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2385,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2386,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2387,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2388,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2389,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2390,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2391,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2392,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2393,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2394,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2395,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2396,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2397,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2398,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2399,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2401,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2402,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2403,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2404,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2405,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2406,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2407,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2408,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2409,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2410,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2411,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2412,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2413,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2414,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2415,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2416,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2417,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2418,Forest,Wetland,Water,NULL,Water,NULL,NULL,Cropland
2419,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2420,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2421,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2422,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
