Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQF_M_R
2034,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2035,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2036,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2037,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2038,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2039,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2040,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2041,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2042,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2044,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2045,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2046,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2047,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2048,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2049,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2050,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2051,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2052,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2053,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2054,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2055,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2056,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2057,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2058,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2059,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2060,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2061,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2062,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2063,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2064,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2065,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2066,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2067,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2068,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2069,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2070,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2071,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2072,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2073,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2074,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2075,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2076,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2077,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2078,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2079,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2080,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2081,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2082,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2083,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2084,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2085,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2086,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2087,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2088,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2089,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2090,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2091,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2092,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
2093,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2094,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2095,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2096,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2097,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2098,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2099,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2100,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2101,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2102,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2103,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2104,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2105,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2106,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2107,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2108,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2109,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2110,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2111,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2112,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2113,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
