Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
1927,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1928,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1929,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1930,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1931,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1932,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1933,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
1934,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1935,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
1936,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1937,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1938,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1939,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1940,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1941,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1942,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1943,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1944,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1945,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1946,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1947,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1948,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1949,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1950,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1951,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1952,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1953,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1954,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1955,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1956,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1957,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1958,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1959,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1960,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1961,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1962,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1963,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1964,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1965,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1966,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1967,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1968,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1969,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1970,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1971,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1972,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1973,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1974,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
1975,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
1976,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland,Water,Wetland
1977,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1978,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
1979,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1980,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1981,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1982,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1983,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1984,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1985,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
1986,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1987,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1988,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1989,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1990,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1991,Grassland,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
1992,Grassland,Bareland,Wetland,Water,NULL,Water,Water,Wetland
1993,Grassland,Bareland,Wetland,Water,NULL,Water,Water,Water
1994,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1995,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1996,Grassland,Bareland,Water,Water,Water,Water,Wetland,Wetland
1997,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1998,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1999,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2000,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2001,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2002,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2003,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2004,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2005,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2006,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2007,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2008,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2009,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2010,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2011,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2012,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2013,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2014,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2015,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
2016,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2017,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2018,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2019,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2020,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2021,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2022,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2023,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
2024,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2025,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2026,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2027,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2028,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2029,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2030,Grassland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2031,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2032,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2033,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2034,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2035,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2036,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2037,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2038,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2039,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2040,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2041,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2042,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2043,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2044,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2045,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2046,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2047,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2048,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2049,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2050,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2051,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2052,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2053,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
2054,Grassland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2055,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2056,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2057,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2058,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2059,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2060,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2061,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2062,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2063,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2064,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2065,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2066,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2067,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2068,Grassland,Water,Wetland,Water,NULL,Water,Water,Wetland
2069,Grassland,Water,Wetland,Water,NULL,Water,Water,Bareland
2070,Grassland,Water,Wetland,Water,NULL,Water,Water,Water
2071,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2072,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2073,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
2074,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Forest
2075,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2076,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2077,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2078,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2079,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2080,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2081,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2082,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2083,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2084,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2085,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
2086,Grassland,Water,Wetland,Water,Wetland,Water,Water,Bareland
2087,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
2088,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
2089,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2090,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Water
2091,Grassland,Water,Water,NULL,Water,Water,Water,Wetland
2092,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2093,Grassland,Water,Water,Non_Water,Water,Water,Water,Wetland
2094,Grassland,Water,Water,Water,NULL,Water,Water,Grassland
2095,Grassland,Water,Water,Water,NULL,Water,Water,Wetland
2096,Grassland,Water,Water,Water,NULL,Water,Water,Bareland
2097,Grassland,Water,Water,Water,NULL,Water,Water,Water
2098,Grassland,Water,Water,Water,NULL,Water,Water,Forest
2099,Grassland,Water,Water,Water,Water,NULL,Wetland,Water
2100,Grassland,Water,Water,Water,Water,NULL,Wetland,Forest
2101,Grassland,Water,Water,Water,Water,Wetland,Wetland,Wetland
2102,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
2103,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
2104,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
2105,Grassland,Water,Water,Water,Water,Wetland,Water,Water
2106,Grassland,Water,Water,Water,Water,Water,Wetland,Wetland
2107,Grassland,Water,Water,Water,Water,Water,Water,Wetland
2108,Grassland,Water,Water,Water,Water,Water,Water,Water
2109,Grassland,Water,Water,Water,Water,Forest,Wetland,Forest
2110,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2111,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2112,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2113,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2114,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2115,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2116,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2117,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2118,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2119,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2120,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2121,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2122,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2123,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2124,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2125,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Water
2126,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2127,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2128,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2129,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2130,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2131,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2132,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2133,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2134,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2135,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2136,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2137,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2138,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2139,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2140,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2141,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2142,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2143,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2144,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2145,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2146,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2147,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2148,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2149,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2150,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2151,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2152,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2153,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2154,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2155,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2156,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2157,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2158,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2159,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2160,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2161,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2162,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2163,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2164,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2165,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2166,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2167,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2168,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
2169,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2170,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2171,Grassland,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2172,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2173,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2174,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2175,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2176,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2177,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2178,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2179,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2180,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2181,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2182,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2183,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2184,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2185,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2186,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2187,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2188,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2189,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2190,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2191,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2192,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2193,Grassland,Forest,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
2194,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
2195,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2196,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2197,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2198,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2199,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2200,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2201,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2202,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2203,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2204,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2205,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2206,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2207,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2208,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
2209,Grassland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
2210,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2211,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2212,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2213,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2214,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2215,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2216,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2217,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Cropland
2218,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2219,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2220,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2221,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2222,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2223,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2224,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2225,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2226,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2227,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2228,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2229,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
2230,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2231,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
2232,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2233,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2234,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2235,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2236,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
