Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZJ_M_R
1441,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1442,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1443,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1444,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1445,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1446,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1447,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1448,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1449,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1450,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1451,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1452,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1453,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1454,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1455,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1456,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1457,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1458,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1459,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1460,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1461,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1462,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1463,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1464,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1465,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1466,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1467,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1468,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1469,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1470,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1471,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1472,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1473,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1474,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1475,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1476,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1477,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1478,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1479,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1480,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1481,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1482,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1483,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1484,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1485,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1486,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1487,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
1488,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1489,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1490,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1491,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1492,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1493,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1494,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1495,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1496,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1497,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1498,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1499,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1500,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1501,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1502,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1503,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1504,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1505,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1506,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1507,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1508,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
1509,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1510,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1511,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1512,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1513,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1514,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1515,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1516,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1517,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1518,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1519,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1520,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1521,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1551,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1552,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1553,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1554,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1572,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1573,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1574,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1575,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1576,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1577,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1578,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1579,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1580,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1582,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1583,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1588,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1589,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1590,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1591,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1592,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1593,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1594,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1595,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
1596,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1597,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1598,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1599,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1600,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1601,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1602,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1603,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1604,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1605,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1606,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1607,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1608,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1609,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1610,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1611,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1612,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1613,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1614,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1615,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1616,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1617,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1618,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1619,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1620,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1621,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1622,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1623,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1624,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1625,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1626,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1627,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1628,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1629,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1630,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1631,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1632,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1633,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1634,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1635,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1636,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1638,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1639,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1640,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1641,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1642,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1643,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1644,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1645,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1646,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1647,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1648,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1649,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1650,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1651,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1652,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1654,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1655,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1656,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1657,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1658,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1659,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1660,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1661,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1662,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1663,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1664,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1665,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1666,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1667,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1668,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1669,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1670,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1671,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1672,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1673,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1674,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1675,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1676,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1677,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1678,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1679,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1680,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1681,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1682,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1683,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1684,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1685,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1686,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1687,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1688,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1689,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1690,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1691,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1692,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1693,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1694,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1695,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1696,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1697,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1698,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1699,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1700,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1701,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1702,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1703,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1704,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1705,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1706,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1707,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1708,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1709,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1710,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1711,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1712,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1713,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1714,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1715,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1716,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1717,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1718,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1719,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1720,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1721,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1722,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1723,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1724,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1725,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1726,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1727,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1728,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1729,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1730,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1731,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1732,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1733,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1734,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
1735,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1736,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
1737,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
1738,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
1739,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1740,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1741,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1742,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1743,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1744,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1745,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
1746,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1747,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1748,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1749,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1750,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1751,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1752,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1753,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1754,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1755,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1756,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1757,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1758,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
