Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R
1702,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1703,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1704,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1705,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1706,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
1707,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
1708,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1709,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1710,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1711,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1712,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1713,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1714,Water,NULL,Water,Water,NULL,NULL,NULL,Water
1715,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1716,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1717,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1718,Water,NULL,Water,Water,Water,NULL,NULL,Water
1719,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1722,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1723,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1724,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1725,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1726,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1727,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1728,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1730,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1731,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1733,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1734,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1735,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1736,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1738,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1739,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1740,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1741,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1742,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1743,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1744,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1745,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1746,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1747,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1748,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1749,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1750,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1751,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1752,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1753,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1756,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1757,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1758,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1760,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1761,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1763,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1764,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1765,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1766,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1767,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1768,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1769,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1770,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1771,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1772,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1773,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1774,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1775,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1776,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1777,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1778,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1779,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1780,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1781,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1782,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1783,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1784,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1785,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1786,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1787,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1788,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1789,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1790,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1792,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1793,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1795,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1796,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1797,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1798,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1799,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1800,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1801,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1802,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1803,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1804,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1805,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1806,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1807,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1808,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1809,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1810,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1811,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1812,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1813,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1814,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1815,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1816,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1817,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1818,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1819,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1820,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1821,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1822,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1823,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1824,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1826,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1827,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1828,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1829,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1830,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1831,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1833,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1835,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1836,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1837,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1838,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1839,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1840,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1841,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1842,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1843,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1844,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1845,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1846,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1847,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1848,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1849,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1850,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1851,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1852,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1853,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1854,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1855,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1856,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1857,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1858,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1859,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1860,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1861,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1862,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1863,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1864,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1865,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Water
1866,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1867,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1868,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1869,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1870,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1871,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1873,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1874,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1875,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1876,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1877,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1878,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1879,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1880,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1881,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1882,Water,Wetland,Water,Water,NULL,NULL,NULL,Water
1883,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1884,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1885,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1886,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1887,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1888,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1890,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1891,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1892,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1893,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1894,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1895,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1896,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1897,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1898,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1899,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1900,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1902,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1903,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1904,Water,Bareland,Wetland,Water,NULL,NULL,NULL,Water
1905,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1906,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1907,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1908,Water,Bareland,Water,Water,NULL,NULL,NULL,Water
1909,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1910,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1911,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1913,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1914,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1916,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1917,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1918,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1919,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1920,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1921,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1922,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1923,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1925,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1926,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1927,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1928,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1929,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1930,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1932,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1934,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1937,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1938,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1939,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1940,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1941,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1942,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1943,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1944,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1945,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1946,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1947,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1948,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1949,Water,Built-up,Wetland,Water,NULL,NULL,NULL,Water
1950,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1951,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1952,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1953,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1954,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1955,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1956,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1957,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1958,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1959,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1960,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1961,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1962,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1963,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1964,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1965,Water,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1966,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1967,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1968,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1969,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1970,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
1971,Water,Built-up,Water,Water,NULL,NULL,NULL,Grassland
1972,Water,Built-up,Water,Water,NULL,NULL,NULL,Water
1973,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1974,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
1975,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1976,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1977,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1979,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1980,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1981,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1982,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1983,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1984,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1985,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1986,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1987,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1988,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1989,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1990,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1991,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1992,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1993,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1994,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1995,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1996,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1997,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1998,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1999,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2000,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2001,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2002,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2003,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2004,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2005,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2006,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2007,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2008,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2009,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2010,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2011,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2012,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2013,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2015,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2017,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2018,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2019,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2020,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2021,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2022,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2023,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2024,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2025,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2026,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2027,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2028,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2029,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2030,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2031,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2032,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2033,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2034,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2035,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2036,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2037,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2038,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2039,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2040,Water,Water,Wetland,NULL,NULL,NULL,NULL,Wetland
2041,Water,Water,Wetland,NULL,NULL,NULL,NULL,Water
2042,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2043,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2044,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2045,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2046,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2047,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2048,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
2049,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
2050,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2051,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2052,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2053,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2054,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2055,Water,Water,Wetland,Water,NULL,NULL,NULL,Wetland
2056,Water,Water,Wetland,Water,NULL,NULL,NULL,Bareland
2057,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
