Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
5102,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5103,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5104,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5105,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5106,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5107,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5108,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5109,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5110,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5111,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5112,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5113,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5114,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5115,Bareland,NULL,Water,NULL,Water,Cropland,Bareland,Water
5116,Bareland,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
5117,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
5118,Bareland,NULL,Water,Water,Water,Built-up,Built-up,Water
5119,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5120,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5121,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5122,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
5123,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5124,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5125,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5126,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5127,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5128,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5129,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5130,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5131,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5132,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5133,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5134,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5135,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5136,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5137,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5138,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5139,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5140,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5141,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5142,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5143,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5144,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5145,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5146,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5147,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5148,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5149,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5150,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5151,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5152,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
5153,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
5154,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5155,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5156,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5157,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5158,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5159,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5160,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5161,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5162,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5163,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
5164,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5165,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5166,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5167,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5168,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5169,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5170,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5171,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
5172,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5173,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5174,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5175,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5176,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
5177,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5185,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5186,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5189,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5190,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5191,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5192,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5193,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5194,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5195,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5196,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5197,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5198,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5199,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5200,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5201,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5202,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5203,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5204,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5206,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5207,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5208,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5209,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5213,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5214,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5215,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5216,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5217,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5220,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5221,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5222,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5223,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5224,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5225,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5226,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5227,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5228,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5229,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5230,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5231,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5232,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5233,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5234,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5235,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5236,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5237,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5238,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5239,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5240,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5241,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5242,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5243,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5244,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5245,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5246,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5247,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5248,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5249,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5250,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5251,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5252,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5253,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5254,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5255,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5256,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5257,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5258,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5259,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
5260,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5261,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5262,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5263,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5264,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5265,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5266,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5267,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5268,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5269,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5270,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5271,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5272,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5273,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5274,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5275,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
5276,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5277,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
5278,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5279,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5280,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
5281,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5282,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5283,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5284,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
5285,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5286,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5287,Bareland,Cropland,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
5288,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5289,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5290,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5291,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5292,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5293,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5294,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5295,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5296,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5297,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5298,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5299,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5300,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5301,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5302,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5303,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5304,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5305,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
5306,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5307,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5308,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5309,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5310,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5311,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5312,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5313,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5314,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5315,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5316,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5317,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5318,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5319,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5320,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5321,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5322,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5323,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5324,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5325,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5326,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5327,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5328,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5329,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5330,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5331,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5332,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5333,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5334,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5335,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5336,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5337,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5338,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5339,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5340,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5341,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5342,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5343,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5344,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5345,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5346,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5347,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5348,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5349,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5350,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5351,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5352,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5353,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
5354,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5355,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5356,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
5357,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5358,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5359,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5360,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5361,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5362,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5363,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5364,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5365,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5366,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5367,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5368,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5369,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5370,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5371,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5372,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5373,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5374,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5375,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5376,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5377,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5378,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5379,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5380,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5381,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5382,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5383,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5384,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5385,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5386,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5387,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5388,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5389,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5390,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5391,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5392,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5393,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5394,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
5395,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5396,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
5397,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5398,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
5399,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
5400,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5401,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5402,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
5403,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5404,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5405,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5406,Bareland,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
5407,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5408,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
5409,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Built-up,Cropland
