Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R
12781,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
12782,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
12783,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
12784,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
12785,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
12786,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
12787,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
12788,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12789,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
12790,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
12791,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
12792,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
12793,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
12794,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
12795,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
12796,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
12797,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
12798,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
12799,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
12800,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
12801,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,NULL
12802,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
12803,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
12804,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
12805,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
12806,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12807,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
12808,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
12809,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
12810,Water,Water,Wetland,Water,Wetland,Bareland,Water,NULL
12811,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
12812,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
12813,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
12814,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
12815,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
12816,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
12817,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
12818,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
12819,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
12820,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
12821,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
12822,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
12823,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
12824,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
12825,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
12826,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
12827,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
12828,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
12829,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
12830,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
12831,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
12832,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
12833,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
12834,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
12835,Water,Water,Wetland,Water,Wetland,Water,Water,Water
12836,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
12837,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
12838,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
12839,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
12840,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
12841,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
12842,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
12843,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
12844,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
12845,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
12846,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
12847,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
12848,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12849,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12850,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12851,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12852,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12853,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12854,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12855,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12856,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
12857,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12858,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
12859,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
12860,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12861,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12862,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12863,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
12864,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
12865,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
12866,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
12867,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
12868,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
12869,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
12870,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
12871,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12872,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
12873,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
12874,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
12875,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12876,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12877,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
12878,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
12879,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
12880,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
12881,Water,Water,Bareland,Water,Non_Wetland,Wetland,Shrubland,Wetland
12882,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
12883,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
12884,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12885,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12886,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12887,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12888,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Water
12889,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12890,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
12891,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
12892,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
12893,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12894,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
12895,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
12896,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
12897,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12898,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
12899,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12900,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12901,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
12902,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12903,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12904,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12905,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12906,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
12907,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
12908,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12909,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12910,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12911,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12912,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12913,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
12914,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
12915,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
12916,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
12917,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
12918,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
12919,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
12920,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
12921,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
12922,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
12923,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12924,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12925,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
12926,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12927,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12928,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12929,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
12930,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
12931,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
12932,Water,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Water
12933,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
12934,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
12935,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
12936,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12937,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
12938,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12939,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12940,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
12941,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
12942,Water,Water,Built-up,Water,Non_Wetland,Water,Shrubland,Water
12943,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
12944,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
12945,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
12946,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
12947,Water,Water,Built-up,Water,Non_Wetland,Forest,Water,Forest
12948,Water,Water,Water,NULL,Water,NULL,NULL,Water
12949,Water,Water,Water,NULL,Water,NULL,Shrubland,Water
12950,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
12951,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
12952,Water,Water,Water,NULL,Water,NULL,Grassland,Water
12953,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
12954,Water,Water,Water,NULL,Water,NULL,Wetland,Water
12955,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
12956,Water,Water,Water,NULL,Water,NULL,Water,Grassland
12957,Water,Water,Water,NULL,Water,NULL,Water,Water
12958,Water,Water,Water,NULL,Water,NULL,Water,Forest
12959,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
12960,Water,Water,Water,NULL,Water,Shrubland,NULL,Water
12961,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
12962,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
12963,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Bareland
12964,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
12965,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
12966,Water,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
12967,Water,Water,Water,NULL,Water,Shrubland,Grassland,Wetland
12968,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
12969,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
12970,Water,Water,Water,NULL,Water,Shrubland,Wetland,Water
12971,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
12972,Water,Water,Water,NULL,Water,Shrubland,Bareland,Grassland
12973,Water,Water,Water,NULL,Water,Shrubland,Bareland,Water
12974,Water,Water,Water,NULL,Water,Shrubland,Built-up,Water
12975,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
12976,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
12977,Water,Water,Water,NULL,Water,Shrubland,Water,Water
12978,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
12979,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
12980,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
12981,Water,Water,Water,NULL,Water,Grassland,NULL,Cropland
12982,Water,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
12983,Water,Water,Water,NULL,Water,Grassland,Shrubland,Forest
12984,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
12985,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
12986,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
12987,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
12988,Water,Water,Water,NULL,Water,Grassland,Water,Water
12989,Water,Water,Water,NULL,Water,Cropland,NULL,Water
12990,Water,Water,Water,NULL,Water,Cropland,NULL,Forest
12991,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
12992,Water,Water,Water,NULL,Water,Wetland,NULL,Water
12993,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
12994,Water,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
12995,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
12996,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
12997,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
12998,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
12999,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
13000,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
13001,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
13002,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
13003,Water,Water,Water,NULL,Water,Wetland,Water,NULL
13004,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
13005,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
13006,Water,Water,Water,NULL,Water,Wetland,Water,Water
13007,Water,Water,Water,NULL,Water,Wetland,Water,Forest
13008,Water,Water,Water,NULL,Water,Wetland,Forest,Water
13009,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
13010,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
13011,Water,Water,Water,NULL,Water,Bareland,NULL,Bareland
13012,Water,Water,Water,NULL,Water,Bareland,NULL,Built-up
13013,Water,Water,Water,NULL,Water,Bareland,NULL,Water
13014,Water,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
13015,Water,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
13016,Water,Water,Water,NULL,Water,Bareland,Shrubland,Built-up
13017,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
13018,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
13019,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
13020,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
13021,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
13022,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
13023,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
13024,Water,Water,Water,NULL,Water,Bareland,Bareland,NULL
13025,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
13026,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
13027,Water,Water,Water,NULL,Water,Bareland,Bareland,Built-up
13028,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
13029,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
13030,Water,Water,Water,NULL,Water,Bareland,Built-up,Water
13031,Water,Water,Water,NULL,Water,Bareland,Water,NULL
13032,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
13033,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
13034,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
13035,Water,Water,Water,NULL,Water,Bareland,Water,Water
13036,Water,Water,Water,NULL,Water,Bareland,Water,Forest
13037,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
13038,Water,Water,Water,NULL,Water,Bareland,Forest,Water
13039,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
13040,Water,Water,Water,NULL,Water,Built-up,Built-up,Grassland
13041,Water,Water,Water,NULL,Water,Water,NULL,Grassland
13042,Water,Water,Water,NULL,Water,Water,NULL,Water
13043,Water,Water,Water,NULL,Water,Water,NULL,Forest
13044,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
13045,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
13046,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
13047,Water,Water,Water,NULL,Water,Water,Shrubland,Water
13048,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
13049,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
13050,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
13051,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
13052,Water,Water,Water,NULL,Water,Water,Grassland,Water
13053,Water,Water,Water,NULL,Water,Water,Grassland,Forest
13054,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
13055,Water,Water,Water,NULL,Water,Water,Wetland,Water
13056,Water,Water,Water,NULL,Water,Water,Wetland,Forest
13057,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
13058,Water,Water,Water,NULL,Water,Water,Bareland,Water
13059,Water,Water,Water,NULL,Water,Water,Built-up,Water
13060,Water,Water,Water,NULL,Water,Water,Water,Grassland
13061,Water,Water,Water,NULL,Water,Water,Water,Wetland
13062,Water,Water,Water,NULL,Water,Water,Water,Bareland
13063,Water,Water,Water,NULL,Water,Water,Water,Water
13064,Water,Water,Water,NULL,Water,Water,Water,Forest
13065,Water,Water,Water,NULL,Water,Water,Forest,Grassland
13066,Water,Water,Water,NULL,Water,Water,Forest,Water
13067,Water,Water,Water,NULL,Water,Water,Forest,Forest
13068,Water,Water,Water,NULL,Water,Forest,NULL,Water
13069,Water,Water,Water,NULL,Water,Forest,NULL,Forest
13070,Water,Water,Water,NULL,Water,Forest,Shrubland,Water
13071,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
13072,Water,Water,Water,NULL,Water,Forest,Wetland,Water
13073,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
13074,Water,Water,Water,NULL,Water,Forest,Water,Water
13075,Water,Water,Water,NULL,Water,Forest,Water,Forest
13076,Water,Water,Water,NULL,Water,Forest,Forest,Grassland
13077,Water,Water,Water,NULL,Water,Forest,Forest,Water
13078,Water,Water,Water,NULL,Water,Forest,Forest,Forest
13079,Water,Water,Water,Non_Water,Water,NULL,Grassland,Water
13080,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
13081,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
13082,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
13083,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
13084,Water,Water,Water,Non_Water,Water,NULL,Water,Water
13085,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
13086,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
13087,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
13088,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
13089,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
13090,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Grassland
13091,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Water
13092,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Forest
13093,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Water
13094,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
13095,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
13096,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
13097,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
13098,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
13099,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
13100,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
13101,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
13102,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
13103,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
13104,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
13105,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
13106,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
13107,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
13108,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
13109,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
13110,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
13111,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
13112,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Grassland
13113,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
13114,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Forest
13115,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
13116,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
